"w1","w2","w3","prediction","rank"
"a","baby","on","the",3
"a","bachelor","of","science",5
"a","back","seat","to",5
"a","bad","habit","of",3
"a","bad","idea","to",4
"a","bag","of","skittles",5
"a","ball","out","of",4
"a","band","called","the",4
"a","beer","or","two",4
"a","better","chance","of",10
"a","better","idea","of",6
"a","better","place","to",6
"a","better","sense","of",7
"a","better","understanding","of",10
"a","better","way","to",13
"a","big","bowl","of",7
"a","big","deal","about",5
"a","big","deal","for",6
"a","big","deal","out",5
"a","big","difference","between",8
"a","big","difference","in",4
"a","big","fan","of",44
"a","big","part","of",30
"a","big","smile","on",5
"a","birthday","party","for",3
"a","bit","because","of",3
"a","bit","harder","to",3
"a","bit","more","than",5
"a","bit","of","a",136
"a","bit","of","an",17
"a","bit","of","the",15
"a","bit","out","of",16
"a","bit","so","i",5
"a","bit","to","get",5
"a","bit","too","much",9
"a","bite","out","of",3
"a","bite","to","eat",11
"a","blind","eye","to",7
"a","book","about","the",5
"a","book","it","is",4
"a","bottle","of","the",3
"a","bottle","of","wine",17
"a","break","in","the",3
"a","breakdown","of","the",3
"a","breath","of","fresh",6
"a","brown","paper","bag",4
"a","bucket","of","water",5
"a","budget","for","the",3
"a","bunch","in","the",3
"a","bunch","of","people",12
"a","bunch","of","stuff",4
"a","call","from","my",3
"a","call","from","the",6
"a","car","at","the",4
"a","car","so","i",3
"a","card","for","her",3
"a","career","as","a",6
"a","case","of","the",13
"a","certain","amount","of",21
"a","certain","kind","of",6
"a","chance","at","a",6
"a","chance","i","will",5
"a","chance","of","a",4
"a","chance","to","be",9
"a","chance","to","become",3
"a","chance","to","catch",6
"a","chance","to","get",20
"a","chance","to","go",9
"a","chance","to","hear",5
"a","chance","to","make",7
"a","chance","to","meet",11
"a","chance","to","play",9
"a","chance","to","say",7
"a","chance","to","see",17
"a","chance","to","show",5
"a","chance","to","visit",4
"a","chance","to","win",74
"a","child","is","born",3
"a","close","eye","on",6
"a","company","that","has",3
"a","company","that","is",4
"a","concert","at","the",4
"a","constant","state","of",4
"a","copy","of","it",7
"a","copy","of","the",49
"a","corner","of","the",6
"a","couple","months","ago",6
"a","couple","of","days",48
"a","couple","of","great",3
"a","couple","of","hours",30
"a","couple","of","minutes",17
"a","couple","of","months",31
"a","couple","of","more",5
"a","couple","of","my",8
"a","couple","of","new",6
"a","couple","of","other",10
"a","couple","of","the",18
"a","couple","of","things",18
"a","couple","of","weeks",59
"a","couple","of","years",58
"a","couple","weeks","ago",17
"a","couple","years","ago",11
"a","cross","between","a",5
"a","cup","of","coffee",13
"a","cup","of","tea",11
"a","day","by","the",4
"a","day","in","the",10
"a","day","like","this",3
"a","day","like","today",4
"a","day","off","and",3
"a","day","off","from",7
"a","day","or","so",11
"a","day","or","two",19
"a","dead","body","in",4
"a","deal","with","the",12
"a","death","in","the",5
"a","deep","breath","and",9
"a","different","kind","of",19
"a","different","part","of",4
"a","different","type","of",7
"a","donation","to","the",6
"a","dozen","or","so",8
"a","drink","or","two",6
"a","drop","in","the",7
"a","fair","share","of",5
"a","false","sense","of",4
"a","family","of","four",11
"a","fan","of","his",4
"a","fan","of","the",26
"a","feel","for","the",6
"a","few","beers","and",4
"a","few","blocks","away",11
"a","few","days","ago",45
"a","few","days","and",11
"a","few","days","but",6
"a","few","days","in",5
"a","few","days","of",6
"a","few","days","to",10
"a","few","hours","and",7
"a","few","hours","when",3
"a","few","minutes","before",12
"a","few","minutes","later",10
"a","few","minutes","to",17
"a","few","months","ago",35
"a","few","months","before",5
"a","few","months","in",5
"a","few","months","to",5
"a","few","more","months",4
"a","few","more","weeks",8
"a","few","more","years",5
"a","few","of","his",7
"a","few","of","our",8
"a","few","of","the",51
"a","few","of","them",13
"a","few","of","those",11
"a","few","of","us",3
"a","few","of","you",5
"a","few","people","in",4
"a","few","seconds","to",4
"a","few","short","days",4
"a","few","things","about",3
"a","few","things","i",6
"a","few","things","on",4
"a","few","times","a",9
"a","few","times","and",9
"a","few","times","but",4
"a","few","times","to",6
"a","few","too","many",4
"a","few","weeks","ago",79
"a","few","weeks","and",5
"a","few","weeks","back",11
"a","few","weeks","before",5
"a","few","weeks","later",13
"a","few","weeks","off",3
"a","few","weeks","to",6
"a","few","years","ago",92
"a","few","years","and",7
"a","few","years","back",22
"a","few","years","before",5
"a","few","years","now",6
"a","field","trip","to",4
"a","fight","broke","out",3
"a","finalist","for","the",6
"a","fine","line","between",8
"a","firm","believer","in",5
"a","firm","believer","that",5
"a","fork","in","the",5
"a","fraction","of","a",3
"a","fraction","of","the",13
"a","friend","and","her",3
"a","friend","and","i",6
"a","friend","of","a",5
"a","friend","of","mine",36
"a","friend","of","the",8
"a","friend","who","also",4
"a","friend","who","is",11
"a","full","day","of",13
"a","full","time","job",5
"a","fun","way","to",10
"a","game","in","which",3
"a","game","of","chess",3
"a","get","out","of",3
"a","girl","who","is",10
"a","glass","of","red",3
"a","glass","of","wine",23
"a","glimpse","of","the",14
"a","good","amount","of",7
"a","good","chance","of",8
"a","good","chance","that",7
"a","good","chunk","of",7
"a","good","day","for",20
"a","good","example","of",10
"a","good","feeling","about",7
"a","good","fit","for",10
"a","good","friend","of",8
"a","good","friend","who",3
"a","good","idea","and",3
"a","good","idea","for",4
"a","good","idea","i",5
"a","good","idea","to",40
"a","good","job","and",5
"a","good","job","at",3
"a","good","job","with",5
"a","good","laugh","about",3
"a","good","nights","sleep",7
"a","good","number","of",6
"a","good","one","to",5
"a","good","or","a",4
"a","good","part","of",6
"a","good","piece","of",3
"a","good","place","for",5
"a","good","place","to",26
"a","good","portion","of",4
"a","good","selection","of",3
"a","good","sense","of",7
"a","good","thing","but",11
"a","good","thing","for",4
"a","good","thing","he",6
"a","good","thing","i",19
"a","good","thing","in",5
"a","good","thing","that",4
"a","good","thing","to",13
"a","good","time","for",10
"a","good","time","to",31
"a","good","use","of",5
"a","good","view","of",6
"a","good","way","of",3
"a","good","way","to",39
"a","google","search","for",4
"a","grand","total","of",5
"a","great","chance","to",8
"a","great","day","for",17
"a","great","deal","of",49
"a","great","deal","on",5
"a","great","fit","for",8
"a","great","guy","and",6
"a","great","idea","to",6
"a","great","job","and",7
"a","great","job","at",5
"a","great","job","of",12
"a","great","job","with",7
"a","great","opportunity","for",5
"a","great","opportunity","to",6
"a","great","place","for",7
"a","great","place","to",39
"a","great","sense","of",12
"a","great","service","to",3
"a","great","thing","to",6
"a","great","time","for",6
"a","great","time","to",11
"a","great","way","for",3
"a","great","way","to",92
"a","great","year","for",3
"a","group","of","friends",5
"a","group","of","people",15
"a","group","of","students",9
"a","group","of","women",5
"a","growing","number","of",17
"a","guy","who","has",4
"a","guy","who","is",6
"a","guy","who","was",4
"a","half","an","hour",4
"a","hard","time","believing",3
"a","hard","time","deciding",5
"a","hard","time","with",10
"a","healthy","dose","of",4
"a","heck","of","a",14
"a","hell","of","a",23
"a","high","degree","of",4
"a","highlight","of","the",4
"a","hold","of","the",4
"a","hole","in","the",21
"a","home","and","a",3
"a","house","full","of",7
"a","house","in","the",7
"a","huge","fan","of",33
"a","huge","impact","on",4
"a","huge","number","of",4
"a","huge","part","of",10
"a","job","as","a",10
"a","job","at","a",4
"a","job","to","do",4
"a","job","well","done",5
"a","joy","to","watch",4
"a","judge","for","the",3
"a","junior","in","high",3
"a","key","role","in",8
"a","key","to","the",5
"a","kick","in","the",7
"a","kick","out","of",11
"a","large","number","of",23
"a","large","part","of",12
"a","large","portion","of",14
"a","large","selection","of",5
"a","laundry","list","of",5
"a","leap","of","faith",5
"a","leg","up","on",4
"a","letter","from","the",7
"a","life","of","their",4
"a","limited","amount","of",7
"a","limited","number","of",14
"a","link","to","a",14
"a","link","to","the",8
"a","list","of","the",13
"a","list","of","things",6
"a","little","bit","and",11
"a","little","bit","better",8
"a","little","bit","but",12
"a","little","bit","for",5
"a","little","bit","i",11
"a","little","bit","in",6
"a","little","bit","like",8
"a","little","bit","longer",4
"a","little","bit","more",22
"a","little","bit","of",116
"a","little","bit","to",5
"a","little","bit","too",6
"a","little","but","i",3
"a","little","early","for",4
"a","little","girl","and",6
"a","little","girl","i",8
"a","little","help","from",8
"a","little","less","than",9
"a","little","like","a",4
"a","little","longer","than",3
"a","little","more","adventurous",4
"a","little","more","and",5
"a","little","more","expensive",3
"a","little","more","than",30
"a","little","more","time",8
"a","little","out","of",10
"a","little","over","a",13
"a","little","something","about",3
"a","little","time","to",4
"a","little","to","the",4
"a","little","too","close",5
"a","little","too","far",5
"a","little","too","late",4
"a","little","too","long",4
"a","little","too","much",15
"a","little","while","and",6
"a","load","of","laundry",4
"a","loaf","of","bread",4
"a","long","history","of",10
"a","long","line","of",6
"a","long","list","of",19
"a","long","long","time",10
"a","long","night","of",4
"a","long","period","of",10
"a","long","road","to",3
"a","long","series","of",3
"a","long","time","ago",37
"a","long","time","and",28
"a","long","time","but",17
"a","long","time","coming",11
"a","long","time","for",7
"a","long","time","i",15
"a","long","time","in",5
"a","long","time","it",7
"a","long","time","on",4
"a","long","time","since",20
"a","long","time","to",25
"a","long","time","we",5
"a","long","way","from",12
"a","long","way","in",4
"a","long","way","it",3
"a","long","way","to",20
"a","look","at","the",40
"a","look","at","your",4
"a","loss","to","the",8
"a","lot","about","how",4
"a","lot","about","me",4
"a","lot","about","the",10
"a","lot","and","i",5
"a","lot","better","than",10
"a","lot","but","i",8
"a","lot","but","it",8
"a","lot","easier","to",9
"a","lot","from","the",4
"a","lot","going","on",13
"a","lot","i","am",5
"a","lot","it","is",4
"a","lot","like","a",7
"a","lot","like","the",6
"a","lot","more","fun",7
"a","lot","more","of",9
"a","lot","more","people",9
"a","lot","more","than",18
"a","lot","more","to",7
"a","lot","of","attention",9
"a","lot","of","brides",3
"a","lot","of","compliments",4
"a","lot","of","courage",5
"a","lot","of","different",13
"a","lot","of","fans",7
"a","lot","of","food",6
"a","lot","of","free",5
"a","lot","of","fun",66
"a","lot","of","good",19
"a","lot","of","ground",6
"a","lot","of","hard",10
"a","lot","of","heat",6
"a","lot","of","hope",3
"a","lot","of","issues",7
"a","lot","of","it",19
"a","lot","of","life",4
"a","lot","of","memories",3
"a","lot","of","mileage",3
"a","lot","of","money",56
"a","lot","of","my",20
"a","lot","of","new",12
"a","lot","of","noise",6
"a","lot","of","other",21
"a","lot","of","our",9
"a","lot","of","pain",8
"a","lot","of","people",178
"a","lot","of","pictures",6
"a","lot","of","pressure",10
"a","lot","of","progress",8
"a","lot","of","questions",9
"a","lot","of","research",6
"a","lot","of","room",7
"a","lot","of","sense",12
"a","lot","of","stuff",16
"a","lot","of","that",11
"a","lot","of","the",77
"a","lot","of","their",7
"a","lot","of","them",19
"a","lot","of","these",11
"a","lot","of","things",59
"a","lot","of","this",13
"a","lot","of","time",83
"a","lot","of","times",20
"a","lot","of","trouble",8
"a","lot","of","us",12
"a","lot","of","water",8
"a","lot","of","weight",6
"a","lot","of","what",14
"a","lot","of","work",48
"a","lot","of","you",14
"a","lot","to","be",8
"a","lot","to","do",17
"a","lot","to","get",3
"a","lot","to","learn",9
"a","lot","to","me",17
"a","lot","to","say",10
"a","lot","we","have",5
"a","major","part","of",5
"a","majority","of","the",15
"a","man","and","a",11
"a","man","on","a",8
"a","man","or","a",3
"a","man","who","has",11
"a","man","who","is",8
"a","man","with","a",14
"a","map","of","the",5
"a","matter","of","choice",4
"a","matter","of","fact",15
"a","matter","of","seconds",5
"a","matter","of","time",31
"a","matter","of","weeks",6
"a","meeting","with","the",5
"a","member","of","our",7
"a","member","of","the",126
"a","model","for","the",6
"a","moment","to","get",3
"a","month","ago","and",3
"a","month","ago","but",4
"a","month","and","a",9
"a","month","away","from",5
"a","month","or","so",10
"a","month","or","two",5
"a","mother","and","her",4
"a","mother","of","four",5
"a","name","for","himself",7
"a","new","era","of",5
"a","new","job","and",6
"a","new","level","of",4
"a","new","line","of",7
"a","new","look","for",4
"a","new","one","and",5
"a","new","one","for",6
"a","new","place","to",5
"a","new","set","of",7
"a","new","type","of",4
"a","new","way","of",5
"a","new","way","to",11
"a","new","year","and",3
"a","nice","addition","to",4
"a","nice","job","of",3
"a","nice","place","to",5
"a","night","on","the",5
"a","number","of","reasons",7
"a","number","of","things",4
"a","number","of","years",12
"a","once","in","a",4
"a","pain","in","the",15
"a","part","of","a",14
"a","part","of","his",3
"a","part","of","it",35
"a","part","of","life",8
"a","part","of","our",10
"a","part","of","the",58
"a","part","of","their",8
"a","part","of","this",21
"a","part","of","your",12
"a","partner","at","the",6
"a","party","in","a",3
"a","party","that","is",3
"a","pat","on","the",6
"a","perfect","example","of",6
"a","perfect","time","to",6
"a","perfect","way","to",4
"a","period","of","time",12
"a","person","on","the",3
"a","person","who","has",8
"a","person","who","is",7
"a","personal","relationship","with",4
"a","phone","call","from",11
"a","phone","call","that",4
"a","photo","of","my",8
"a","photo","of","the",5
"a","photo","of","your",4
"a","picture","of","a",18
"a","picture","of","her",6
"a","picture","of","me",8
"a","picture","of","my",15
"a","picture","of","the",23
"a","picture","of","your",9
"a","piece","of","art",4
"a","piece","of","paper",21
"a","piece","of","the",9
"a","pitcher","of","beer",4
"a","place","in","the",8
"a","place","to","eat",3
"a","place","to","stay",6
"a","place","where","they",3
"a","place","where","you",7
"a","point","of","view",6
"a","portion","of","the",26
"a","prayer","for","the",4
"a","pretty","cool","place",3
"a","pretty","good","idea",12
"a","pretty","good","job",7
"a","private","equity","firm",4
"a","problem","with","my",3
"a","profound","effect","on",3
"a","punch","in","the",3
"a","quarter","of","the",12
"a","question","about","the",9
"a","quote","from","a",4
"a","quote","from","the",5
"a","real","treat","to",3
"a","really","good","idea",6
"a","really","good","job",5
"a","really","good","time",3
"a","really","hard","time",6
"a","really","long","time",5
"a","reasonable","amount","of",6
"a","recipe","for","a",7
"a","reflection","of","the",7
"a","report","on","the",4
"a","reporter","from","the",4
"a","result","of","the",36
"a","result","of","this",6
"a","review","of","the",11
"a","ride","on","the",3
"a","ride","to","the",4
"a","right","to","know",4
"a","river","or","lake",3
"a","road","trip","to",6
"a","road","trip","with",4
"a","room","full","of",10
"a","room","with","a",7
"a","run","to","the",3
"a","safe","place","to",3
"a","scale","of","to",7
"a","scene","from","a",4
"a","scene","from","the",4
"a","selfinflicted","gunshot","wound",3
"a","sense","of","humor",12
"a","serious","problem","that",3
"a","share","of","the",10
"a","shirt","that","says",4
"a","short","period","of",10
"a","shot","in","the",7
"a","sign","of","weakness",3
"a","sign","that","read",4
"a","significant","amount","of",11
"a","significant","impact","on",4
"a","site","with","a",3
"a","slight","chance","of",5
"a","small","amount","of",30
"a","small","child","who",3
"a","small","group","of",14
"a","small","part","of",9
"a","small","thing","but",3
"a","smile","on","her",9
"a","smile","on","your",9
"a","soft","spot","for",5
"a","soft","spot","in",3
"a","son","and","a",3
"a","son","he","would",4
"a","special","edition","of",3
"a","special","kind","of",5
"a","special","place","in",9
"a","special","thank","you",6
"a","spot","in","the",12
"a","spot","on","the",8
"a","st","patricks","day",3
"a","statement","to","the",8
"a","stay","of","execution",5
"a","steep","learning","curve",5
"a","step","back","and",5
"a","step","in","the",10
"a","stepping","stone","to",4
"a","story","about","a",5
"a","story","about","the",6
"a","story","to","tell",4
"a","stretch","to","say",5
"a","study","in","the",5
"a","tape","measure","and",4
"a","taste","of","what",7
"a","terrible","thing","to",3
"a","thing","of","the",18
"a","thing","or","two",9
"a","third","of","the",20
"a","throwback","to","the",3
"a","time","and","place",6
"a","time","in","the",6
"a","tiny","bit","of",11
"a","tour","of","the",12
"a","town","of","people",4
"a","tremendous","amount","of",4
"a","trip","back","to",3
"a","trip","down","to",3
"a","trip","to","the",38
"a","variety","of","reasons",8
"a","variety","of","topics",3
"a","version","of","the",5
"a","very","big","deal",3
"a","very","good","year",3
"a","very","important","part",4
"a","very","long","time",26
"a","very","nice","guy",3
"a","view","of","the",8
"a","visit","to","a",3
"a","visit","to","the",22
"a","walk","around","the",5
"a","walk","in","the",9
"a","waste","of","money",9
"a","waste","of","time",23
"a","waste","of","your",3
"a","way","for","me",5
"a","way","for","us",4
"a","way","of","life",9
"a","way","that","is",11
"a","way","to","do",7
"a","way","to","get",29
"a","way","to","make",15
"a","way","to","prepare",3
"a","ways","to","go",5
"a","week","ago","and",4
"a","week","and","a",8
"a","week","and","i",8
"a","week","away","from",5
"a","week","but","i",3
"a","week","for","a",5
"a","week","for","the",6
"a","week","from","now",7
"a","week","in","a",3
"a","week","in","the",5
"a","week","it","is",3
"a","week","on","the",7
"a","week","or","so",14
"a","week","or","two",12
"a","while","but","i",8
"a","while","it","is",7
"a","while","since","i",16
"a","while","since","we",6
"a","while","then","it",3
"a","while","to","get",10
"a","whole","bunch","of",23
"a","whole","group","of",4
"a","whole","lot","better",9
"a","whole","lot","easier",3
"a","whole","lot","i",3
"a","whole","lot","more",8
"a","whole","lot","of",44
"a","whole","new","level",15
"a","whole","new","way",4
"a","wide","range","of",36
"a","wide","variety","of",25
"a","woman","who","had",4
"a","woman","who","has",7
"a","woman","who","is",9
"a","woman","who","was",3
"a","woman","with","a",5
"a","wonderful","way","to",4
"a","word","to","me",3
"a","work","in","progress",14
"a","work","of","art",12
"a","writer","and","a",4
"a","year","ago","and",13
"a","year","ago","i",9
"a","year","ago","the",10
"a","year","and","a",27
"a","year","it","is",5
"a","year","old","and",5
"a","year","or","more",6
"a","year","or","so",7
"a","year","or","two",12
"a","yearold","man","who",7
"a","yes","or","no",4
"a","young","girl","who",5
"a","youtube","video","of",3
"able","to","catch","the",4
"able","to","do","it",5
"able","to","do","that",7
"able","to","do","what",3
"able","to","enjoy","the",3
"able","to","figure","out",4
"able","to","find","a",5
"able","to","get","a",21
"able","to","get","into",6
"able","to","get","the",10
"able","to","go","to",8
"able","to","have","a",9
"able","to","keep","up",5
"able","to","make","a",6
"able","to","make","it",22
"able","to","pick","up",7
"able","to","put","it",3
"able","to","see","in",3
"able","to","see","the",8
"able","to","take","care",3
"able","to","talk","to",6
"able","to","use","it",3
"able","to","work","with",6
"about","a","lot","of",7
"about","a","month","ago",10
"about","a","week","ago",4
"about","a","year","ago",20
"about","a","year","and",8
"about","all","the","things",6
"about","an","hour","and",7
"about","half","of","the",10
"about","how","to","make",6
"about","how","we","are",4
"about","it","a","lot",4
"about","it","but","i",11
"about","it","for","a",4
"about","it","from","the",4
"about","it","i","am",14
"about","it","i","have",7
"about","it","i","just",3
"about","it","i","think",6
"about","it","i","was",3
"about","it","in","the",3
"about","it","it","is",15
"about","it","when","i",3
"about","me","but","i",5
"about","not","being","able",6
"about","some","of","the",9
"about","that","it","is",6
"about","the","amount","of",6
"about","the","benefits","of",6
"about","the","effects","of",4
"about","the","fact","that",18
"about","the","future","of",22
"about","the","history","of",9
"about","the","importance","of",14
"about","the","lack","of",7
"about","the","little","things",4
"about","the","past","and",3
"about","the","people","that",4
"about","the","people","who",8
"about","the","possibility","of",9
"about","the","power","of",6
"about","the","quality","of",6
"about","the","rest","of",5
"about","the","size","of",15
"about","the","time","i",8
"about","the","whole","thing",6
"about","three","weeks","ago",4
"about","to","have","a",9
"about","to","leave","the",3
"about","to","take","a",9
"about","what","i","am",6
"about","what","is","going",14
"about","what","they","are",7
"about","what","they","do",5
"about","what","to","do",9
"about","what","we","are",4
"about","what","you","are",4
"about","what","you","have",5
"about","years","ago","and",5
"about","you","but","i",18
"above","and","beyond","the",3
"above","and","beyond","to",3
"access","to","the","best",3
"according","to","a","recent",11
"according","to","a","study",12
"according","to","the","book",3
"according","to","the","national",20
"account","numbers","on","the",3
"across","the","street","from",23
"act","like","you","are",4
"actually","one","of","the",5
"add","a","few","of",3
"add","it","to","the",7
"add","that","to","the",4
"add","them","to","the",5
"added","to","the","list",3
"admit","it","i","am",8
"admit","that","i","do",3
"admit","that","i","was",4
"admitted","to","the","hospital",4
"advice","on","how","to",9
"advice","would","you","give",6
"after","a","couple","of",11
"after","a","day","of",5
"after","a","few","hours",7
"after","a","full","day",3
"after","a","long","and",4
"after","a","weekend","of",3
"after","a","year","of",4
"after","all","it","is",8
"after","all","these","years",11
"after","all","you","are",6
"after","he","was","released",5
"after","talking","to","her",3
"after","the","game","i",5
"after","the","game","the",3
"after","years","you","can",3
"again","i","am","not",4
"again","i","do","not",9
"again","in","my","life",4
"again","it","is","been",4
"again","it","will","be",3
"against","the","law","for",4
"against","the","wall","and",4
"age","of","social","media",3
"ago","and","i","have",4
"agree","with","him","on",3
"ahead","of","the","game",5
"ahead","of","time","that",3
"album","of","the","year",14
"alive","and","well","we",3
"all","around","the","world",13
"all","aspects","of","the",7
"all","at","the","same",11
"all","but","i","am",3
"all","day","and","night",4
"all","day","and","then",3
"all","day","every","day",9
"all","good","things","must",3
"all","have","a","great",17
"all","i","can","do",22
"all","i","can","say",41
"all","i","could","think",5
"all","i","did","was",10
"all","i","had","to",9
"all","i","have","to",24
"all","i","know","about",3
"all","i","know","is",27
"all","i","need","to",7
"all","i","needed","was",3
"all","i","want","to",30
"all","in","all","a",6
"all","in","the","same",9
"all","is","right","with",4
"all","is","said","and",6
"all","it","takes","is",15
"all","it","takes","to",6
"all","it","was","a",7
"all","just","kind","of",3
"all","kinds","of","fun",5
"all","my","life","and",4
"all","my","life","i",6
"all","of","a","sudden",49
"all","of","that","in",3
"all","of","that","is",7
"all","of","the","above",19
"all","of","the","details",3
"all","of","the","new",10
"all","of","the","other",12
"all","of","the","people",7
"all","of","the","things",10
"all","of","the","time",21
"all","of","them","and",5
"all","of","them","are",15
"all","of","them","have",4
"all","of","them","were",3
"all","of","this","and",4
"all","of","this","is",5
"all","of","those","who",7
"all","of","us","and",7
"all","of","us","are",4
"all","of","us","but",5
"all","of","us","in",9
"all","of","us","to",9
"all","of","which","are",7
"all","of","you","for",7
"all","of","you","who",25
"all","on","his","own",3
"all","over","the","country",21
"all","over","the","field",3
"all","over","the","floor",6
"all","over","the","place",66
"all","over","the","us",3
"all","over","the","world",55
"all","part","of","a",7
"all","part","of","the",10
"all","proceeds","go","to",4
"all","said","and","done",4
"all","shapes","and","sizes",7
"all","sides","of","the",4
"all","that","is","needed",6
"all","that","matters","is",8
"all","that","they","can",3
"all","that","you","do",8
"all","the","books","i",3
"all","the","fuss","was",3
"all","the","games","in",3
"all","the","good","times",4
"all","the","little","things",6
"all","the","people","in",6
"all","the","people","who",15
"all","the","reasons","why",3
"all","the","right","things",11
"all","the","things","i",7
"all","the","things","that",14
"all","the","things","we",10
"all","the","time","and",21
"all","the","time","but",12
"all","the","time","he",8
"all","the","time","i",20
"all","the","time","it",12
"all","the","time","she",5
"all","the","time","so",6
"all","the","time","that",6
"all","the","time","to",3
"all","the","time","we",5
"all","the","time","when",7
"all","the","time","you",5
"all","the","way","around",14
"all","the","way","back",15
"all","the","way","down",19
"all","the","way","from",17
"all","the","way","home",3
"all","the","way","through",28
"all","the","way","to",51
"all","the","way","up",19
"all","there","is","to",5
"all","these","years","i",5
"all","those","who","are",3
"all","three","of","the",3
"all","we","need","is",7
"all","well","and","good",5
"all","you","can","do",14
"all","you","have","to",36
"all","you","need","to",28
"all","you","want","to",5
"allow","it","to","be",4
"allow","their","children","to",3
"almost","a","year","and",4
"almost","as","long","as",4
"along","for","the","ride",5
"along","the","lines","of",14
"along","the","way","and",7
"along","the","way","i",8
"along","the","way","we",6
"along","with","all","the",3
"along","with","the","rest",6
"already","have","a","lot",3
"also","a","lot","of",12
"also","be","in","the",3
"also","happens","to","be",8
"also","i","want","to",4
"also","included","in","the",4
"also","known","as","the",11
"also","one","of","the",12
"also","part","of","the",5
"also","think","that","the",5
"also","would","like","to",4
"although","i","do","not",9
"although","it","is","a",8
"always","a","good","thing",6
"always","be","a","part",5
"always","be","there","for",8
"always","been","one","of",5
"always","going","to","be",12
"always","good","to","have",4
"always","have","to","be",7
"always","in","need","of",3
"always","looking","for","ways",4
"always","there","for","me",4
"always","wanted","to","be",11
"always","wanted","to","do",7
"always","wanted","to","go",7
"always","wanted","to","see",4
"am","a","big","fan",19
"am","a","fan","of",18
"am","a","firm","believer",6
"am","a","huge","fan",26
"am","all","for","the",4
"am","blessed","to","be",4
"am","blessed","to","have",8
"am","doing","my","best",3
"am","excited","about","the",6
"am","excited","for","it",3
"am","excited","to","be",6
"am","getting","ahead","of",3
"am","glad","i","did",7
"am","glad","i","got",4
"am","glad","i","have",9
"am","glad","to","be",4
"am","glad","to","have",5
"am","going","back","to",12
"am","going","to","be",89
"am","going","to","call",3
"am","going","to","do",35
"am","going","to","follow",5
"am","going","to","get",28
"am","going","to","give",16
"am","going","to","go",39
"am","going","to","hang",3
"am","going","to","have",42
"am","going","to","keep",8
"am","going","to","make",30
"am","going","to","miss",16
"am","going","to","need",8
"am","going","to","put",7
"am","going","to","say",8
"am","going","to","see",14
"am","going","to","spend",5
"am","going","to","stop",9
"am","going","to","take",17
"am","going","to","talk",4
"am","going","to","tell",9
"am","going","to","try",34
"am","grateful","to","the",4
"am","happy","for","him",4
"am","happy","to","be",10
"am","happy","to","help",6
"am","happy","to","say",7
"am","happy","with","it",4
"am","having","a","lot",4
"am","honored","to","be",5
"am","hoping","to","find",3
"am","hoping","to","get",7
"am","i","going","to",26
"am","i","supposed","to",19
"am","in","control","of",4
"am","in","the","middle",5
"am","in","the","process",9
"am","just","glad","that",5
"am","just","going","to",28
"am","just","not","sure",3
"am","just","saying","it",3
"am","just","trying","to",25
"am","just","waiting","for",5
"am","looking","for","a",24
"am","looking","forward","to",121
"am","more","of","a",5
"am","never","going","to",8
"am","not","a","big",11
"am","not","a","fan",14
"am","not","a","very",4
"am","not","an","expert",6
"am","not","even","sure",10
"am","not","exactly","a",3
"am","not","familiar","with",4
"am","not","going","to",125
"am","not","happy","with",6
"am","not","in","the",12
"am","not","interested","in",10
"am","not","much","of",5
"am","not","proud","of",5
"am","not","really","sure",6
"am","not","so","sure",11
"am","not","sure","about",8
"am","not","sure","but",9
"am","not","sure","how",26
"am","not","sure","i",28
"am","not","sure","if",31
"am","not","sure","it",8
"am","not","sure","that",9
"am","not","sure","the",8
"am","not","sure","what",37
"am","not","sure","when",8
"am","not","sure","whether",5
"am","not","sure","who",5
"am","not","sure","why",18
"am","not","talking","about",16
"am","not","the","first",3
"am","not","the","most",5
"am","not","there","yet",4
"am","not","trying","to",20
"am","not","very","good",3
"am","ok","with","that",4
"am","one","of","the",11
"am","one","of","those",12
"am","only","going","to",3
"am","out","of","the",7
"am","pretty","good","at",6
"am","pretty","sure","i",45
"am","pretty","sure","that",19
"am","pretty","sure","the",15
"am","probably","not","going",4
"am","probably","one","of",3
"am","proud","of","him",5
"am","proud","of","that",3
"am","proud","of","the",6
"am","proud","to","be",12
"am","proud","to","say",6
"am","ready","for","some",5
"am","ready","to","give",3
"am","really","excited","about",7
"am","really","looking","forward",15
"am","really","proud","of",7
"am","saying","is","that",4
"am","so","glad","i",29
"am","so","glad","that",21
"am","so","grateful","and",3
"am","so","grateful","for",9
"am","so","happy","that",11
"am","so","proud","of",43
"am","so","proud","to",7
"am","so","ready","to",11
"am","so","thankful","that",9
"am","sorry","i","did",13
"am","sorry","i","do",6
"am","sorry","to","say",3
"am","starting","to","get",12
"am","still","going","to",8
"am","still","in","shock",4
"am","still","in","the",7
"am","still","obsessed","with",3
"am","still","thinking","about",6
"am","still","trying","to",19
"am","still","waiting","for",6
"am","still","working","on",11
"am","supposed","to","be",11
"am","sure","i","will",24
"am","sure","it","is",23
"am","sure","it","will",26
"am","sure","that","i",4
"am","sure","that","will",3
"am","sure","there","will",3
"am","sure","they","will",14
"am","sure","we","will",10
"am","sure","we","would",4
"am","talking","about","the",11
"am","the","only","one",19
"am","the","only","person",8
"am","thinking","about","it",4
"am","tired","of","the",4
"am","trying","to","be",5
"am","trying","to","do",11
"am","trying","to","figure",11
"am","trying","to","find",6
"am","trying","to","get",9
"am","trying","to","keep",5
