"w1","w2","w3","prediction","rank"
"decided","to","try","to",9
"decides","to","make","a",3
"deciding","whether","or","not",3
"deeply","saddened","by","the",3
"definitely","be","one","of",3
"definitely","do","not","want",3
"definitely","going","to","be",8
"definitely","need","to","be",5
"definitely","something","to","be",3
"department","of","public","safety",23
"depending","on","the","size",12
"depending","on","what","type",3
"depending","on","where","you",8
"depends","on","how","you",14
"depends","on","what","the",3
"deserves","a","second","chance",6
"designed","to","be","used",5
"desperate","need","of","a",7
"despite","claims","to","the",3
"despite","the","fact","that",45
"details","can","be","found",6
"determine","whether","or","not",6
"devil","is","in","the",3
"diagnosis","and","treatment","of",3
"diary","of","anne","frank",3
"did","a","bunch","of",3
"did","a","fantastic","job",6
"did","a","good","job",36
"did","a","great","job",46
"did","a","lot","of",27
"did","an","excellent","job",5
"did","an","outstanding","job",5
"did","but","i","was",4
"did","i","mention","that",18
"did","i","think","i",5
"did","most","of","the",3
"did","not","add","any",4
"did","not","agree","with",12
"did","not","and","i",3
"did","not","apply","to",4
"did","not","ask","for",11
"did","not","believe","it",5
"did","not","believe","the",4
"did","not","bother","to",6
"did","not","care","because",4
"did","not","care","for",9
"did","not","care","so",3
"did","not","choose","to",4
"did","not","create","this",4
"did","not","deserve","to",7
"did","not","do","a",12
"did","not","do","anything",24
"did","not","do","everything",3
"did","not","do","it",14
"did","not","do","much",18
"did","not","do","the",6
"did","not","do","this",4
"did","not","do","what",3
"did","not","end","up",8
"did","not","even","bother",6
"did","not","even","go",7
"did","not","even","have",15
"did","not","even","know",63
"did","not","even","make",6
"did","not","even","need",4
"did","not","even","realize",10
"did","not","even","see",6
"did","not","even","want",5
"did","not","expect","a",6
"did","not","expect","to",18
"did","not","feel","good",4
"did","not","feel","like",23
"did","not","feel","right",4
"did","not","find","a",6
"did","not","find","it",3
"did","not","find","the",3
"did","not","fit","the",5
"did","not","get","a",54
"did","not","get","any",22
"did","not","get","as",3
"did","not","get","in",6
"did","not","get","into",7
"did","not","get","it",20
"did","not","get","much",9
"did","not","get","one",3
"did","not","get","paid",4
"did","not","get","that",9
"did","not","get","the",45
"did","not","get","them",7
"did","not","get","to",64
"did","not","give","in",3
"did","not","give","up",14
"did","not","go","for",5
"did","not","go","off",3
"did","not","go","to",25
"did","not","happen","but",5
"did","not","have","a",110
"did","not","have","an",16
"did","not","have","any",45
"did","not","have","anything",5
"did","not","have","enough",19
"did","not","have","it",7
"did","not","have","money",3
"did","not","have","much",24
"did","not","have","my",6
"did","not","have","that",15
"did","not","have","the",85
"did","not","have","their",4
"did","not","have","them",5
"did","not","have","time",18
"did","not","have","to",91
"did","not","help","that",9
"did","not","help","the",5
"did","not","involve","a",4
"did","not","it","is",4
"did","not","know","about",34
"did","not","know","any",4
"did","not","know","her",3
"did","not","know","him",4
"did","not","know","how",45
"did","not","know","i",21
"did","not","know","if",23
"did","not","know","it",24
"did","not","know","of",8
"did","not","know","that",63
"did","not","know","the",34
"did","not","know","this",4
"did","not","know","until",3
"did","not","know","what",53
"did","not","know","where",12
"did","not","know","who",12
"did","not","leave","a",4
"did","not","leave","the",7
"did","not","like","it",19
"did","not","like","that",7
"did","not","like","the",29
"did","not","like","them",4
"did","not","like","what",6
"did","not","live","in",8
"did","not","look","at",5
"did","not","look","like",9
"did","not","make","a",23
"did","not","make","any",11
"did","not","make","it",49
"did","not","make","sense",12
"did","not","make","the",25
"did","not","matter","what",3
"did","not","mean","it",7
"did","not","mean","to",33
"did","not","meet","the",6
"did","not","mention","it",4
"did","not","mention","the",8
"did","not","need","it",6
"did","not","need","them",4
"did","not","need","to",30
"did","not","notice","that",4
"did","not","pay","the",4
"did","not","pick","up",4
"did","not","play","a",4
"did","not","put","a",4
"did","not","put","on",4
"did","not","read","the",6
"did","not","realize","i",4
"did","not","realize","it",14
"did","not","realize","that",18
"did","not","realize","the",6
"did","not","really","like",3
"did","not","really","want",7
"did","not","respond","to",51
"did","not","say","anything",23
"did","not","say","that",9
"did","not","see","a",14
"did","not","see","any",12
"did","not","see","him",4
"did","not","see","it",28
"did","not","see","that",17
"did","not","see","the",24
"did","not","see","us",3
"did","not","seem","like",5
"did","not","seem","to",29
"did","not","show","a",4
"did","not","show","up",19
"did","not","sign","up",4
"did","not","sound","like",5
"did","not","spend","a",3
"did","not","steal","the",3
"did","not","take","any",8
"did","not","take","it",4
"did","not","take","long",14
"did","not","take","the",8
"did","not","talk","about",9
"did","not","tell","her",4
"did","not","they","just",4
"did","not","think","he",13
"did","not","think","i",30
"did","not","think","it",36
"did","not","think","so",18
"did","not","think","that",20
"did","not","think","the",6
"did","not","think","this",5
"did","not","touch","the",5
"did","not","try","to",11
"did","not","turn","out",9
"did","not","understand","the",6
"did","not","wake","up",7
"did","not","want","a",4
"did","not","want","her",10
"did","not","want","him",11
"did","not","want","it",10
"did","not","want","my",8
"did","not","want","that",4
"did","not","want","the",11
"did","not","want","them",8
"did","not","want","to",305
"did","not","win","the",15
"did","not","work","for",7
"did","not","work","out",27
"did","say","that","the",3
"did","the","right","thing",14
"did","the","same","thing",17
"did","they","have","to",6
"did","this","on","the",4
"did","well","on","the",3
"did","when","i","was",3
"did","you","become","a",4
"did","you","do","it",12
"did","you","find","it",6
"did","you","go","to",19
"did","you","grow","up",3
"did","you","have","any",7
"did","you","have","to",12
"did","you","hear","about",12
"did","you","hear","that",14
"did","you","know","it",7
"did","you","know","that",112
"did","you","know","you",15
"did","you","like","the",5
"did","you","see","that",11
"did","you","think","of",27
"die","as","a","result",3
"died","as","a","result",3
"died","at","the","age",3
"died","in","a","car",12
"died","on","the","way",4
"difference","between","the","two",6
"difference","in","the","lives",5
"difference","in","the","world",9
"differences","between","the","two",4
"different","part","of","the",6
"different","than","the","other",4
"different","things","to","different",4
"difficult","for","me","to",16
"difficult","it","is","to",7
"difficult","to","be","a",3
"difficult","to","find","the",4
"diners","driveins","and","dives",5
"dinner","with","the","family",4
"directly","related","to","the",7
"disaster","waiting","to","happen",3
"discover","that","it","is",3
"distinction","of","being","the",4
"do","a","better","job",18
"do","a","bit","of",7
"do","a","couple","of",10
"do","a","good","job",24
"do","a","great","job",16
"do","a","little","shopping",4
"do","a","lot","of",45
"do","a","much","better",4
"do","all","of","this",5
"do","all","the","talking",5
"do","all","the","things",5
"do","all","the","time",4
"do","all","the","work",5
"do","and","how","we",3
"do","and","i","am",11
"do","and","i","have",4
"do","and","it","is",8
"do","and","that","is",6
"do","any","of","that",6
"do","any","of","you",15
"do","anything","about","it",10
"do","anything","to","make",4
"do","as","well","as",5
"do","but","i","am",12
"do","but","it","is",8
"do","everything","i","can",7
"do","everything","in","our",3
"do","for","a","living",9
"do","have","a","great",3
"do","have","a","lot",4
"do","have","to","be",4
"do","i","am","just",5
"do","i","do","not",10
"do","i","have","any",6
"do","i","know","i",4
"do","i","like","the",4
"do","i","need","to",43
"do","i","think","it",6
"do","i","want","to",15
"do","if","you","are",4
"do","is","get","the",3
"do","is","talk","about",3
"do","it","again","and",7
"do","it","all","again",5
"do","it","all","over",9
"do","it","all","the",12
"do","it","and","do",7
"do","it","and","i",10
"do","it","as","a",6
"do","it","at","the",4
"do","it","but","i",4
"do","it","but","it",6
"do","it","but","the",5
"do","it","for","me",17
"do","it","for","the",8
"do","it","for","you",19
"do","it","i","am",9
"do","it","i","do",6
"do","it","i","would",6
"do","it","if","we",3
"do","it","in","a",10
"do","it","in","my",5
"do","it","it","is",13
"do","it","on","the",4
"do","it","right","now",4
"do","it","that","is",3
"do","it","this","way",3
"do","it","when","i",4
"do","just","about","anything",5
"do","just","as","well",3
"do","me","a","favor",19
"do","more","than","just",4
"do","more","to","help",6
"do","much","of","anything",3
"do","my","best","not",4
"do","my","best","to",25
"do","not","add","any",3
"do","not","agree","with",22
"do","not","already","have",9
"do","not","appear","to",9
"do","not","approve","of",8
"do","not","ask","do",7
"do","not","ask","me",25
"do","not","be","a",25
"do","not","be","afraid",45
"do","not","be","fooled",11
"do","not","be","shy",8
"do","not","be","so",16
"do","not","be","surprised",19
"do","not","be","too",10
"do","not","believe","a",5
"do","not","believe","in",45
"do","not","believe","it",20
"do","not","believe","that",23
"do","not","believe","they",5
"do","not","believe","we",8
"do","not","belong","to",9
"do","not","blame","him",3
"do","not","blame","them",5
"do","not","buy","it",10
"do","not","buy","the",5
"do","not","call","it",7
"do","not","call","me",18
"do","not","care","about",61
"do","not","care","how",22
"do","not","care","i",6
"do","not","care","if",53
"do","not","care","it",6
"do","not","care","that",10
"do","not","care","what",55
"do","not","care","where",3
"do","not","care","who",21
"do","not","care","you",5
"do","not","cry","for",6
"do","not","currently","have",5
"do","not","cut","the",3
"do","not","deserve","to",10
"do","not","do","it",53
"do","not","do","something",5
"do","not","do","that",27
"do","not","do","the",10
"do","not","do","things",4
"do","not","dwell","on",5
"do","not","eat","it",4
"do","not","end","up",6
"do","not","even","get",22
"do","not","even","have",38
"do","not","even","know",132
"do","not","even","need",7
"do","not","even","remember",15
"do","not","even","think",19
"do","not","even","understand",7
"do","not","even","want",14
"do","not","ever","doubt",5
"do","not","ever","get",4
"do","not","ever","want",8
"do","not","expect","a",7
"do","not","expect","it",6
"do","not","expect","to",11
"do","not","fear","the",6
"do","not","feel","as",7
"do","not","feel","comfortable",4
"do","not","feel","it",4
"do","not","feel","like",88
"do","not","feel","that",15
"do","not","feel","the",11
"do","not","find","a",4
"do","not","fit","the",3
"do","not","fix","it",3
"do","not","focus","on",5
"do","not","follow","me",12
"do","not","follow","the",6
"do","not","forget","about",40
"do","not","forget","that",24
"do","not","forget","the",41
"do","not","forget","there",5
"do","not","forget","this",4
"do","not","forget","to",292
"do","not","get","a",28
"do","not","get","any",7
"do","not","get","around",3
"do","not","get","enough",7
"do","not","get","in",10
"do","not","get","it",76
"do","not","get","me",84
"do","not","get","much",7
"do","not","get","stuck",6
"do","not","get","that",7
"do","not","get","the",33
"do","not","get","their",4
"do","not","get","this",7
"do","not","get","to",37
"do","not","get","too",11
"do","not","give","a",61
"do","not","give","up",44
"do","not","give","your",3
"do","not","go","as",4
"do","not","go","away",7
"do","not","go","in",4
"do","not","go","out",5
"do","not","go","there",3
"do","not","go","to",26
"do","not","have","a",320
"do","not","have","access",12
"do","not","have","an",39
"do","not","have","any",139
"do","not","have","anyone",8
"do","not","have","anything",21
"do","not","have","enough",22
"do","not","have","in",5
"do","not","have","internet",4
"do","not","have","it",10
"do","not","have","many",8
"do","not","have","more",6
"do","not","have","much",19
"do","not","have","my",16
"do","not","have","one",28
"do","not","have","that",25
"do","not","have","the",178
"do","not","have","their",5
"do","not","have","those",3
"do","not","have","time",38
"do","not","have","to",460
"do","not","have","too",9
"do","not","hear","it",4
"do","not","hold","a",3
"do","not","hold","back",5
"do","not","hold","out",4
"do","not","i","just",6
"do","not","intend","to",15
"do","not","judge","people",3
"do","not","keep","the",4
"do","not","know","a",9
"do","not","know","about",80
"do","not","know","all",3
"do","not","know","and",6
"do","not","know","any",17
"do","not","know","anyone",8
"do","not","know","anything",15
"do","not","know","but",35
"do","not","know","enough",5
"do","not","know","for",15
"do","not","know","her",8
"do","not","know","how",245
"do","not","know","i",49
"do","not","know","if",234
"do","not","know","is",10
"do","not","know","it",22
"do","not","know","me",26
"do","not","know","much",11
"do","not","know","my",12
"do","not","know","of",8
"do","not","know","that",58
"do","not","know","the",75
"do","not","know","them",5
"do","not","know","there",3
"do","not","know","to",4
"do","not","know","too",4
"do","not","know","what",381
"do","not","know","when",18
"do","not","know","where",70
"do","not","know","whether",15
"do","not","know","which",13
"do","not","know","who",71
"do","not","know","why",159
"do","not","know","yet",16
"do","not","know","you",30
"do","not","leave","any",4
"do","not","let","it",14
"do","not","let","that",9
"do","not","let","the",47
"do","not","let","them",19
"do","not","let","your",17
"do","not","like","her",7
"do","not","like","is",3
"do","not","like","it",52
"do","not","like","my",13
"do","not","like","or",5
"do","not","like","something",8
"do","not","like","that",21
"do","not","like","the",70
"do","not","like","them",11
"do","not","like","this",25
"do","not","like","to",47
"do","not","live","in",14
"do","not","live","with",4
"do","not","look","at",18
"do","not","look","like",14
"do","not","love","the",7
"do","not","make","a",11
"do","not","make","any",7
"do","not","make","it",23
"do","not","make","me",28
"do","not","make","much",5
"do","not","make","sense",8
"do","not","make","the",8
"do","not","make","them",5
"do","not","mean","a",4
"do","not","mean","to",20
"do","not","mind","the",10
"do","not","miss","any",7
"do","not","miss","it",35
"do","not","miss","the",41
"do","not","need","a",42
"do","not","need","an",7
"do","not","need","any",12
"do","not","need","it",14
"do","not","need","no",13
"do","not","need","that",8
"do","not","need","the",19
"do","not","need","this",5
"do","not","need","to",145
"do","not","need","you",14
"do","not","notice","the",8
"do","not","pay","any",5
"do","not","pick","up",3
"do","not","plan","on",15
"do","not","plan","to",9
"do","not","pretend","to",3
"do","not","put","a",5
"do","not","put","it",6
"do","not","read","the",5
"do","not","realize","how",9
"do","not","realize","that",12
"do","not","realize","the",6
"do","not","really","care",20
"do","not","really","get",9
"do","not","really","have",21
"do","not","really","know",33
"do","not","really","like",16
"do","not","really","need",14
"do","not","remember","him",5
"do","not","remember","how",3
"do","not","remember","it",8
"do","not","remember","the",12
"do","not","say","anything",13
"do","not","say","that",11
"do","not","see","a",12
"do","not","see","an",3
"do","not","see","any",21
"do","not","see","anything",7
"do","not","see","him",6
"do","not","see","how",29
"do","not","see","it",30
"do","not","see","much",3
"do","not","see","that",15
"do","not","see","the",29
"do","not","see","this",6
"do","not","see","what",7
"do","not","seem","to",42
"do","not","show","up",7
"do","not","speak","a",3
"do","not","speak","for",5
"do","not","speak","to",4
"do","not","support","the",3
"do","not","take","a",6
"do","not","take","action",3
"do","not","take","anything",3
"do","not","take","it",19
"do","not","take","my",6
"do","not","take","the",8
"do","not","talk","about",22
"do","not","talk","to",22
"do","not","tell","me",56
"do","not","tell","the",4
"do","not","tell","them",3
"do","not","tell","us",3
"do","not","tend","to",11
"do","not","that","is",4
"do","not","they","should",3
"do","not","think","a",6
"do","not","think","about",20
"do","not","think","any",12
"do","not","think","anyone",23
"do","not","think","anything",6
"do","not","think","at",4
"do","not","think","for",3
"do","not","think","he",42
"do","not","think","hell",3
"do","not","think","i",238
"do","not","think","it",106
"do","not","think","my",17
"do","not","think","of",12
"do","not","think","she",13
"do","not","think","so",43
"do","not","think","that",79
"do","not","think","the",44
"do","not","think","there",26
"do","not","think","they",36
"do","not","think","this",14
"do","not","think","we",50
"do","not","think","you",41
"do","not","touch","me",9
"do","not","try","to",45
"do","not","turn","your",3
"do","not","understand","how",26
"do","not","understand","i",7
"do","not","understand","it",9
"do","not","understand","that",11
"do","not","understand","the",29
"do","not","understand","what",12
"do","not","understand","why",48
"do","not","use","a",5
"do","not","use","it",13
"do","not","use","the",11
"do","not","wait","for",9
"do","not","want","a",33
"do","not","want","all",5
"do","not","want","any",7
"do","not","want","anyone",11
"do","not","want","anything",6
"do","not","want","her",5
"do","not","want","him",15
"do","not","want","it",28
"do","not","want","me",9
"do","not","want","my",19
"do","not","want","people",17
"do","not","want","someone",3
"do","not","want","something",5
"do","not","want","that",8
"do","not","want","the",29
"do","not","want","their",7
"do","not","want","them",18
"do","not","want","this",10
"do","not","want","to",746
"do","not","want","us",5
"do","not","want","you",26
"do","not","want","your",8
"do","not","we","all",12
"do","not","wish","to",11
"do","not","work","and",3
"do","not","work","on",3
"do","not","work","out",8
"do","not","work","very",4
"do","not","worry","about",61
"do","not","worry","i",48
"do","not","worry","if",10
"do","not","worry","the",5
"do","not","worry","we",10
"do","not","you","dare",15
"do","not","you","have",14
"do","not","you","just",35
"do","not","you","think",42
"do","not","you","want",8
"do","not","you","wish",6
"do","on","my","own",3
"do","or","do","not",7
"do","or","not","do",5
"do","right","now","is",4
"do","so","much","more",5
"do","something","a","little",5
"do","something","about","it",15
"do","something","about","that",6
"do","something","like","that",5
"do","something","to","help",6
"do","something","with","it",4
"do","that","for","the",5
"do","that","he","is",4
"do","that","i","am",10
"do","that","in","the",5
"do","that","to","you",6
"do","that","you","are",3
"do","the","best","you",4
"do","the","little","things",5
"do","the","right","thing",39
"do","the","same","for",15
"do","the","same","i",7
"do","the","same","thing",37
"do","the","same","with",8
"do","their","best","to",4
"do","their","job","and",3
"do","they","do","that",5
"do","they","know","what",4
"do","they","need","to",4
"do","they","want","to",7
"do","things","like","that",4
"do","think","he","is",3
"do","this","every","day",7
"do","this","i","am",4
"do","this","on","a",3
"do","we","get","to",7
"do","we","have","a",7
"do","we","have","to",22
"do","we","need","to",15
"do","we","really","need",12
"do","what","i","am",6
"do","what","i","can",10
"do","what","i","do",16
"do","what","i","want",21
"do","what","is","best",6
"do","what","is","right",15
"do","what","it","takes",5
"do","what","they","are",5
"do","what","they","do",6
"do","what","they","want",7
"do","what","they","wanted",3
"do","what","you","can",14
"do","what","you","have",4
"do","what","you","love",11
"do","whatever","i","want",9
"do","whatever","it","takes",13
"do","whatever","you","have",3
"do","when","you","are",8
"do","with","it","but",4
"do","with","it","i",6
"do","with","it","is",3
"do","with","the","fact",15
"do","with","what","you",3
"do","you","do","for",5
"do","you","do","if",7
"do","you","do","in",9
"do","you","do","when",16
"do","you","expect","to",6
"do","you","feel","about",21
"do","you","feel","like",5
"do","you","find","that",4
"do","you","get","a",8
"do","you","get","the",5
"do","you","get","your",12
"do","you","have","a",168
"do","you","have","any",88
"do","you","have","for",11
"do","you","have","in",9
"do","you","have","it",5
"do","you","have","to",32
"do","you","keep","your",4
"do","you","know","about",17
"do","you","know","that",17
"do","you","know","the",25
"do","you","know","what",55
"do","you","know","when",12
"do","you","know","where",13
"do","you","like","to",14
"do","you","need","to",16
"do","you","plan","on",10
"do","you","plan","to",7
"do","you","realize","that",3
"do","you","really","think",9
"do","you","really","want",3
"do","you","say","to",3
"do","you","think","about",28
"do","you","think","are",13
"do","you","think","i",25
"do","you","think","is",20
"do","you","think","of",54
"do","you","think","she",3
"do","you","think","that",18
"do","you","think","the",37
"do","you","think","they",22
"do","you","think","we",18
"do","you","think","will",13
"do","you","think","your",5
"do","you","want","a",7
"do","you","want","me",16
"do","you","want","to",120
"doctor","told","me","i",3
"does","a","good","job",11
"does","a","great","job",16
"does","a","lot","of",10
"does","it","have","to",9
"does","it","look","like",8
"does","it","mean","to",7
"does","it","take","to",30
"does","make","a","difference",7
"does","not","account","for",4
"does","not","add","up",5
"does","not","always","have",4
"does","not","always","work",5
"does","not","apply","to",15
"does","not","believe","in",6
"does","not","belong","to",10
"does","not","bode","well",11
"does","not","bother","me",9
"does","not","care","about",14
"does","not","care","what",4
"does","not","count","as",8
"does","not","cut","it",7
"does","not","depend","on",7
"does","not","deserve","to",9
"does","not","diminish","the",4
"does","not","do","anything",3
"does","not","do","it",13
"does","not","do","that",6
"does","not","do","the",7
"does","not","end","up",5
"does","not","even","begin",7
"does","not","even","have",10
"does","not","even","know",17
"does","not","feel","like",18
"does","not","feel","the",6
"does","not","fit","all",5
"does","not","get","a",9
"does","not","get","any",16
"does","not","get","into",4
"does","not","get","much",14
"does","not","get","the",10
"does","not","get","to",7
"does","not","get","you",4
"does","not","give","a",10
"does","not","give","you",8
"does","not","go","into",4
"does","not","happen","i",3
"does","not","happen","in",4
"does","not","happen","to",6
"does","not","have","a",99
"does","not","have","an",12
"does","not","have","any",19
"does","not","have","it",4
"does","not","have","much",15
"does","not","have","one",6
"does","not","have","that",15
"does","not","have","the",55
"does","not","have","to",96
"does","not","help","that",9
"does","not","include","the",8
"does","not","intend","to",5
"does","not","involve","a",4
"does","not","know","how",15
"does","not","know","that",10
"does","not","know","what",23
"does","not","last","long",3
"does","not","let","it",3
"does","not","like","it",8
"does","not","like","me",10
"does","not","like","the",10
"does","not","like","to",14
"does","not","listen","to",4
"does","not","live","in",6
"does","not","look","good",8
"does","not","look","like",27
"does","not","look","very",6
"does","not","make","a",10
"does","not","make","any",12
"does","not","make","for",3
"does","not","make","it",30
"does","not","make","sense",29
"does","not","make","us",4
"does","not","make","your",3
"does","not","matter","how",23
"does","not","matter","if",20
"does","not","matter","that",9
"does","not","matter","the",8
"does","not","matter","to",8
"does","not","matter","what",18
"does","not","matter","where",7
"does","not","matter","whether",3
"does","not","matter","which",4
"does","not","matter","who",12
"does","not","mean","anything",8
"does","not","mean","he",11
"does","not","mean","it",29
"does","not","mean","that",55
"does","not","mean","the",13
"does","not","mean","there",5
"does","not","mean","they",19
"does","not","mean","we",14
"does","not","mean","you",51
"does","not","necessarily","mean",9
"does","not","need","a",7
"does","not","need","any",5
"does","not","need","to",38
"does","not","pass","the",5
"does","not","really","matter",12
"does","not","really","work",4
"does","not","require","a",6
"does","not","revolve","around",5
"does","not","see","me",3
"does","not","see","the",4
"does","not","seem","fair",3
"does","not","seem","like",8
"does","not","seem","likely",3
"does","not","seem","right",8
"does","not","seem","that",3
"does","not","seem","to",71
"does","not","sound","like",13
"does","not","sound","right",5
"does","not","surprise","me",6
"does","not","take","a",11
"does","not","take","much",6
"does","not","think","he",4
"does","not","turn","into",3
"does","not","understand","what",5
"does","not","want","a",7
"does","not","want","to",103
"does","not","want","you",4
"does","not","work","for",13
"does","not","work","it",5
"does","not","work","out",14
"does","not","work","so",5
"does","not","work","that",7
"does","not","work","well",5
"does","seem","a","bit",3
"does","seem","to","be",7
"does","that","mean","the",8
"does","that","mean","we",6
"does","that","say","about",5
"does","this","mean","i",8
"does","this","mean","that",7
"dog","days","of","summer",5
"doing","a","good","job",19
"doing","a","great","job",24
"doing","a","lot","of",27
"doing","everything","i","can",4
"doing","everything","we","can",6
"doing","it","for","the",4
"doing","most","of","the",6
"doing","my","best","to",8
"doing","nothing","at","all",3
"doing","the","best","i",6
"doing","the","right","thing",15
"doing","the","right","things",5
"doing","the","same","for",3
"doing","the","same","thing",23
"doing","the","things","we",3
"doing","this","for","years",3
"doing","what","he","does",3
"doing","what","i","can",6
"doing","what","i","love",7
"doing","what","i","want",3
"doing","what","is","right",8
"doing","what","they","do",4
"doing","what","we","are",4
"doing","with","my","life",5
"donating","a","portion","of",3
"done","a","better","job",7
"done","a","great","job",10
"done","a","lot","of",20
"done","and","it","is",5
"done","but","it","is",4
"done","i","will","be",3
"done","it","in","the",4
"done","the","same","thing",5
"doomed","to","repeat","it",3
"doors","open","at","pm",20
"doubt","in","my","mind",11
"doubt","it","is","a",3
"doubt","it","will","be",4
"doubt","that","there","is",3
"down","a","little","bit",10
"down","and","i","am",8
"down","as","one","of",8
"down","by","the","river",4
"down","for","a","few",4
"down","for","the","count",6
"down","in","front","of",5
"down","in","the","dumps",4
"down","on","the","floor",8
"down","on","the","side",3
"down","the","days","until",7
"down","the","hall","i",3
"down","the","middle","of",4
"down","the","road","and",8
"down","the","road","from",3
"down","the","road","to",9
"down","the","street","and",11
"down","the","street","from",25
"down","to","the","bone",3
"down","to","the","ground",5
"down","to","the","wire",10
"down","to","their","level",3
"dr","martin","luther","king",15
"dream","true","for","me",3
"dressed","up","in","a",5
"drink","plenty","of","water",6
"drinking","lots","of","water",3
"driving","under","the","influence",19
"drop","by","for","a",3
"drop","in","the","bucket",6
"drop","it","in","the",6
"drop","out","of","school",4
"drop","the","kids","off",5
"dropped","out","of","college",4
"due","to","a","lack",6
"due","to","be","released",5
"due","to","lack","of",9
"due","to","the","fact",28
"due","to","the","lack",3
"due","to","the","weather",3
"during","his","time","in",5
"during","that","time","you",3
"during","the","cold","war",7
"during","the","course","of",23
"during","the","day","and",14
"during","the","day","but",5
"during","the","holiday","season",8
"during","the","month","of",13
"during","the","night","and",4
"during","the","school","year",10
"during","the","summer","months",5
"during","the","week","and",12
"during","this","time","of",3
"each","and","every","day",15
"each","and","every","one",34
"each","of","the","four",8
"each","of","the","three",7
"each","of","us","is",5
"each","other","all","the",5
"each","other","and","the",9
"each","other","for","the",8
"each","other","in","a",6
"each","other","in","the",15
"each","other","it","is",10
"each","other","over","the",3
"each","side","of","the",10
"each","step","of","the",6
"earlier","in","the","day",35
"earlier","in","the","week",25
"earlier","in","the","year",9
"earlier","this","week","there",3
"earlier","this","week","to",7
"earlier","when","i","was",3
"early","in","the","morning",37
"early","in","the","season",17
"early","in","the","year",6
"early","part","of","the",5
"easier","for","me","to",10
"easier","it","will","be",3
"easier","said","than","done",15
"easier","than","i","thought",4
"east","side","of","the",13
"easy","for","me","to",7
"easy","for","people","to",3
"easy","for","them","to",6
"easy","for","you","to",3
"easy","it","is","to",14
"easy","it","was","to",4
"easy","it","would","be",5
"easy","to","get","into",5
"easy","to","make","and",9
"easy","to","use","and",7
"easy","to","work","with",7
"eat","a","lot","of",5
"effort","to","reach","out",3
"eggs","in","one","basket",4
"eight","hours","a","day",3
"either","going","to","be",7
"either","side","of","the",17
"either","way","it","is",11
"elementary","school","in","the",5
"elephant","in","the","room",4
"else","can","i","do",3
"else","for","that","matter",3
"else","i","will","be",4
"else","in","the","world",20
"email","the","other","day",3
"en","route","to","the",11
"end","i","do","not",3
"end","it","is","the",3
"end","of","a","long",9
"end","of","an","era",8
"end","of","it","i",3
"end","of","last","year",18
"end","of","next","month",4
"end","of","next","week",6
"end","of","the","age",3
"end","of","the","bargain",3
"end","of","the","day",127
"end","of","the","episode",6
"end","of","the","first",24
"end","of","the","game",14
"end","of","the","line",8
"end","of","the","meal",3
"end","of","the","month",60
"end","of","the","movie",8
"end","of","the","night",13
"end","of","the","rainbow",4
"end","of","the","road",7
"end","of","the","school",6
"end","of","the","season",33
"end","of","the","second",4
"end","of","the","semester",11
"end","of","the","show",10
"end","of","the","story",7
"end","of","the","summer",15
"end","of","the","tunnel",21
"end","of","the","week",49
"end","of","the","weekend",7
"end","of","the","world",44
"end","of","the","year",104
"end","of","this","month",18
"end","of","this","week",14
"end","of","this","year",28
"end","up","at","the",3
"end","up","being","the",9
"end","up","in","a",8
"end","up","in","the",9
"end","up","on","the",9
"end","up","with","a",15
"end","up","with","the",4
"ended","up","at","the",6
"ended","up","being","a",11
"ended","up","being","the",4
"ended","up","going","to",4
"ended","up","in","a",6
"ended","up","with","the",4
"ends","up","in","a",3
"enemy","of","the","good",3
"enjoy","the","rest","of",22
"enjoy","what","you","are",4
"enjoys","spending","time","with",5
"enough","for","me","to",17
"enough","for","them","to",5
"enough","for","us","to",8
"enough","money","to","buy",7
"enough","money","to","make",4
"enough","time","in","the",5
"enough","time","to","do",3
"enough","to","be","a",6
"enough","to","be","able",7
"enough","to","be","the",3
"enough","to","deal","with",4
"enough","to","fit","into",3
"enough","to","get","a",10
"enough","to","go","around",3
"enough","to","go","on",4
"enough","to","go","to",7
"enough","to","keep","the",6
"enough","to","know","that",11
"enough","to","make","a",8
"enough","to","make","it",6
"enough","to","make","me",6
"enough","to","make","the",7
"enough","to","say","that",3
"enough","to","see","the",5
"enough","to","take","care",4
"entered","to","win","a",12
"episode","of","family","guy",5
"especially","if","they","are",6
"especially","if","you","are",21
"especially","if","you","have",5
"especially","if","you","love",3
"especially","now","that","i",4
"especially","since","it","was",4
"especially","when","it","comes",8
"especially","when","it","is",6
"especially","when","they","are",13
"especially","when","you","are",9
"especially","when","you","have",3
"even","a","small","amount",3
"even","begin","to","describe",5
"even","close","to","being",6
"even","for","a","few",3
"even","if","he","does",4
"even","if","i","am",14
"even","if","i","did",9
"even","if","i","do",12
"even","if","i","had",4
"even","if","it","does",11
"even","if","it","is",81
"even","if","it","means",12
"even","if","it","meant",5
"even","if","it","was",12
"even","if","they","are",13
"even","if","they","did",6
"even","if","they","do",14
"even","if","they","were",6
"even","if","we","are",7
"even","if","we","have",6
"even","if","you","are",27
"even","if","you","cant",4
"even","if","you","do",23
"even","if","you","have",10
"even","know","how","to",8
"even","know","there","was",5
"even","know","why","i",6
"even","make","it","to",3
"even","managed","to","get",3
"even","more","of","a",5
"even","more","than","usual",4
"even","some","of","the",7
"even","tell","you","how",6
"even","think","about","it",5
"even","though","he","did",5
