"w1","w2","rank"
"rubbing","alcohol",4
"rubbing","hands",4
"rubiks","cube",4
"ruby","red",7
"rude","awakening",10
"rudy","giuliani",9
"rugby","players",3
"rugby","team",7
"rugby","world",4
"ruin","day",6
"ruined","life",4
"ruins","good",4
"rule","applies",4
"rule","book",5
"rule","change",7
"rule","changes",8
"rule","just",4
"rule","law",27
"rule","one",5
"rule","states",3
"rule","thumb",16
"rule","world",7
"rules","allow",12
"rules","allowing",3
"rules","also",6
"rules","apply",10
"rules","comes",3
"rules","engagement",9
"rules","game",6
"rules","governing",7
"rules","just",7
"rules","know",5
"rules","may",7
"rules","one",6
"rules","regulations",22
"rules","start",3
"rules","state",3
"rules","will",22
"rules","work",4
"rules","written",3
"rummage","sale",8
"rumor","mill",6
"rumors","circulating",4
"run","across",16
"run","aisles",3
"run","amok",9
"run","another",6
"run","around",44
"run","away",88
"run","back",11
"run","bad",5
"run","bottom",7
"run","boys",3
"run","came",5
"run","campaign",6
"run","can",6
"run","career",5
"run","city",10
"run","close",5
"run","cold",5
"run","course",9
"run","day",11
"run","deep",6
"run","different",5
"run","double",6
"run","efficiently",5
"run","end",8
"run","entire",3
"run","errands",11
"run","even",4
"run","excellent",3
"run","family",4
"run","far",9
"run","fast",15
"run","faster",9
"run","find",3
"run","first",24
"run","full",7
"run","game",20
"run","games",6
"run","get",16
"run","giving",4
"run","go",7
"run","god",3
"run","got",4
"run","hard",3
"run","high",7
"run","hills",3
"run","hit",6
"run","hope",5
"run","hour",3
"run","house",4
"run","jump",6
"run","just",23
"run","k",8
"run","last",16
"run","left",7
"run","like",19
"run","little",5
"run","long",7
"run","low",4
"run","made",5
"run","make",7
"run","many",6
"run","marathon",10
"run","may",8
"run","mile",9
"run","miles",22
"run","mill",4
"run","money",18
"run","never",6
"run","new",9
"run","next",15
"run","now",14
"run","old",5
"run","one",16
"run","outside",6
"run","part",3
"run","past",9
"run","people",6
"run","place",3
"run","play",9
"run","pm",18
"run","point",7
"run","power",5
"run","president",24
"run","print",4
"run","programs",4
"run","race",13
"run","really",3
"run","red",6
"run","right",12
"run","risk",14
"run","running",3
"run","second",14
"run","see",6
"run","show",7
"run","small",5
"run","someone",7
"run","soon",7
"run","state",4
"run","store",5
"run","story",3
"run","sunday",8
"run","take",3
"run","th",9
"run","thanks",9
"run","thing",3
"run","things",9
"run","think",6
"run","three",10
"run","time",30
"run","today",27
"run","together",6
"run","took",4
"run","total",3
"run","two",20
"run","walk",21
"run","way",7
"run","weekend",5
"run","well",5
"run","will",22
"run","without",5
"runners","base",12
"runners","ever",3
"running","ahead",6
"running","along",7
"running","around",91
"running","away",34
"running","awesome",4
"running","back",173
"running","backs",44
"running","behind",7
"running","better",4
"running","biking",5
"running","business",10
"running","country",3
"running","degree",3
"running","errands",18
"running","face",6
"running","fast",5
"running","first",10
"running","food",3
"running","friends",5
"running","full",4
"running","game",34
"running","get",4
"running","got",4
"running","great",6
"running","head",10
"running","high",6
"running","late",27
"running","like",18
"running","long",7
"running","marathon",10
"running","mate",22
"running","mayor",6
"running","miles",10
"running","money",5
"running","new",8
"running","north",4
"running","office",14
"running","pace",3
"running","party",4
"running","past",8
"running","pretty",3
"running","right",6
"running","shoe",3
"running","shoes",39
"running","show",8
"running","since",6
"running","smoothly",7
"running","soon",5
"running","state",4
"running","store",6
"running","streets",6
"running","though",4
"running","three",5
"running","time",38
"running","together",3
"running","top",4
"running","toward",6
"running","track",4
"running","two",11
"running","us",4
"running","walking",7
"running","want",5
"running","well",5
"running","will",7
"running","win",5
"running","within",3
"running","year",5
"runny","nose",7
"runs","around",8
"runs","away",17
"runs","back",6
"runs","came",3
"runs","deep",6
"runs","every",3
"runs","family",6
"runs","four",18
"runs","hits",14
"runs","last",9
"runs","lot",3
"runs","may",10
"runs","miles",3
"runs","now",3
"runs","one",17
"runs","parallel",4
"runs","pm",9
"runs","scored",26
"runs","six",21
"runs","well",4
"runway","show",7
"rupert","murdoch",21
"rural","america",4
"rural","areas",25
"rush","get",7
"rush","hour",38
"rush","let",3
"rush","limbaugh",28
"rush","may",3
"rushed","home",7
"rushed","hospital",13
"rushing","back",5
"russia","china",8
"russian","river",15
"ryan","gosling",21
"ryan","seacrest",11
"ryan","suter",7
"ryan","tannehill",24
"ryan","took",3
"rye","ipa",4
"s","also",8
"s","american",6
"s","back",10
"s","based",4
"s","blue",4
"s","bought",3
"s","called",5
"s","can",11
"s","classic",5
"s","dr",3
"s","due",4
"s","early",35
"s","even",8
"s","feel",3
"s","first",15
"s","gave",4
"s","go",6
"s","good",11
"s","grant",6
"s","great",9
"s","green",4
"s","high",8
"s","hope",6
"s","house",9
"s","just",17
"s","kids",4
"s","kind",5
"s","like",5
"s","looking",3
"s","lot",4
"s","low",3
"s","lower",3
"s","main",13
"s","make",9
"s","making",7
"s","many",10
"s","movie",6
"s","much",5
"s","never",11
"s","new",67
"s","night",9
"s","now",14
"s","older",5
"s","one",12
"s","people",5
"s","pop",8
"s","right",10
"s","rock",5
"s","s",200
"s","set",7
"s","shows",4
"s","sound",3
"s","style",8
"s","sunny",3
"s","though",7
"s","thought",7
"s","three",6
"s","time",7
"s","today",12
"s","tv",6
"s","two",10
"s","us",6
"s","way",5
"s","will",19
"s","work",7
"s","works",4
"s","years",5
"sacha","baron",7
"sacramento","area",10
"sacred","heart",19
"sacrifice","make",3
"sad","angry",8
"sad","can",4
"sad","cant",9
"sad","day",55
"sad","fact",7
"sad","girls",3
"sad","going",5
"sad","hear",28
"sad","just",6
"sad","last",6
"sad","little",11
"sad","lonely",6
"sad","man",5
"sad","news",22
"sad","part",15
"sad","parts",3
"sad","people",14
"sad","said",5
"sad","say",19
"sad","see",46
"sad","seeing",4
"sad","songs",5
"sad","state",9
"sad","story",20
"sad","thing",14
"sad","think",11
"sad","truth",8
"saddam","hussein",10
"saddened","hear",3
"sadly","like",3
"sadly","much",3
"sadly","will",6
"sadness","just",3
"safe","assume",8
"safe","bet",8
"safe","driving",6
"safe","enough",6
"safe","environment",9
"safe","free",4
"safe","harbor",9
"safe","haven",9
"safe","healthy",3
"safe","home",5
"safe","house",11
"safe","just",7
"safe","know",5
"safe","last",3
"safe","now",5
"safe","place",26
"safe","say",33
"safe","secure",12
"safe","sorry",7
"safe","sound",21
"safe","stay",3
"safe","still",3
"safe","us",5
"safe","way",5
"safe","will",6
"safe","zone",4
"safer","place",5
"safety","around",3
"safety","children",7
"safety","concerns",16
"safety","equipment",7
"safety","first",9
"safety","goggles",3
"safety","health",17
"safety","net",32
"safety","nets",4
"safety","rules",4
"safety","security",11
"safety","will",11
"sage","advice",5
"sage","butter",3
"sage","thyme",4
"said","accident",6
"said","actually",15
"said","agree",8
"said","agreed",14
"said","aint",16
"said","almost",16
"said","already",23
"said","also",119
"said","always",62
"said","another",31
"said","anyone",8
"said","anything",31
"said","april",10
"said","ask",12
"said","asked",44
"said","attend",6
"said","awesome",3
"said","baby",9
"said","back",15
"said","bad",12
"said","behold",6
"said","best",48
"said","better",33
"said","big",36
"said","black",10
"said","book",9
"said","books",3
"said","boy",13
"said","boyfriend",3
"said","break",4
"said","bring",12
"said","brought",14
"said","call",17
"said","can",122
"said","cant",69
"said","change",15
"said","chicago",4
"said","city",87
"said","class",3
"said","close",9
"said","company",120
"said","crazy",6
"said","dad",10
"said","daughter",20
"said","day",20
"said","days",19
"said","district",32
"said","dog",10
"said","done",77
"said","dream",3
"said","due",10
"said","earlier",39
"said","easy",17
"said","email",59
"said","english",4
"said","enough",25
"said","even",68
"said","event",14
"said","ever",9
"said","every",38
"said","everything",26
"said","expect",32
"said","face",6
"said","family",47
"said","fault",6
"said","favorite",8
"said","fed",7
"said","feel",50
"said","film",6
"said","find",7
"said","fine",15
"said","first",83
"said","following",16
"said","free",7
"said","friends",9
"said","full",5
"said","future",8
"said","game",25
"said","generally",5
"said","get",68
"said","giants",7
"said","girl",9
"said","girls",8
"said","give",22
"said","given",13
"said","go",41
"said","going",152
"said","gone",6
"said","good",73
"said","goodbye",19
"said","google",4
"said","got",96
"said","great",67
"said","guess",14
"said","guy",13
"said","half",10
"said","happened",11
"said","happy",40
"said","hard",32
"said","hate",11
"said","head",7
"said","heard",47
"said","hearing",9
"said","heart",6
"said","hed",57
"said","hell",29
"said","hello",17
"said","help",11
"said","hey",24
"said","hi",32
"said","hit",9
"said","honor",7
"said","hope",23
"said","hour",6
"said","husband",21
"said","idea",24
"said","instead",17
"said","job",17
"said","john",67
"said","just",279
"said","justin",11
"said","keep",11
"said","kind",40
"said","know",168
"said","known",7
"said","last",135
"said","latest",9
"said","least",20
"said","left",18
"said","let",21
"said","lets",11
"said","life",10
"said","like",109
"said","liked",18
"said","listen",5
"said","little",51
"said","live",10
"said","long",27
"said","longer",6
"said","look",43
"said","looked",28
"said","looking",51
"said","looks",10
"said","lost",25
"said","lot",76
"said","lots",9
"said","loud",9
"said","love",47
"said","loved",15
"said","made",70
"said","make",46
"said","man",43
"said","many",98
"said","mark",35
"said","married",4
"said","matt",14
"said","may",56
"said","maybe",15
"said","mean",23
"said","michael",35
"said","might",36
"said","million",13
"said","mind",6
"said","miss",8
"said","missed",14
"said","mom",11
"said","months",5
"said","morning",12
"said","ms",12
"said","much",46
"said","must",25
"said","name",16
"said","need",65
"said","needed",24
"said","never",124
"said","new",94
"said","next",21
"said","nice",21
"said","north",10
"said","nothing",66
"said","noticed",11
"said","now",78
"said","obama",27
"said","often",17
"said","oh",32
"said","ok",22
"said","old",7
"said","one",229
"said","open",14
"said","otherwise",5
"said","pain",4
"said","part",34
"said","pass",5
"said","past",11
"said","patient",3
"said","people",133
"said","perfect",8
"said","person",18
"said","personal",6
"said","phone",44
"said","pictures",4
"said","place",12
"said","plans",48
"said","please",8
"said","prayer",9
"said","president",24
"said","pretty",34
"said","principal",8
"said","problem",23
"said","pushed",3
"said","put",27
"said","ran",11
"said","read",13
"said","reading",10
"said","ready",29
"said","real",33
"said","really",109
"said","reason",15
"said","received",44
"said","repeatedly",19
"said","result",9
"said","right",45
"said","road",5
"said","romney",17
"said","sad",8
"said","said",103
"said","santa",6
"said","saturday",34
"said","saw",54
"said","say",19
"said","second",19
"said","see",51
"said","seen",27
"said","service",12
"said","significant",8
"said","since",23
"said","situation",8
"said","six",12
"said","small",16
"said","smart",7
"said","sold",11
"said","someone",23
"said","something",105
"said","sometimes",22
"said","son",26
"said","sorry",21
"said","special",12
"said","speech",23
"said","staff",13
"said","standing",11
"said","stay",5
"said","still",109
"said","stop",7
"said","stupid",4
"said","sure",31
"said","surprise",5
"said","surprised",39
"said","take",33
"said","taking",18
"said","talk",10
"said","talking",14
"said","tell",19
"said","th",3
"said","thank",16
"said","thanks",14
"said","thing",41
"said","things",36
"said","think",202
"said","thinking",12
"said","though",19
"said","thought",85
"said","time",92
"said","times",11
"said","today",112
"said","told",82
"said","tomorrow",4
"said","tour",6
"said","true",10
"said","try",21
"said","trying",49
"said","tuesday",176
"said","two",81
"said","um",6
"said","uncle",4
"said","upset",9
"said","us",56
"said","use",19
"said","usually",12
"said","violence",4
"said","w",4
"said","wait",9
"said","want",163
"said","wanted",84
"said","watch",5
"said","watched",13
"said","watching",4
"said","way",42
"said","wear",4
"said","wednesday",123
"said","week",29
"said","welcome",8
"said","well",34
"said","went",41
"said","whatever",18
"said","whether",17
"said","wife",24
"said","will",386
"said","women",10
"said","word",8
"said","words",8
"said","work",36
"said","worked",24
"said","worried",18
"said","worst",9
"said","wow",11
"said","wrong",14
"said","yeah",22
"said","year",20
"said","years",24
"said","yes",64
"said","yesterday",22
"said","yet",17
"said","youd",6
"saint","francis",4
"saint","laurent",5
"saint","louis",33
"saint","paul",4
"saints","will",3
"salad","bar",14
"salad","bowl",4
"salad","chicken",5
"salad","days",4
"salad","dressing",17
"salad","dressings",6
"salad","garlic",5
"salad","go",3
"salad","good",9
"salad","made",8
"salad","sandwich",4
"salad","steamed",3
"salads","made",3
"salads","sandwiches",8
"salaries","paid",3
"salary","benefits",6
"salary","will",7
"sale","april",5
"sale","can",6
"sale","ebay",3
"sale","every",4
"sale","friday",14
"sale","get",6
"sale","including",4
"sale","items",8
"sale","just",10
"sale","last",6
"sale","let",3
"sale","march",4
"sale","next",4
"sale","now",22
"sale","one",4
"sale","prices",6
"sale","products",3
"sale","saturday",11
"sale","still",5
"sale","tuesday",5
"sale","use",5
"sale","website",4
"sale","week",8
"sale","weekend",5
"sale","will",23
"sales","associates",6
"sales","distribution",5
"sales","final",4
"sales","manager",15
"sales","many",6
"sales","marketing",29
"sales","meeting",7
"sales","move",3
"sales","much",3
"sales","numbers",6
"sales","pitch",9
"sales","profits",5
"sales","reps",7
"sales","revenue",6
"sales","tax",109
"sales","team",6
"sales","us",9
"sales","will",19
"salma","hayek",10
"salon","spa",9
"salsa","de",4
"salsa","verde",8
"salt","earth",5
"salt","freshly",7
"salt","lake",87
"salt","pepper",182
"salt","salt",4
"salt","sugar",9
"salt","water",20
"salted","caramel",7
"salvador","dali",4
"salvation","army",24
"sam","adams",38
"sam","mendes",3
"samesex","marriage",86
"samesex","marriages",16
"sample","chapters",4
"sample","size",12
"sams","club",18
"samsung","apple",3
"samuel","adams",11
"samuel","beckett",4
"samuel","johnson",6
"samuel","l",20
"san","antonio",200
"san","bernardino",12
"san","diego",729
"san","fernando",15
"san","francisco",836
"san","jacinto",11
"san","jose",234
"san","juan",35
"san","lucas",8
"san","marcos",16
"san","marzano",5
"san","mateo",55
"san","tan",5
"sanctity","life",3
"sand","castles",4
"sand","dunes",8
"sandra","bullock",5
"sands","time",3
"sandwich","shop",7
"sandwiches","good",3
"sandwiches","night",3
"sandwiches","salads",6
"sandy","beach",4
"sanford","fla",16
"sang","song",8
"santa","ana",62
"santa","barbara",35
"santa","clara",73
"santa","claus",46
"santa","cruz",69
"santa","fe",54
"santa","maria",12
"santa","monica",76
"santa","rosa",16
"santa","will",8
"santorum","romney",4
"santorum","ron",3
"santorum","will",7
"sao","paulo",12
"sapphire","blue",3
"sara","just",3
"sarah","palin",58
"sarah","palins",3
"sat","alone",4
"sat","around",15
"sat","back",16
"sat","behind",7
"sat","car",4
"sat","front",17
"sat","inside",3
"sat","last",6
"sat","late",3
"sat","next",18
"sat","night",25
"sat","one",6
"sat","outside",9
"sat","pm",25
"sat","right",6
"sat","scores",5
"sat","table",10
"sat","two",5
"sat","waiting",4
"sat","week",6
"satellite","tv",11
"satisfaction","comes",3
"satisfaction","knowing",3
"satisfy","sweet",4
"satisfying","customers",3
"saturated","fats",9
"saturday","afternoon",57
"saturday","afternoons",5
"saturday","another",8
"saturday","april",54
"saturday","back",7
"saturday","big",6
"saturday","can",11
"saturday","day",6
"saturday","dec",12
"saturday","downtown",5
"saturday","evening",26
"saturday","every",5
"saturday","february",8
"saturday","first",9
"saturday","game",3
"saturday","get",7
"saturday","getting",3
"saturday","going",14
"saturday","got",7
"saturday","help",4
"saturday","hope",7
"saturday","january",6
"saturday","july",8
"saturday","june",14
"saturday","just",10
"saturday","last",7
"saturday","like",5
"saturday","long",6
"saturday","lost",3
"saturday","made",8
"saturday","march",25
"saturday","may",55
"saturday","midnight",6
"saturday","morning",136
"saturday","mornings",7
"saturday","night",320
"saturday","nights",27
"saturday","oct",11
"saturday","pm",98
"saturday","saw",3
"saturday","see",6
"saturday","september",5
"saturday","spent",7
"saturday","st",12
"saturday","started",4
"saturday","still",6
"saturday","sunday",72
"saturday","th",20
"saturday","time",8
"saturday","today",3
"saturday","two",7
"saturday","weekend",5
"saturday","went",7
"saturday","will",39
"saturday","without",4
"saturdays","paper",3
"saturdays","pm",21
"saturdays","show",3
"saturdays","sundays",9
"sauce","chocolate",3
"sauce","recipe",4
"sauce","served",7
"sauce","side",6
"sauce","soy",4
"sauce","sweet",6
"saudi","arabia",56
"sausage","links",7
"save","another",7
"save","big",3
"save","can",4
"save","company",4
"save","date",47
"save","day",14
"save","drowning",3
"save","earth",3
"save","energy",11
"save","even",6
"save","everything",3
"save","last",5
"save","life",44
"save","little",5
"save","lives",20
"save","lot",8
"save","many",6
"save","money",142
"save","much",6
"save","one",16
"save","people",8
"save","planet",7
"save","taxpayers",8
"save","thousands",4
"save","time",32
"save","trouble",4
"save","us",23
"save","valuable",3
"save","water",5
"save","will",5
"save","world",19
"saved","day",7
"saved","least",4
"saved","life",24
"saved","us",10
"saves","money",13
"saving","grace",12
"saving","lives",13
"saving","money",26
"saving","one",6
"saving","time",8
"savings","account",12
"savings","accounts",9
"savings","bank",11
"savings","will",7
"saw","amazing",5
"saw","american",4
"saw","another",11
"saw","apple",3
"saw","back",4
"saw","band",4
"saw","best",7
"saw","big",7
"saw","black",8
"saw","body",3
"saw","boy",7
"saw","car",11
"saw","coming",13
"saw","couple",6
"saw","dad",9
"saw","day",8
"saw","decided",3
"saw","face",6
"saw","family",4
"saw","first",36
"saw","four",6
"saw","friend",5
"saw","get",4
"saw","girl",21
"saw","good",9
"saw","got",5
"saw","great",23
"saw","guy",29
"saw","guys",5
"saw","heard",3
"saw","hunger",6
"saw","just",10
"saw","kid",6
"saw","large",6
"saw","last",29
"saw","light",8
"saw","little",11
"saw","looked",4
"saw","lot",12
"saw","man",22
"saw","many",16
"saw","movie",15
"saw","much",4
"saw","name",7
"saw","need",4
"saw","new",26
"saw","news",9
"saw","next",3
"saw","one",44
"saw","paul",6
"saw","people",9
"saw","person",7
"saw","photo",5
"saw","photos",7
"saw","picture",12
"saw","play",9
"saw","playing",5
"saw","red",4
"saw","return",3
"saw","right",3
"saw","said",8
"saw","saw",4
"saw","several",8
"saw","show",9
"saw","sign",10
"saw","someone",20
"saw","something",20
"saw","state",6
"saw","thought",10
"saw","three",9
"saw","today",18
"saw","truck",6
"saw","tv",7
"saw","two",27
"saw","us",6
"saw","video",24
"saw","walking",4
"saw","wanted",5
"saw","way",9
"saw","whole",7
"saw","win",3
"saw","woman",15
"saw","work",4
"saw","world",4
"say","actually",9
"say","almost",8
"say","already",6
"say","also",13
"say","always",9
"say","anyone",6
"say","anything",108
"say","apple",4
"say","article",3
"say","bad",12
"say","beautiful",8
"say","believe",8
"say","best",27
"say","better",14
"say","big",28
"say","bill",8
"say","black",8
"say","boys",4
"say","bravo",3
"say","brought",5
"say","can",49
"say","cant",40
"say","car",5
"say","care",9
"say","change",6
"say","changed",3
"say","comes",4
"say","couple",3
"say","day",7
"say","days",4
"say","done",14
"say","eat",5
"say","end",14
"say","enjoy",4
"say","enough",29
"say","even",19
"say","ever",7
"say","every",22
"say","everything",12
"say","exactly",14
"say","except",6
"say","expect",8
"say","face",6
"say","far",5
"say","fast",4
"say","feel",28
"say","find",11
"say","first",18
"say","following",8
"say","football",3
"say","free",8
"say","friend",6
"say","full",4
"say","game",4
"say","get",34
"say","getting",5
"say","give",12
"say","glad",5
"say","go",32
"say","god",8
"say","goes",5
"say","going",52
"say","good",70
"say","goodbye",79
"say","goodnight",10
"say","got",23
"say","great",23
"say","guy",7
"say","hands",3
"say","happy",35
"say","hard",5
"say","hate",17
"say","head",6
"say","hear",6
"say","heard",4
"say","hell",9
"say","hello",116
"say","help",7
"say","helped",6
"say","hey",33
"say","hi",240
"say","high",6
"say","hit",5
"say","hope",12
"say","hopefully",5
"say","house",5
"say","hurt",3
"say","important",7
"say","incredible",4
"say","instead",9
"say","just",71
"say","keep",8
"say","kids",5
"say","kind",7
"say","knew",9
"say","know",47
"say","last",11
"say","least",74
"say","leave",6
"say","left",3
"say","less",3
"say","let",13
"say","life",10
"say","like",47
"say","liked",3
"say","likely",6
"say","little",25
"say","long",10
"say","look",34
"say","looking",7
"say","lost",6
"say","lot",19
"say","love",101
"say","lucky",5
"say","made",17
"say","main",5
"say","make",23
"say","makes",7
"say","male",4
"say","man",19
"say","many",36
"say","marriage",5
"say","matter",13
"say","may",11
"say","maybe",8
"say","mean",25
"say","might",5
"say","million",3
"say","moment",4
"say","month",5
"say","morning",3
"say","movie",5
"say","much",59
"say","must",10
"say","name",21
"say","nasty",3
"say","need",22
"say","needs",4
"say","never",100
"say","new",22
"say","next",16
"say","nothing",37
"say","now",29
"say","often",9
"say","oh",39
"say","ok",16
"say","okay",8
"say","one",91
"say","oops",3
"say","others",4
"say","part",7
"say","people",44
"say","person",5
"say","personal",5
"say","pick",3
"say","please",10
"say","point",8
"say","police",5
"say","prayer",20
"say","prayers",9
"say","pretty",20
"say","probably",13
"say","problem",9
"say","public",6
"say","put",13
"say","rather",4
"say","reading",6
"say","ready",6
"say","really",39
"say","right",42
"say","said",16
"say","saturday",3
"say","saw",7
"say","say",29
"say","school",5
"say","see",15
"say","seeing",4
"say","seems",4
"say","sent",4
"say","simply",7
"say","since",6
"say","single",4
"say","sister",5
"say","sitting",3
"say","small",6
"say","smart",5
"say","society",3
"say","someone",23
"say","something",124
"say","sometimes",4
"say","son",4
"say","sorry",31
"say","sound",4
"say","south",6
"say","speed",3
"say","spiritual",3
"say","start",6
"say","started",4
"say","stay",8
"say","stayed",4
"say","still",26
"say","stop",10
"say","straight",5
"say","strong",4
"say","students",6
"say","super",6
"say","sure",14
"say","sweet",3
"say","take",12
"say","taking",6
"say","talk",5
"say","telling",4
"say","thank",74
"say","thanks",36
"say","theyve",8
"say","thing",24
"say","things",50
"say","think",40
"say","thinking",4
"say","though",19
"say","thought",12
"say","three",12
"say","time",24
"say","today",9
"say","took",7
"say","total",5
"say","tried",8
"say","true",14
"say","trust",6
"say","try",7
"say","tv",3
"say","two",15
"say","understand",4
"say","us",13
"say","used",6
"say","want",91
"say","wanted",10
"say","watch",7
"say","way",14
"say","web",3
"say","welcome",4
"say","well",19
"say","went",11
"say","whatever",10
"say","whether",40
"say","white",6
"say","whoever",3
"say","whole",7
"say","will",153
"say","win",7
"say","wine",3
"say","wish",7
"say","without",9
"say","won",4
"say","word",33
"say","words",15
"say","work",8
"say","working",13
"say","world",7
"say","worst",4
"say","wow",23
"say","wrong",12
"say","yeah",8
"say","years",8
"say","yes",105
"say","yet",6
"say","youve",7
"saying","actually",4
"saying","already",3
"saying","anything",17
"saying","believe",8
"saying","best",7
"saying","can",21
"saying","cant",8
"saying","different",4
"saying","done",3
"saying","even",10
"saying","every",3
"saying","friend",3
"saying","get",8
"saying","goes",11
"saying","going",18
"saying","good",18
"saying","goodbye",26
"saying","got",15
"saying","hell",6
"saying","hello",6
"saying","hey",9
"saying","hi",12
"saying","just",17
"saying","keep",6
"saying","know",16
"saying","like",14
"saying","little",5
"saying","long",3
"saying","look",9
"saying","lot",14
"saying","love",13
"saying","make",5
"saying","matter",5
"saying","men",4
"saying","much",18
"saying","need",11
"saying","never",11
"saying","new",6
"saying","nothing",9
"saying","now",7
"saying","oh",7
"saying","one",12
"saying","people",8
"saying","prayers",4
"saying","really",13
"saying","right",7
"saying","since",4
"saying","social",3
"saying","something",37
"saying","sorry",9
"saying","thank",12
"saying","thanks",6
"saying","thing",12
"saying","things",13
"saying","think",9
"saying","time",4
"saying","told",10
"saying","two",4
"saying","want",22
"saying","way",5
"saying","well",8
"saying","whatever",4
"saying","will",36
"saying","woman",3
"saying","word",12
"saying","years",8
"saying","yes",18
"says","able",4
"says","always",12
"says","andy",5
"says","another",14
"says","back",5
"says","bad",8
"says","best",12
"says","better",5
"says","big",4
"says","book",5
"says","british",5
"says","brought",4
"says","can",38
"says","cant",25
"says","christmas",3
"says","currently",4
"says","different",5
"says","done",11
"says","driver",3
"says","end",5
"says","even",9
"says","every",10
"says","everyone",7
"says","everything",5
"says","family",5
"says","feels",9
"says","first",11
"says","following",7
"says","food",3
"says","get",18
"says","goal",4
"says","going",27
"says","good",19
"says","got",11
"says","guy",8
"says","happy",8
"says","hate",4
"says","hell",14
"says","hello",9
"says","hey",9
"says","home",7
"says","hotel",3
"says","house",9
"says","important",6
"says","jim",4
"says","john",7
"says","just",39
"says","keep",7
"says","kevin",4
"says","know",24
"says","knows",5
"says","left",5
"says","let",4
"says","lets",5
"says","life",5
"says","like",16
"says","little",11
"says","look",8
"says","looks",6
"says","lost",4
"says","lot",37
"says","love",21
"says","made",8
"says","making",6
"says","man",8
"says","many",16
"says","may",10
"says","maybe",3
"says","mike",10
"says","mom",11
"says","mr",14
"says","much",10
"says","must",8
"says","never",20
"says","none",7
"says","nothing",9
"says","now",21
"says","number",7
"says","oh",12
"says","ok",9
"says","one",36
"says","online",4
"says","open",5
"says","people",37
"says","police",9
"says","reason",5
"says","right",15
"says","says",9
"says","seen",6
"says","someone",3
"says","something",32
"says","st",5
"says","still",27
"says","sure",3
"says","talked",3
"says","talking",5
"says","thing",6
"says","things",14
"says","think",21
"says","time",7
"says","today",5
"says","true",4
"says","two",8
"says","us",15
"says","want",21
"says","wants",15
"says","way",4
"says","well",9
"says","whatever",6
"says","will",126
"says","worth",3
"says","yes",11
"says","young",7
"scale","back",14
"scale","one",4
"scale","will",5
"scaled","back",14
"scantily","clad",8
"scar","tissue",8
"scarce","resources",4
"scare","people",4
"scared","away",4
"scared","death",10
"scared","go",10
"scared","hell",6
"scared","know",3
"scared","speak",3
"scared","straight",6
"scared","will",8
"scarf","around",4
"scarlett","johansson",18
"scary","movie",22
"scary","movies",13
"scary","stories",6
"scary","thought",10
"scary","times",3
"scattered","throughout",10
"scavenger","hunt",27
"scene","built",3
"scene","crime",6
"scene","earlier",4
"scene","get",4
"scene","just",7
"scene","last",4
"scene","like",10
"scene","movie",9
"scene","one",7
"scene","really",3
"scene","scene",8
"scene","show",3
"scene","two",7
"scene","way",3
"scene","will",7
"scenes","like",3
"scenes","movie",3
"scenes","police",3
"scented","candles",5
"schedule","appointment",11
"schedule","can",6
"schedule","coming",3
"schedule","due",3
"schedule","first",4
"schedule","late",5
"schedule","make",7
"schedule","may",3
"schedule","next",10
"schedule","one",3
"schedule","things",3
"schedule","us",5
"schedule","yet",4
"scheduled","appear",16
"scheduled","begin",23
"scheduled","go",13
"scheduled","just",3
"scheduled","meeting",5
"scheduled","pm",21
"scheduled","programming",4
"scheduled","released",9
"scheduled","take",8
"scheduled","thursday",8
"scheduled","time",8
"scheduled","weekend",4
"scheme","involving",3
"scheme","things",13
"schindlers","list",5
"schizophrenia","bipolar",3
"scholar","whose",3
"scholarship","fund",16
"scholarship","money",5
"scholarship","opportunities",4
"scholarship","winners",3
"school","actually",4
"school","administrators",17
"school","age",11
"school","almost",6
"school","already",14
"school","always",8
"school","art",11
"school","arts",11
"school","attend",4
"school","back",16
"school","bad",5
"school","basketball",20
"school","become",8
"school","best",11
"school","big",6
"school","blind",7
"school","board",169
"school","boards",26
"school","book",4
"school","boy",6
"school","boys",7
"school","briefly",3
"school","bullying",4
"school","bus",48
"school","buses",11
"school","business",28
"school","called",7
"school","campus",6
"school","can",29
"school","cant",8
"school","career",18
"school","children",21
"school","choice",17
"school","class",19
"school","classes",9
"school","close",7
"school","closed",10
"school","coach",14
"school","college",27
"school","colors",5
"school","comes",5
"school","computers",3
"school","dance",11
"school","daughters",3
"school","day",54
"school","days",38
"school","diploma",10
"school","district",301
"school","districts",150
"school","drama",5
"school","early",13
"school","education",12
"school","either",5
"school","end",7
"school","english",6
"school","even",14
"school","ever",6
"school","every",17
"school","everything",5
"school","fall",10
"school","family",6
"school","far",5
"school","feel",9
"school","find",7
"school","finish",5
"school","first",18
"school","food",4
"school","football",27
"school","four",5
"school","friday",19
"school","friends",12
"school","full",11
"school","game",8
"school","games",6
"school","gave",6
"school","get",14
"school","getting",10
"school","girl",10
"school","girls",23
"school","give",4
"school","go",18
"school","going",18
"school","gone",4
"school","good",13
"school","got",19
"school","grades",6
"school","graduate",28
"school","graduation",25
"school","great",10
"school","groups",3
"school","hard",6
"school","head",4
"school","high",12
"school","hockey",4
"school","holidays",12
"school","home",9
"school","hope",7
"school","hours",11
"school","house",9
"school","important",5
"school","including",5
"school","instead",4
"school","journalism",9
