"w1","rank"
"disarming",9
"disarray",9
"disassembled",7
"disaster",342
"disasters",60
"disastrous",46
"disavow",4
"disband",9
"disbelief",47
"disc",117
"discard",37
"discarded",32
"discern",14
"discerning",12
"discernment",12
"discharge",46
"discharged",29
"discharging",5
"disciple",14
"disciples",45
"disciplinary",63
"discipline",198
"disciplined",48
"disciplines",36
"disciplining",10
"disclaimer",41
"disclaimers",8
"disclose",93
"disclosed",85
"disclosing",25
"disclosure",118
"disclosures",18
"disco",63
"discography",8
"discoloration",11
"discombobulated",7
"discomfort",58
"disconcerting",15
"disconnect",32
"disconnected",43
"disconnection",4
"discontent",37
"discontinue",5
"discontinued",22
"discord",17
"discordant",7
"discount",313
"discounted",85
"discounts",137
"discourage",51
"discouraged",51
"discouraging",22
"discourse",40
"discover",252
"discovered",628
"discoveries",42
"discovering",91
"discovers",51
"discovery",255
"discredit",12
"discreet",17
"discrepancy",16
"discrete",8
"discretion",45
"discretionary",18
"discriminate",19
"discriminated",9
"discriminating",14
"discrimination",138
"discriminatory",25
"discs",34
"discus",20
"discuss",636
"discussed",276
"discusses",57
"discussing",238
"discussion",655
"discussions",231
"disdain",27
"disease",602
"diseases",110
"disembodied",7
"disenchanted",8
"disenchantment",4
"disenfranchised",7
"disfigured",7
"disgrace",32
"disgraced",13
"disgraceful",9
"disgruntled",20
"disguise",42
"disguised",33
"disguises",8
"disguising",10
"disgust",35
"disgusted",51
"disgusting",128
"dish",575
"disheartened",5
"disheartening",12
"dished",11
"dishes",433
"dishing",10
"dishonest",28
"dishonesty",12
"dishonor",5
"dishonorable",4
"dishwasher",53
"disillusionment",5
"disinfect",4
"disingenuous",21
"disintegrate",10
"disinterest",7
"disinterested",14
"disk",49
"disks",28
"dislike",144
"disliked",25
"dislikes",23
"dislocated",16
"dislodged",5
"disloyal",6
"dismal",25
"dismantle",21
"dismantling",15
"dismay",23
"dismayed",25
"dismiss",73
"dismissal",32
"dismissed",164
"dismisses",6
"dismissing",20
"dismissive",12
"disney",417
"disneyland",89
"disneys",30
"disobedience",18
"disobedient",3
"disorder",181
"disorders",74
"disorganized",17
"disorientation",4
"disoriented",11
"disorienting",7
"disparage",9
"disparate",26
"disparities",21
"disparity",20
"dispassionate",3
"dispatch",60
"dispatcher",32
"dispatches",9
"dispel",13
"dispensary",17
"dispensation",6
"dispense",22
"dispensers",7
"dispensing",14
"dispersal",7
"disperse",13
"dispersed",16
"dispersing",4
"displaced",34
"displacement",8
"displacing",7
"display",458
"displayed",128
"displaying",47
"displays",116
"displeased",9
"displeasure",14
"disposable",55
"disposal",67
"dispose",21
"disposition",26
"disproportionate",20
"disproportionately",19
"disprove",8
"disproved",9
"dispute",188
"disputed",50
"disputes",51
"disqualified",17
"disqualify",9
"disregard",53
"disregarding",5
"disregards",3
"disrepair",9
"disreputable",4
"disrespect",52
"disrespected",19
"disrespectful",29
"disrupt",46
"disrupted",22
"disrupting",17
"disruption",42
"disruptions",28
"disruptive",36
"disrupts",11
"dissapointed",13
"dissatisfaction",16
"dissatisfied",19
"dissect",15
"dissected",7
"dissecting",9
"dissects",4
"dissed",8
"disseminate",9
"disseminated",11
"disseminating",4
"dissemination",4
"dissent",31
"dissertation",44
"dissertations",7
"disservice",15
"dissident",19
"dissidents",14
"dissimilar",6
"dissing",11
"dissipate",9
"dissipated",9
"dissociation",3
"dissolution",8
"dissolve",40
"dissolved",36
"dissolves",17
"dissolving",15
"dissonance",7
"dissuade",12
"distance",463
"distances",35
"distant",145
"distaste",6
"distasteful",8
"distill",8
"distillation",6
"distilled",21
"distilleries",9
"distillers",13
"distillery",28
"distilling",14
"distinct",121
"distinction",81
"distinctions",8
"distinctive",74
"distinctly",29
"distinguish",39
"distinguished",64
"distinguishes",18
"distinguishing",20
"distort",8
"distorted",24
"distorting",8
"distortion",17
"distract",48
"distracted",124
"distracting",47
"distraction",106
"distractions",64
"distracts",11
"distraught",28
"distress",162
"distressed",85
"distressing",26
"distribute",80
"distributed",113
"distributing",27
"distribution",200
"distributor",50
"distributors",56
"district",2332
"districts",619
"distrust",27
"disturb",32
"disturbance",37
"disturbances",12
"disturbed",52
"disturbing",137
"disturbingly",4
"disturbs",9
"ditch",88
"ditched",20
"ditches",13
"ditching",17
"ditto",106
"ditty",8
"div",18
"diva",72
"divas",35
"dive",121
"dived",7
"diver",20
"divergent",15
"divers",22
"diverse",175
"diversification",6
"diversify",17
"diversifying",7
"diversion",26
"diversity",193
"divert",31
"diverted",42
"diverting",12
"dives",27
"divide",174
"divided",196
"dividend",43
"dividends",43
"dividers",4
"divides",22
"dividing",34
"divine",156
"diviners",5
"diving",140
"division",692
"divisional",11
"divisions",89
"divisive",32
"divorce",224
"divorced",69
"divorces",8
"divorcing",5
"dix",10
"dixie",49
"dixieland",4
"dixon",73
"diy",100
"dizziness",17
"dizzy",38
"dizzying",18
"django",6
"djing",33
"djs",93
"dlr",4
"dmc",11
"dmitri",4
"dms",90
"dmv",55
"dna",170
"dnc",15
"dnd",5
"dnf",3
"dnr",20
"dns",32
"doable",45
"dobbs",19
"doc",242
"docent",5
"docents",9
"docile",7
"dock",86
"docket",18
"docking",13
"docks",23
"docs",88
"doctor",757
"doctorate",46
"doctored",8
"doctors",595
"doctrine",46
"document",255
"documentaries",41
"documentary",287
"documentation",89
"documented",93
"documenting",38
"documents",492
"dod",10
"dodge",125
"dodged",20
"dodger",52
"dodgers",201
"dodging",14
"dodgy",12
"dodo",9
"dodson",7
"doe",176
"doeuvres",13
"dog",1770
"dogfight",5
"doggie",37
"dogging",7
"doggone",3
"doghouse",15
"dogma",17
"dogs",904
"dogwood",16
"dogwoods",6
"doherty",17
"doi",11
"doin",240
"doityourself",21
"doj",17
"dojo",8
"dolan",54
"dolby",7
"dolce",12
"dole",20
"doled",11
"doles",6
"doling",10
"doll",210
"dollar",489
"dollars",787
"dolled",9
"dollhouse",10
"dollies",4
"dolls",107
"dolly",35
"dollywood",5
"dolores",30
"dolph",9
"dolphin",66
"dolphins",171
"dolt",4
"dom",20
"domain",126
"domaine",15
"domains",17
"dome",136
"domed",11
"domes",13
"domestic",380
"domesticated",10
"domesticity",4
"dominance",52
"dominant",117
"dominate",91
"dominated",149
"dominates",29
"dominating",55
"dominator",3
"domineering",6
"domingo",9
"dominic",36
"dominican",47
"dominion",24
"dominique",20
"domino",25
"dominoes",9
"dominos",32
"don",415
"dona",6
"donahue",8
"donald",212
"donalds",7
"donaldson",17
"donate",267
"donated",224
"donates",23
"donating",87
"donation",235
"donations",307
"done",5544
"dong",24
"donkey",37
"donkeys",8
"donna",137
"donnas",10
"donne",4
"donned",19
"donnelly",15
"donner",5
"donnie",21
"donny",8
"donor",80
"donors",170
"donothing",4
"donovan",66
"dons",15
"dont",2190
"donut",53
"donuts",122
"doo",55
"doodle",58
"doodles",27
"doodling",11
"dooley",59
"doolittle",11
"doom",73
"doomed",56
"doomsday",23
"door",1692
"doorbell",21
"doorknob",9
"doorman",8
"doors",584
"doorstep",31
"doortodoor",14
"doorway",34
"doover",9
"doowop",4
"dopamine",6
"dope",253
"doppelganger",7
"doppler",5
"dor",12
"dora",55
"dorchester",7
"doreen",10
"dorian",12
"doris",43
"doritos",39
"dork",28
"dorky",11
"dorm",62
"dorman",6
"dormant",30
"dormitory",13
"dorms",28
"dorothy",60
"dorsey",34
"dory",9
"dos",60
"dosa",5
"dosage",14
"dose",112
"doses",41
"dossiers",4
"dot",180
"doting",11
"dots",130
"dotted",41
"dottie",12
"double",1196
"doubled",151
"doubledigit",43
"doubleedged",5
"doubleheader",40
"doubles",118
"doublespaced",3
"doubletree",11
"doubling",49
"doubly",16
"doubt",821
"doubted",32
"doubters",11
"doubtful",53
"doubting",15
"doubtless",15
"doubts",124
"doug",207
"dough",414
"doughboy",5
"dougherty",19
"doughnut",34
"doughnuts",42
"douglas",194
"douglass",20
"doumit",5
"dour",6
"dousing",12
"dove",72
"dover",30
"doves",19
"dovetail",5
"dow",227
"dowager",6
"dowd",9
"dowling",11
"downed",27
"downer",11
"downers",9
"downey",48
"downfall",40
"downgraded",23
"downhill",59
"downing",19
"download",365
"downloadable",18
"downloaded",105
"downloading",61
"downloads",56
"downplay",20
"downpour",24
"downright",60
"downs",104
"downside",60
"downsides",9
"downsized",13
"downsizing",22
"downstairs",143
"downstate",14
"downtime",18
"downtoearth",11
"downton",37
"downtown",1195
"downtrodden",5
"downturn",72
"downward",50
"downwe",5
"downy",11
"doyle",51
"doyles",7
"doze",7
"dozen",504
"dozens",330
"dozier",9
"dozing",6
"dpd",4
"dps",27
"dpw",9
"drab",17
"drabble",4
"draconian",18
"dracula",19
"draft",1184
"drafted",190
"drafthouse",5
"drafting",70
"drafts",119
"drag",198
"dragged",102
"dragging",83
"dragnet",6
"dragon",191
"dragonfly",14
"dragons",75
"drags",25
"drain",199
"drainage",29
"drained",92
"draining",35
"drains",27
"drake",198
"drakes",26
"drama",550
"dramas",27
"dramatic",319
"dramatically",124
"drank",176
"drape",14
"draped",31
"draper",42
"draperies",3
"drapes",23
"drastic",49
"drastically",43
"draw",656
"drawback",12
"drawer",81
"drawers",48
"drawing",433
"drawings",79
"drawl",3
"drawn",370
"draws",138
"drawstring",11
"drayton",8
"dre",40
"dread",66
"dreaded",52
"dreadful",29
"dreading",35
"dreadlocks",9
"dreads",24
"dream",1511
"dreamed",100
"dreamer",29
"dreamers",23
"dreaming",174
"dreamland",7
"dreamlike",10
"dreams",961
"dreamscapes",3
"dreamt",33
"dreamworks",10
"dreamy",34
"dreary",46
"dredge",8
"drenched",22
"drenching",7
"dresden",13
"dress",988
"dressage",25
"dressed",413
"dresser",59
"dresses",208
"dressing",249
"dressings",17
"dressup",11
"drew",535
"drexel",11
"dribble",29
"dribbles",7
"dribbling",11
"dried",211
"drier",17
"dries",24
"drift",51
"drifted",39
"drifter",6
"drifting",39
"driftwood",11
"drill",113
"drilled",43
"drilling",115
"drills",72
"drink",1616
"drinker",27
"drinkers",59
"drinking",816
"drinks",683
"drip",55
"dripping",36
"drips",8
"driscoll",10
"drive",2198
"driveby",15
"drivein",19
"driveins",5
"drivel",13
"driven",295
"driver",647
"drivers",523
"drives",234
"drivethrough",11
"drivethru",18
"drivetime",3
"driveway",110
"driveways",15
"driving",1363
"drizzle",94
"drizzled",20
"drizzling",13
"drogba",12
"droid",43
"droids",4
"drone",59
"drones",34
"drood",5
"drool",27
"drooling",35
"droopy",5
"drop",1152
"dropbox",43
"dropdead",7
"dropin",10
"droplets",12
"dropoff",29
"dropout",28
"dropped",798
"dropping",307
"drops",259
"drought",71
"drove",529
"droves",16
"drown",48
"drowned",47
"drowning",60
"drowns",3
"drowsy",15
"dru",7
"drug",942
"drugged",17
"druggie",4
"drugs",595
"drugstore",32
"drum",155
"drummer",113
"drummers",14
"drumming",23
"drumroll",6
"drums",166
"drumstick",6
"drumsticks",8
"drunk",588
"drunkard",5
"drunken",110
"drunkenly",12
"drunkenness",7
"drunker",5
"drunks",13
"drury",8
"dry",855
"dryer",70
"dryers",10
"drying",58
"dryness",11
"drywall",30
"dsc",7
"dsl",8
"dsm",9
"dst",19
"dsw",8
"dual",107
"duane",30
"duarte",4
"dub",41
"dubai",46
"dubbed",77
"dubinsky",4
"dubious",30
"dublin",51
"dubliner",5
"dubois",15
"dubrovnik",5
"dubs",6
"dubstep",43
"ducati",10
"duchess",25
"duck",291
"ducked",17
"duckie",7
"ducking",19
"ducklings",4
"ducks",313
"duct",55
"dud",9
"duda",12
"dude",1365
"dudes",222
"dudley",33
"duds",12
"due",1597
"duel",34
"dueling",21
"dues",43
"duet",44
"duets",12
"duff",21
"duffy",39
"dug",101
"duggan",8
"duggar",5
"dugout",53
"duh",153
"dui",30
"dujardin",20
"duke",273
"dukes",35
"dulce",21
"dull",118
"duluth",21
"duly",20
"dumas",13
"dumb",457
"dumbbell",4
"dumbbells",9
"dumber",18
"dumbest",40
"dumbfounded",9
"dumbing",4
"dumbo",5
"dummies",25
"dummy",34
"dump",114
"dumped",87
"dumping",38
"dumpling",18
"dumplings",51
"dumps",19
"dumpster",35
"dumpsters",5
"dumpty",6
"duncan",138
"duncans",11
"dundee",13
"dunes",26
"dungeon",18
"dungeons",9
"dunham",27
"dunk",126
"dunked",14
"dunkin",36
"dunking",15
"dunkirk",3
"dunn",94
"dunne",14
"dunns",12
"duo",119
"dupage",9
"dupe",7
"duped",19
"duper",17
"duplex",24
"duplicate",40
"duplicated",14
"duplicates",5
"duplication",7
"duplications",4
"dupont",41
"dupree",14
"duquesne",11
"durability",17
"durable",62
"duran",29
"durango",24
"durante",6
"duration",69
"durban",24
"duress",6
"durham",49
"durst",3
"dury",5
"dus",4
"dusk",43
"dusseldorf",5
"dust",298
"dustbuster",4
"dusted",27
"dustin",71
"dusting",42
"dusts",4
"dusty",100
"dutch",151
"dutchman",7
"duties",147
"dutiful",9
"dutton",16
"duty",344
"duval",8
"duvet",10
"dvd",271
"dvds",79
"dvr",82
"dwarf",25
"dwarfed",7
"dwarfs",13
"dwayne",40
"dwell",57
"dweller",8
"dwellers",16
"dwelling",40
"dwi",23
"dwight",118
"dwindle",12
"dwindled",22
"dwindling",28
"dworkin",5
"dwp",15
"dwts",60
"dwyer",17
"dye",106
"dyed",32
"dyeing",17
"dyer",37
"dyes",16
"dying",470
"dyke",35
"dylan",142
"dylans",19
"dynamic",177
"dynamically",5
"dynamics",57
"dynamite",43
"dynamo",24
"dynasties",3
"dynasty",36
"dyrdek",4
"dysfunction",31
"dysfunctional",30
"dyslexia",9
"dyslexic",6
"dyson",18
"dystopia",8
"dystopian",35
"dystrophy",3
"eachother",55
"eager",211
"eagerly",49
"eagle",185
"eagles",209
"eames",12
"ear",305
"earbuds",13
"earhart",5
"earl",91
"earle",13
"earlier",1711
"earliest",83
"earls",15
"early",4107
"earmarked",21
"earmarks",20
"earn",366
"earned",573
"earners",20
"earnest",58
"earnestly",9
"earning",157
"earnings",295
"earns",45
"earphones",15
"earpieces",5
"earplugs",7
"earring",18
"earrings",100
"ears",332
"earshot",7
"earth",1091
"earthbound",7
"earthlings",4
"earthly",19
"earthquake",260
"earthquakes",56
"earths",27
"earthworm",4
"earthworms",9
"earthy",33
"eas",7
"ease",245
"eased",37
"easel",27
"eases",13
"easier",920
"easiest",103
"easily",823
"easing",36
"east",1660
"eastbound",50
"easter",830
"eastern",440
"easters",6
"eastland",3
"easton",20
"eastward",9
"eastwest",14
"eastwood",48
"easy",2509
"easygoing",18
"easytofollow",6
"eat",2530
"eaten",191
"eater",46
"eateries",26
"eaters",27
"eating",1305
"eats",152
"eaves",12
"eavesdrop",6
"eavesdropping",14
"ebay",125
"ebb",11
"ebola",7
"ebony",16
"ebook",142
"ebooks",118
"ebt",6
"ecb",33
"eccentric",38
"eccles",7
"ecclesiastes",9
"echelon",14
"echo",110
"echoed",46
"echoes",39
"echoing",29
"echols",10
"eckert",9
"eckhardt",6
"eclectic",76
"eclipse",46
"eclipses",5
"eco",45
"ecofriendly",33
"ecoli",3
"ecological",22
"ecologist",4
"ecology",18
"ecommerce",30
"economic",1255
"economical",24
"economically",51
"economics",155
"economies",69
"economist",150
"economists",146
"economy",1268
"ecosystem",35
"ecstasy",28
"ecstatic",43
"ecuador",10
"ecumenical",6
"eczema",17
"eda",5
"edd",5
"eddie",175
"eddies",16
"eddy",27
"edelman",13
"eden",49
"edens",7
"edgar",68
"edge",615
"edged",46
"edges",248
"edging",27
"edgy",28
"edible",59
"edibles",14
"edie",15
"edinburgh",38
"edison",97
"edisons",8
"edit",192
"edited",114
"edith",21
"editing",315
"edition",341
"editions",53
"editor",374
"editorial",144
"editorials",16
"editorinchief",13
"editors",153
"edits",59
"edmonds",16
"edmondson",8
"edmonton",27
"edmund",26
"edna",15
"eds",16
"edt",69
"eduardo",31
"educate",94
"educated",107
"educating",51
"education",1731
"educational",268
"educations",13
"educator",60
"educators",127
"edvard",7
"edward",208
"edwards",305
"edwin",49
"eeg",5
"eel",16
"eeoc",9
"eerie",34
"eerily",25
"effect",908
"effected",19
"effecting",6
"effective",596
"effectively",208
"effectiveness",77
"effects",432
"effeminate",4
"efficacy",22
"efficiency",165
"efficient",187
"efficiently",70
"effie",11
"effigy",4
"effort",1159
"effortless",25
"effortlessly",25
"efforts",743
"efg",3
"efron",28
"egalitarian",5
"egan",14
"egg",656
"eggers",6
"eggless",6
"eggleston",10
"eggnog",20
"eggplant",68
"eggplants",9
"eggs",675
"ego",105
"egos",19
"egotistical",8
"egregious",23
"egypt",122
"egyptian",86
"egyptians",21
"egypts",30
"ehlers",3
"ehrlich",21
"ehud",7
"eiffel",21
"eight",1135
"eighteen",35
"eighteenth",8
"eighth",273
"eighties",14
"eighty",19
"eightyearold",10
"eightyfour",5
"eileen",35
"einstein",73
"einsteins",5
"eisenberg",16
"eisenhowers",6
"either",2500
"eject",7
"ejected",35
"ejection",15
"ekg",4
"elaborate",134
"elaboration",6
"elaine",48
"elana",5
"elapsed",7
"elastic",29
"elasticity",3
"elastin",3
"elated",8
"elation",11
"elbert",18
"elbow",151
"elbows",40
"elder",100
"elderberry",3
"eldercare",3
"elderly",165
"elders",46
"eldest",48
"eldridge",4
"eleanor",45
"elec",4
"elect",79
"elected",472
"electing",15
"election",1003
"elections",392
"elective",10
"electives",9
"electoral",61
"electorate",45
"electric",488
"electrical",134
"electrician",16
"electricians",8
"electricity",235
"electrified",13
"electrify",5
"electrifying",11
"electromagnetic",14
"electronic",293
"electronica",12
"electronically",27
"electronics",119
"elegance",60
"elegant",151
"elegantly",12
"element",226
"elementals",4
"elementary",402
"elements",347
"elena",34
"elephant",112
"elephants",57
"elevate",42
"elevated",87
"elevates",8
"elevating",11
"elevation",39
"elevator",144
"elevators",35
"eleven",103
"eleventh",20
"elf",57
"elgin",12
"eli",164
"elias",37
"elicit",6
"elie",12
"eligibility",56
"eligible",215
"elijah",48
"eliminate",176
"eliminated",156
"eliminates",28
"eliminating",93
"elimination",84
"eliot",32
"elis",5
"elisa",11
"elisabeth",28
"elise",28
"elisha",11
"elite",284
"elites",31
"elitism",3
"elitist",18
"elixir",12
"eliza",13
"elizabeth",309
"elizabeths",10
"elk",58
"elkhart",7
"elks",21
"ella",59
"ellas",7
"elle",31
"ellen",155
"ellicott",17
"ellie",52
"elliot",40
"elliots",3
"elliott",129
"ellipses",5
"elliptical",24
"ellis",122
"ellison",33
"elm",36
"elmer",13
"elmo",38
"elmore",5
"elms",10
"elmwood",7
"eloise",12
"elon",12
"elongated",8
"eloped",3
"eloquence",10
"eloquent",20
"eloquently",13
"elphaba",5
"els",15
"else",2999
"elses",161
"elsewhere",294
"elsie",10
"elton",29
"elude",11
"eluded",14
"eludes",5
"elusive",72
"elves",21
"elvira",10
"elvis",137
"elysian",8
"ema",4
"emaciated",9
"email",2699
"emailed",195
"emailing",56
"emails",431
"emancipation",11
"emanuel",67
"embalming",4
"embargo",19
"embark",31
"embarked",28
"embarking",18
"embarrass",35
"embarrassed",144
"embarrassing",156
"embarrassingly",13
