"item","Frequency"
"a 22 year old",22
"a different kind of",22
"a lot of different",22
"a lot of new",22
"a lot of our",22
"a part of my",22
"a part of our",22
"a while to get",22
"about you but i",22
"after a long day",22
"all of the time",22
"also known as the",22
"always going to be",22
"am going to try",22
"an end to the",22
"and a half hours",22
"and be sure to",22
"and i m in",22
"and i wouldn t",22
"and in some cases",22
"and it has been",22
"and leave a comment",22
"and pepper to taste",22
"and so much more",22
"and we have to",22
"appeared to be a",22
"are just a few",22
"are you doing to",22
"as a way of",22
"at 10 p m",22
"at least a year",22
"at least i have",22
"at this year s",22
"because i can t",22
"because it s the",22
"because that s what",22
"been way too long",22
"but don t worry",22
"but i guess i",22
"but that s just",22
"by far the most",22
"can do to help",22
"can t see the",22
"can tell you that",22
"couldn t do it",22
"d love to have",22
"decided it was time",22
"decided to take a",22
"department of health and",22
"didn t do it",22
"didn t make the",22
"do we have to",22
"does it take to",22
"doesn t like to",22
"doing the right thing",22
"don t make it",22
"don t see how",22
"don t want you",22
"earlier in the week",22
"end up with a",22
"every single one of",22
"fact that i am",22
"few weeks ago i",22
"first game of the",22
"follow me it would",22
"following me on twitter",22
"for better or worse",22
"for the follow love",22
"for the life of",22
"for the next two",22
"for the rt i",22
"for the rt we",22
"for valentine s day",22
"for you to be",22
"forward to seeing your",22
"glad i didn t",22
"going to be fun",22
"had to do was",22
"happens for a reason",22
"hard it is to",22
"has been a long",22
"have a safe trip",22
"have the time to",22
"he s the best",22
"he said he s",22
"he said he would",22
"he wanted to be",22
"he was on the",22
"hit me up for",22
"hope you all had",22
"hope you enjoyed the",22
"hope you re well",22
"how to use it",22
"i also have a",22
"i am able to",22
"i am pretty sure",22
"i am so sorry",22
"i can go to",22
"i can see why",22
"i can t i",22
"i could be there",22
"i couldn t even",22
"i didn t expect",22
"i don t follow",22
"i guess i can",22
"i hate that i",22
"i have a little",22
"i have a very",22
"i have been thinking",22
"i hope that you",22
"i know but i",22
"i know how to",22
"i know i do",22
"i know you will",22
"i m going back",22
"i m going with",22
"i m so ready",22
"i m sorry to",22
"i need more followers",22
"i think there are",22
"i think you have",22
"i told you i",22
"i ve been busy",22
"i ve been told",22
"i ve had the",22
"i ve seen a",22
"i want them to",22
"i wanted it to",22
"i was out of",22
"i wasn t going",22
"i went to bed",22
"i will give you",22
"i will never forget",22
"i will say that",22
"i woke up and",22
"i wonder if the",22
"if i wanted to",22
"if i were a",22
"if that s not",22
"if you ever need",22
"in a different way",22
"in a little bit",22
"in a time of",22
"in front of them",22
"in front of your",22
"in my head i",22
"in san francisco and",22
"in spite of the",22
"in the age of",22
"in the fall of",22
"in the first period",22
"in the house and",22
"in the house of",22
"in the last five",22
"interesting to see how",22
"is in the house",22
"is just around the",22
"is no way to",22
"is survived by his",22
"it but i m",22
"it feels like a",22
"it s almost like",22
"it s like i",22
"it s not all",22
"it s so good",22
"it s the right",22
"it was a beautiful",22
"it was a fun",22
"it would be an",22
"join us for a",22
"just got off the",22
"just have to be",22
"just me or is",22
"just need to get",22
"just want you to",22
"keeping up with the",22
"know i m a",22
"learn more about the",22
"leave a comment on",22
"life to the fullest",22
"light at the end",22
"like it or not",22
"ll have to wait",22
"ll make sure to",22
"looking forward to getting",22
"looking forward to having",22
"looks like he s",22
"m 4 p m",22
"m going to take",22
"make sure you have",22
"me all the time",22
"me i love you",22
"me i m not",22
"me i need to",22
"me when i m",22
"more likely to be",22
"my mom and i",22
"no matter what the",22
"not sure what to",22
"now that i ve",22
"number of people who",22
"of my life and",22
"of the day is",22
"of the new jersey",22
"of the school s",22
"of the year the",22
"off the coast of",22
"on a friday night",22
"on a piece of",22
"on either side of",22
"on the corner of",22
"on the dance floor",22
"on the left side",22
"on top of it",22
"one is going to",22
"one of our favorite",22
"or is it just",22
"other members of the",22
"out of the blue",22
"out of the box",22
"part of the game",22
"part of the team",22
"place in the world",22
"preheat oven to 350",22
"put a lot of",22
"put a smile on",22
"rest of the night",22
"rest of the year",22
"s a bit of",22
"s a good day",22
"s a lot to",22
"s board of directors",22
"s going to have",22
"s hard to tell",22
"s just a matter",22
"s kind of a",22
"s not to say",22
"s the difference between",22
"s the point of",22
"s too early to",22
"said at the time",22
"said this is a",22
"said we have to",22
"said we re not",22
"shouldn t have to",22
"so i can see",22
"so sorry to hear",22
"st louis county police",22
"still don t know",22
"t be afraid to",22
"t even want to",22
"t know how i",22
"t know why but",22
"t miss out on",22
"t think i m",22
"take a picture of",22
"than i thought it",22
"thank you for a",22
"thanks for following i",22
"thanks in part to",22
"thanks to for the",22
"that can t be",22
"that i did not",22
"that i would have",22
"that s it for",22
"that s kind of",22
"that there was a",22
"that was supposed to",22
"that we had to",22
"that you have a",22
"the all star game",22
"the associated press that",22
"the beauty of the",22
"the best i can",22
"the best time to",22
"the better part of",22
"the bottom of my",22
"the direction of the",22
"the director of the",22
"the fact that my",22
"the first time ever",22
"the first time we",22
"the food and drug",22
"the free throw line",22
"the house of representatives",22
"the last few months",22
"the last thing i",22
"the last time the",22
"the need for a",22
"the new york city",22
"the new york yankees",22
"the next five years",22
"the other way around",22
"the past several years",22
"the people who are",22
"the point where i",22
"the rest of their",22
"the results of the",22
"the state supreme court",22
"the sun is out",22
"there is no need",22
"there was a time",22
"there would be a",22
"they don t even",22
"they were able to",22
"think i ve ever",22
"this is crazy but",22
"this is the last",22
"this is the only",22
"this time of the",22
"this year i m",22
"those who want to",22
"thought i d be",22
"time i don t",22
"time to get back",22
"to be out of",22
"to do with my",22
"to figure out the",22
"to get a new",22
"to know how to",22
"to live in the",22
"to me i m",22
"to me it s",22
"to me when i",22
"to meet up with",22
"to qualify for the",22
"to see all of",22
"to see if we",22
"to start a new",22
"to work in a",22
"to work with a",22
"to working with you",22
"today will be a",22
"try to get a",22
"up to me and",22
"wait for you to",22
"want to have to",22
"wants to go to",22
"was a little bit",22
"was pronounced dead at",22
"was taken into custody",22
"we are happy to",22
"we are on the",22
"we really appreciate it",22
"went on to say",22
"what are some of",22
"what is it about",22
"what is wrong with",22
"what should i do",22
"what would happen if",22
"what you are doing",22
"when i look at",22
"when i saw this",22
"when i wake up",22
"where will you be",22
"why aren t you",22
"will be available for",22
"will give you a",22
"will go to the",22
"with a chance of",22
"with family and friends",22
"with my best friend",22
"work to be done",22
"would be the first",22
"would like to know",22
"wouldn t be the",22
"you be interested in",22
"you can t even",22
"you come up with",22
"you didn t get",22
"you get the idea",22
"you know you can",22
"you need to come",22
"you only live once",22
"you re the only",22
"you really don t",22
"you want it to",22
"you will not be",22
"you won t find",22
"10 p m sunday",21
"11 30 p m",21
"30 p m sunday",21
"a 14 year old",21
"a couple of minutes",21
"a cup of tea",21
"a fair amount of",21
"a few minutes later",21
"a good day for",21
"a great time and",21
"a happy new year",21
"a list of the",21
"a long time since",21
"a m 10 p",21
"a m 4 p",21
"a run in the",21
"a safe and happy",21
"a small group of",21
"a stay at home",21
"a tour of the",21
"a work in progress",21
"about to go to",21
"according to a recent",21
"according to court documents",21
"again and again and",21
"all you need is",21
"am so excited to",21
"and a few other",21
"and at the same",21
"and ceo of the",21
"and check out the",21
"and chief executive officer",21
"and credit cards accepted",21
"and he s not",21
"and i decided to",21
"and i do not",21
"and i m already",21
"and i still have",21
"and it s only",21
"and it was so",21
"and now i can",21
"and that s it",21
"and the ability to",21
"and the university of",21
"and we didn t",21
"and we re going",21
"and we will be",21
"are a few of",21
"are going to the",21
"are you waiting for",21
"as part of its",21
"as we know it",21
"at the rose garden",21
"back when i was",21
"be part of a",21
"because i have a",21
"because we don t",21
"before you know it",21
"born and raised in",21
"but he said he",21
"but i love it",21
"but i m just",21
"but i m so",21
"but i think you",21
"but it s all",21
"but it s hard",21
"but it s more",21
"but it was the",21
"but it would be",21
"but the truth is",21
"but we need to",21
"by the name of",21
"came out of the",21
"can i have a",21
"can t find my",21
"can t get a",21
"can t get the",21
"can t go to",21
"come to terms with",21
"come up with something",21
"counting down the days",21
"d like to know",21
"did not return a",21
"did you get your",21
"did you think of",21
"didn t go to",21
"didn t have enough",21
"didn t show up",21
"do you think that",21
"does not have the",21
"does not mean that",21
"doesn t know what",21
"don t wanna be",21
"don t want a",21
"during the day and",21
"even if you re",21
"every minute of it",21
"everything happens for a",21
"fannie mae and freddie",21
"far as i know",21
"feel like i can",21
"feel like you re",21
"first day of spring",21
"for about 5 minutes",21
"for all of you",21
"for both of us",21
"for me in the",21
"for me when i",21
"for more information on",21
"for the lack of",21
"for the last time",21
"for the last two",21
"for the long haul",21
"for the los angeles",21
"forward to the next",21
"from the top of",21
"games of the season",21
"get a feel for",21
"get back to work",21
"get my hands on",21
"get out of here",21
"get the chance to",21
"get to go to",21
"get used to it",21
"go check it out",21
"go on and on",21
"going to be very",21
"going to the movies",21
"good to be true",21
"got back from the",21
"great time at the",21
"happens all the time",21
"has a history of",21
"has no plans to",21
"have one of the",21
"have something to do",21
"have to be so",21
"having a bad day",21
"he is one of",21
"he s not a",21
"he s trying to",21
"he was a good",21
"he was a great",21
"he would have been",21
"here s the thing",21
"here we go again",21
"home run in the",21
"how long have you",21
"i am ready for",21
"i am sure you",21
"i can get some",21
"i can t keep",21
"i don t go",21
"i get to go",21
"i hadn t seen",21
"i hate when my",21
"i have a couple",21
"i have been doing",21
"i have the same",21
"i have to take",21
"i haven t really",21
"i honestly don t",21
"i just love the",21
"i just need a",21
"i just want you",21
"i know a lot",21
"i know it was",21
"i know what it",21
"i love that song",21
"i love you but",21
"i m doing a",21
"i m excited about",21
"i m hoping that",21
"i m in my",21
"i m not ready",21
"i m not worried",21
"i m sorry for",21
"i managed to get",21
"i need someone to",21
"i think i got",21
"i think we need",21
"i think you ll",21
"i ve been up",21
"i ve done it",21
"i ve just been",21
"i want to try",21
"i was at a",21
"i was hoping to",21
"i was ready to",21
"i will let you",21
"i wish it was",21
"i would love it",21
"i wouldn t mind",21
"if it s the",21
"if that s what",21
"if you think you",21
"in a phone interview",21
"in a telephone interview",21
"in my life that",21
"in st louis county",21
"in support of the",21
"in the city and",21
"in the market for",21
"in the next two",21
"in the same room",21
"in the world that",21
"international women s day",21
"is it bad that",21
"is just one of",21
"is one of them",21
"is the daughter of",21
"it is impossible to",21
"it means a lot",21
"it s about to",21
"it s always been",21
"it s been fun",21
"it s been so",21
"it s okay i",21
"it s so easy",21
"it s so nice",21
"it was not a",21
"it would be better",21
"its gonna be a",21
"just a few of",21
"just want to say",21
"know i ve been",21
"know what i would",21
"last day of the",21
"let s have a",21
"ll be in the",21
"look forward to reading",21
"looks like a great",21
"love at first sight",21
"love the idea of",21
"m going to make",21
"m going to the",21
"m not talking about",21
"m to 6 p",21
"mae and freddie mac",21
"make sure you re",21
"man and a woman",21
"me a lot of",21
"me it s a",21
"men and women who",21
"moment when you re",21
"moment when you realize",21
"my family and friends",21
"my favorite part of",21
"need to get on",21
"needs to be a",21
"never heard of it",21
"not as bad as",21
"not know how to",21
"now i just need",21
"of people who are",21
"of the area s",21
"of the board of",21
"of the county s",21
"of the game and",21
"of the people in",21
"of the world is",21
"on its way to",21
"on the campaign trail",21
"on the heels of",21
"on the look out",21
"on the right track",21
"on the west side",21
"once and for all",21
"one side of the",21
"only a couple of",21
"only a handful of",21
"or should i say",21
"our goal is to",21
"out of high school",21
"pain in the ass",21
"put it on the",21
"question of the day",21
"re going to see",21
"right back at you",21
"rt if you want",21
"s a good one",21
"s no such thing",21
"s the best way",21
"s the only way",21
"s vice president of",21
"s what i do",21
"said he was a",21
"secretary of state hillary",21
"seen a lot of",21
"send me an email",21
"senior vice president of",21
"set the tone for",21
"she didn t know",21
"since the start of",21
"so excited to have",21
"so i need to",21
"so it was a",21
"so much that i",21
"so now i m",21
"so proud of my",21
"so proud to be",21
"so that they can",21
"sometimes i feel like",21
"sorry i don t",21
"sounds good to me",21
"standing in front of",21
"sure it will be",21
"t believe i m",21
"t have to pay",21
"t know what you",21
"t want it to",21
"take a deep breath",21
"tell your friends to",21
"thanks for sharing the",21
"that has to be",21
"that i do not",21
"that i was going",21
"that i was in",21
"that is not the",21
"that means a lot",21
"that s awesome i",21
"that was one of",21
"that you re not",21
"the amount of money",21
"the best interest of",21
"the bottom of a",21
"the death of a",21
"the edges of the",21
"the eyes of the",21
"the first thing that",21
"the fourth be with",21
"the funny thing is",21
"the labor department said",21
"the only time i",21
"the purpose of the",21
"the rest of her",21
"the rock and roll",21
"the role of the",21
"the rt have a",21
"the same time it",21
"the same way that",21
"the sound of a",21
"the st louis county",21
"the things that i",21
"the three of us",21
"the time i was",21
"the turn of the",21
"the way back to",21
"the weight of the",21
"the world would be",21
"the year of the",21
"there a way to",21
"there is no doubt",21
"there s something about",21
"there s still a",21
"there was no way",21
"they didn t want",21
"things you can do",21
"think it s just",21
"think this is a",21
"this is just the",21
"time to get out",21
"to a whole new",21
"to all my followers",21
"to be a lot",21
"to come back and",21
"to do something about",21
"to get it done",21
"to get you to",21
"to go in the",21
"to go through the",21
"to go to college",21
"to hold on to",21
"to let go of",21
"to live in a",21
"to make sure we",21
"to see you too",21
"to spend more time",21
"to stay on the",21
"to the left of",21
"to the tune of",21
"to the world of",21
"today i m going",21
"u s bureau of",21
"us know if we",21
"ve got a lot",21
"ve just got to",21
"wait to see my",21
"want to come to",21
"want to do it",21
"wanted to let you",21
"wanted to make a",21
"was a pretty good",21
"was going to get",21
"was in the middle",21
"was lucky enough to",21
"wasn t sure what",21
"way to end the",21
"we are at the",21
"we can t get",21
"we have the same",21
"we love you too",21
"we need to have",21
"we re here to",21
"we were talking about",21
"we wouldn t have",21
"well at least i",21
"what are you waiting",21
"what do you have",21
"what do you need",21
"what does it mean",21
"what i was thinking",21
"when i have to",21
"when you re a",21
"when you ve got",21
"who is your favorite",21
"why do i have",21
"will be allowed to",21
"will have to wait",21
"will take care of",21
"will take place at",21
"with that in mind",21
"with the bases loaded",21
"with the los angeles",21
"won t be a",21
"working on a new",21
"world a better place",21
"would be great to",21
"years in prison for",21
"you are in a",21
"you are on the",21
"you can do is",21
"you can t say",21
"you get to the",21
"you get what you",21
"you get when you",21
"you have to give",21
"you i don t",21
"you just need to",21
"you ll love it",21
"you ll need to",21
"you never know what",21
"you think you re",21
"a 24 year old",20
"a break from the",20
"a few months back",20
"a fraction of the",20
"a great day and",20
"a group of people",20
"a lot better than",20
"a lot of these",20
"a m to 6",20
"a minute or two",20
"a once in a",20
"a photo of a",20
"a request for comment",20
"a spot in the",20
"a two run homer",20
"about some of the",20
"about the importance of",20
"ain t got no",20
"all in all it",20
"also one of the",20
"and a bunch of",20
"and don t have",20
"and get a free",20
"and i m looking",20
"and i was like",20
"and if you want",20
"and in the end",20
"and it didn t",20
"and most of all",20
"and take care of",20
"and the number of",20
"and then there is",20
"and this is a",20
"and this is crazy",20
"and went to the",20
"and would like to",20
"and you re not",20
"and you ve got",20
"are less likely to",20
"are you coming back",20
"as it should be",20
"as long as there",20
"as much as he",20
"as of right now",20
"as opposed to a",20
"as well as to",20
"at the moment but",20
"at the thought of",20
"be a little more",20
"be able to help",20
"be able to play",20
"be able to use",20
"be entered to win",20
"be included in the",20
"be sure to stop",20
"because i haven t",20
"because i m not",20
"better late than never",20
"big shout out to",20
"bin laden s death",20
"but a lot of",20
"but i am so",20
"but i need to",20
"but i think that",20
"but i will be",20
"but it s so",20
"but it won t",20
"but there are some",20
"but this is a",20
"can i say i",20
"can t live without",20
"city of st louis",20
"come on down and",20
"contributed to this story",20
"couldn t be happier",20
"county prosecutor s office",20
"county sheriff s department",20
"d be happy to",20
"did not have the",20
"did you get my",20
"didn t have time",20
"didn t know i",20
"didn t see the",20
"didn t think i",20
"didn t think so",20
"director of the center",20
"do not need to",20
"do you feel about",20
"does not have to",20
"don t even get",20
"don t even want",20
"don t feel good",20
"don t get a",20
"don t know when",20
"don t need the",20
"don t remember the",20
"don t talk about",20
"drop me a line",20
"even if they are",20
"even though i m",20
"every one of you",20
"extra virgin olive oil",20
"few and far between",20
"first place in the",20
"five years in prison",20
"follow me im a",20
"follow me on instagram",20
"for the follow let",20
"for the purpose of",20
"for the second straight",20
"for the state s",20
"forward to a great",20
"found a way to",20
"from across the country",20
"from here on out",20
"gearing up for the",20
"get back into the",20
"get out there and",20
"get to see the",20
"getting ready for my",20
"glad you had a",20
"go all the way",20
"going to the game",20
"has yet to be",20
"have a bunch of",20
"have a crush on",20
"have a nice day",20
"have a safe and",20
"have been on the",20
"have no doubt that",20
"have to tell you",20
"haven t seen it",20
"he didn t get",20
"he said we re",20
"home was sold by",20
"hope it s not",20
"hope you can make",20
"hope your day is",20
"how cool is that",20
"how do you think",20
"how it turned out",20
"how many of the",20
"i agree with you",20
"i always wanted to",20
"i am in love",20
"i am sure that",20
"i am the only",20
"i can do this",20
"i can say that",20
"i can t have",20
"i can t seem",20
"i could get a",20
"i could go on",20
"i d rather have",20
"i decided to take",20
"i did not know",20
"i go back to",20
"i had to have",20
"i have had to",20
"i have lots of",20
"i hope all is",20
"i just realized i",20
"i know he s",20
"i know i just",20
"i ll follow you",20
"i ll make it",20
"i ll say it",20
"i love all of",20
"i m doing it",20
"i m getting ready",20
"i m so hungry",20
"i m so sad",20
"i m still going",20
"i m sure she",20
"i miss you guys",20
"i realized that i",20
"i remember when i",20
"i say i m",20
"i think i like",20
"i think she s",20
"i think you can",20
"i used to love",20
"i ve been there",20
"i wanna go home",20
"i was on my",20
"i was told that",20
"i wasn t even",20
"i will be able",20
"i will be posting",20
"i woke up this",20
"i would not have",20
"if you decide to",20
"if you had to",20
"if you have an",20
"if you need anything",20
"if you really want",20
"if you ve ever",20
"in a bad mood",20
"in a row and",20
"in a row i",20
"in addition to his",20
"in desperate need of",20
"in fact it s",20
"in love with this",20
"in more than a",20
"in the business of",20
"in the early morning",20
"in the kitchen and",20
"in the past the",20
"in the private sector",20
"in the rest of",20
"in the same place",20
"in the spring of",20
"in the whole world",20
"is a big deal",20
"is a picture of",20
"is an opportunity to",20
"is asked to call",20
"is going to happen",20
"is going to win",20
"is i don t",20
"is it weird that",20
"is not to be",20
"is out of the",20
"is said to be",20
"isn t the first",20
"it back to the",20
"it comes down to",20
"it has to do",20
"it is the only",20
"it looks like i",20
"it reminds me of",20
"it s as if",20
"it s because i",20
"it s been too",20
"it s important that",20
"it s no surprise",20
"it s not what",20
"it s official i",20
"it s pretty much",20
"it s really a",20
"it s so much",20
"it s the perfect",20
"it was as if",20
"it was too late",20
"it wasn t enough",20
"it would be so",20
"just thought i d",20
"know if you re",20
"know if you want",20
"know what you are",20
"last time i was",20
"let s be honest",20
"let you know how",20
"let you know that",20
"like i m going",20
"like to think that",20
"live up to the",20
"ll get back to",20
"looks like i ll",20
"love for you to",20
"m not a fan",20
"m ready to go",20
"matt hunter matt hunter",20
"matter of time before",20
"may the fourth be",20
"maybe it s a",20
"me when i was",20
"more than 200 000",20
"move on to the",20
"national transportation safety board",20
"near the end of",20
"near the top of",20
"need to get to",20
"need to make sure",20
"need to talk to",20
"not part of the",20
"of luck to you",20
"of the league s",20
"of the most beautiful",20
"of the post dispatch",20
"of the reasons i",20
"old resident of the",20
"on a mission to",20
"on new year s",20
"on the board of",20
"on the bottom of",20
"on the cover of",20
"on the eve of",20
"on the floor and",20
"on the list of",20
"on the pga tour",20
"on the plus side",20
"on the second floor",20
"out of the race",20
"percent to close at",20
"person familiar with the",20
"please follow me im",20
"reservations and credit cards",20
"rest of the way",20
"right out of the",20
"rt looking forward to",20
"rt thank you for",20
"s never too late",20
"s not too late",20
"s point of view",20
"said but it s",20
"said he wanted to",20
"said i can t",20
"said in the statement",20
"said you have to",20
"say that i am",20
"sent you an email",20
"she doesn t have",20
"so far it s",20
"so glad you enjoyed",20
"so i wouldn t",20
"so much for coming",20
"so much going on",20
"so we can get",20
"so you can see",20
"someone to talk to",20
"something i don t",20
"sorry for the late",20
"supposed to be the",20
"t been on in",20
"t been on twitter",20
"t get to see",20
"t have a lot",20
"t have the same",20
"t help but think",20
"t know how many",20
"t know if you",20
"t know much about",20
"t really know what",20
"t think i ll",20
"t want you to",20
"t you just love",20
"take care of it",20
"than half of the",20
"thank u so much",20
"thanks for all of",20
"thanks for having me",20
"thanks for the invite",20
"that he is a",20
"that he wanted to",20
"that he wasn t",20
"that i couldn t",20
"that i d like",20
"that i hadn t",20
"that is what i",20
"that it isn t",20
"that need to be",20
"that no one else",20
"that s a little",20
"that s about it",20
"that s not true",20
"that s why he",20
"that the majority of",20
"that they are not",20
"that was the best",20
"the affordable care act",20
"the best part about",20
"the best part is",20
"the centre of the",20
"the city of st",20
"the cost of a",20
"the crap out of",20
"the east side of",20
"the end of may",20
"the environmental protection agency",20
"the fact that this",20
"the federal government s",20
"the first person to",20
"the green bay packers",20
"the help of a",20
"the home was sold",20
"the lack of a",20
"the launch of the",20
"the lead in the",20
"the link to the",20
"the national transportation safety",20
"the next day i",20
"the one thing i",20
"the one thing that",20
"the result is a",20
"the right to be",20
"the secretary of state",20
"the state board of",20
"the success of the",20
"the united states has",20
"the united states in",20
"them all the time",20
"then i don t",20
"there are going to",20
"there s no question",20
"there s only one",20
"there were a couple",20
"there were a lot",20
"this is a big",20
"this is the time",20
"this week s challenge",20
"those who do not",20
"times in the past",20
"to a request for",20
"to be the next",20
"to be working with",20
"to clean up the",20
"to deal with it",20
"to do a little",20
"to do it i",20
"to figure out a",20
"to find out if",20
"to find out who",20
"to get him to",20
"to have a chance",20
"to know i m",20
"to let us know",20
"to life in prison",20
"to meet you and",20
"to pay attention to",20
"to pick up some",20
"to take over the",20
"to tell the truth",20
"to the associated press",20
"to the best of",20
"to the level of",20
"to the locker room",20
"told me that he",20
"too much to ask",20
"trying to get it",20
"up a lot of",20
"up to be a",20
"ve been meaning to",20
"ve got to do",20
"wait to get back",20
"want to stay in",20
"wanted to do something",20
"was going to happen",20
"was in high school",20
"was just trying to",20
"wasn t the only",20
"way to do it",20
"we are excited to",20
"we are here to",20
"we are looking forward",20
"we can make it",20
"we do not have",20
"we don t do",20
"we don t like",20
"we had a lot",20
"we have a great",20
"we have to make",20
"we ll be back",20
"we ll see if",20
"we re giving away",20
"we still have a",20
"week and a half",20
"were able to get",20
"what do you call",20
"what he s doing",20
"what i m going",20
"what i need to",20
"what we ve been",20
"when i saw that",20
"when will you be",20
"whether or not to",20
"who lives in the",20
"who would it be",20
"why am i not",20
"will be available at",20
"will be back in",20
"will be one of",20
"will you be in",20
"will you please follow",20
"wish i could just",20
"wish there was a",20
"word on the street",20
"would be fun to",20
"would be in the",20
"would be perfect for",20
"would have loved to",20
"year old resident of",20
"you and me both",20
"you can do to",20
"you can t just",20
"you coming back to",20
"you don t mind",20
"you have to know",20
"you know i love",20
"you know that the",20
"you know what it",20
"you ll be in",20
"you re not the",20
"you want to hear",20
"10 p m monday",19
"24 hours a day",19
"30 p m and",19
"30 p m may",19
"30 p m on",19
"8 a m to",19
"90 percent of the",19
"a couple of the",19
"a few of them",19
"a grand total of",19
"a great group of",19
"a home in the",19
"a huge amount of",19
"a m 2 30",19
"a m 3 p",19
"a m 6 p",19
"a pain in the",19
"a person familiar with",19
"a quarter of the",19
"a short time later",19
"a u s citizen",19
"a week or two",19
"about half of the",19
"all i need to",19
"all it takes is",19
"all part of the",19
"am going to have",19
"and always will be",19
"and i hope to",19
"and i m very",19
"and i was able",19
"and it isn t",19
"and it s so",19
"and it s time",19
"and on and on",19
"and put it in",19
"and there will be",19
"appears to be the",19
"are in need of",19
"as president of the",19
"as quickly as possible",19
"as soon as it",19
"asked him if he",19
"at one point in",19
"at the forefront of",19
"back to the future",19
"be able to afford",19
"be nice to have",19
"be ready for the",19
"be the first time",19
"because i ve been",19
"because of all the",19
"because there is no",19
"because they didn t",19
"best part of the",19
"but at least it",19
"but i am a",19
"but i do know",19
"but it s worth",19
"but there are a",19
"by and say hi",19
"by the associated press",19
"by the time you",19
"by the way you",19
"can be hard to",19
"can be used as",19
"can u follow me",19
"can you tell me",19
"come out to the",19
"come to think of",19
"couldn t believe it",19
"couldn t wait to",19
"d like to thank",19
"d love to know",19
"day i don t",19
"did you have a",19
"did you know the",19
"do me a favor",19
"do my best to",19
"do you guys think",19
"do you have an",19
"doesn t get any",19
"doesn t matter what",19
"doesn t need to",19
"doing a great job",19
"don t care how",19
"don t have anything",19
"don t hesitate to",19
"don t know much",19
"don t let it",19
"don t talk to",19
"driving under the influence",19
"especially when it comes",19
"everyone has a great",19
"fact that i m",19
"far as i can",19
"figuring out how to",19
"find it hard to",19
"first of all i",19
"follow me i will",19
"follow me please i",19
"for a little bit",19
"for a week or",19
"for allowing me to",19
"for me to go",19
"for the city of",19
"for the city s",19
"for the next week",19
"for the past three",19
"for the price of",19
"for them to be",19
"get a hold of",19
"get away with it",19
"getting the word out",19
"girl with the dragon",19
"give a shout out",19
"glad to hear that",19
"go as far as",19
"go to the movies",19
"going to the gym",19
"good luck with that",19
"good to meet you",19
"got a call from",19
"had a dream that",19
"had to make a",19
"hanging out with my",19
"happy 4th of july",19
"happy to have you",19
"has the ability to",19
"have a look at",19
"have an opportunity to",19
"have been waiting for",19
"have been working on",19
"have to check it",19
"have to get up",19
"have to wake up",19
"he doesn t like",19
"he s been a",19
"he said i think",19
"he said it is",19
"head over to the",19
"help spread the word",19
"here s my number",19
"hi my name is",19
"him and his family",19
"hit by a car",19
"hope you have an",19
"how do i know",19
"huge thank you to",19
"i am a huge",19
"i am one of",19
"i can t decide",19
"i can t watch",19
"i could go back",19
"i could go to",19
"i couldn t do",19
"i couldn t make",19
"i decided it was",19
"i don t eat",19
"i don t hate",19
"i don t usually",19
"i don t watch",19
"i dont even know",19
"i feel like that",19
"i feel like we",19
"i found out that",19
"i go to bed",19
"i got to see",19
"i have been so",19
"i have been working",19
"i have the best",19
"i hope you feel",19
"i hope you ll",19
"i know it will",19
"i know you ll",19
"i like to keep",19
"i ll be a",19
"i ll get back",19
"i ll see what",19
"i looked at the",19
"i love all the",19
"i love you all",19
"i m doing the",19
"i m glad it",19
"i m making a",19
"i m not afraid",19
"i m not trying",19
"i m really not",19
"i m sitting here",19
"i m so sick",19
"i m taking a",19
"i m telling you",19
"i m very excited",19
"i m watching it",19
"i m wearing a",19
"i mean it s",19
"i must say i",19
"i think that i",19
"i think we ll",19
"i thought this was",19
"i try not to",19
"i usually don t",19
"i ve been meaning",19
"i ve been using",19
"i ve got some",19
"i want to meet",19
"i want to play",19
"i was lucky enough",19
"i will follow you",19
"i would but i",19
"if i can help",19
"if i were to",19
"if it was a",19
"if that s the",19
"if there is any",19
"if we can help",19
"if we didn t",19
"if we want to",19
"if you need any",19
"if you re at",19
"if you re still",19
"if you re the",19
"if you wish to",19
"in a number of",19
"in a small town",19
"in a statement the",19
"in line with the",19
"in order to make",19
"in part because of",19
"in the best interest",19
"in the company s",19
"in the department of",19
"in the final four",19
"in the mid 1990s",19
"in the past five",19
"in the past week",19
"in the presence of",19
"in the same period",19
"in the shape of",19
"in the spring and",19
"in the top 10",19
"is no longer a",19
"is now on twitter",19
"is such a great",19
"is the author of",19
"is the best thing",19
"is the start of",19
"is why i am",19
"it and i m",19
"it any other way",19
"it d be a",19
"it doesn t happen",19
"it doesn t look",19
"it i didn t",19
"it is good to",19
"it is i m",19
"it is necessary to",19
"it is possible to",19
"it s a different",19
"it s a fun",19
"it s a huge",19
"it s a wonderful",19
"it s back to",19
"it s been awhile",19
"it s on the",19
"it s very important",19
"it should have been",19
"it sounds like a",19
"it thanks for the",19
"it to be a",19
"it was a blast",19
"it was a pretty",19
"it was so good",19
"it wasn t just",19
"join us at the",19
"just a few more",19
"just don t think",19
"just made my day",19
"know i can t",19
"last day of school",19
"left in the game",19
"left in the third",19
"like i ve been",19
"like it s going",19
"like to have a",19
"look forward to working",19
"looking forward to my",19
"lost a lot of",19
"love it when you",19
"love the smell of",19
"lt span amp gt",19
