"item","Frequency"
"said it s",427
"i think the",426
"on the other",426
"and i was",425
"it is not",424
"feel like i",423
"will have to",423
"what to do",422
"a bunch of",419
"in the u",419
"in my life",418
"it is the",418
"i miss you",417
"it s so",416
"i was in",414
"in addition to",412
"but i think",411
"going to have",411
"he said he",409
"i think we",409
"in the city",409
"be in the",408
"what s up",406
"a part of",403
"back in the",403
"going to get",403
"i thought i",403
"that it was",403
"if it s",402
"percent of the",402
"when i m",402
"he was a",397
"on the way",397
"want to see",397
"haven t been",395
"just don t",395
"i d like",393
"is a good",393
"for a few",391
"thank you so",391
"it has been",390
"part of a",390
"i got a",389
"it to the",387
"we re going",387
"m not sure",385
"that i was",385
"think i m",385
"we can t",385
"we will be",385
"all the way",384
"can t be",384
"check out the",384
"it s hard",383
"we didn t",383
"but that s",382
"members of the",382
"we want to",382
"i used to",381
"is expected to",381
"on top of",381
"s been a",380
"of my favorite",379
"s a good",379
"is a great",378
"supposed to be",378
"i went to",377
"seems to be",377
"to all the",376
"i am going",375
"i m on",375
"but it is",374
"the new york",374
"was able to",374
"for all the",373
"let us know",372
"look at the",372
"of the new",372
"in the end",370
"that doesn t",370
"at this point",369
"go back to",368
"i m glad",368
"many of the",368
"of my life",368
"and i think",367
"want to go",367
"didn t want",366
"it in the",366
"you know what",366
"a great time",364
"didn t get",364
"i know it",364
"the back of",364
"the only one",364
"we had a",364
"will be the",364
"a little more",363
"all over the",363
"in love with",363
"i think you",362
"to be able",361
"to find a",361
"i guess i",360
"you can see",360
"in the next",359
"don t care",357
"is on the",357
"to see what",357
"don t need",356
"am going to",355
"that i can",355
"please follow me",354
"the same thing",354
"to figure out",354
"hope to see",353
"i ve had",353
"according to a",351
"but i don",351
"this is not",351
"i decided to",350
"i know that",350
"thought it was",350
"you ve got",350
"don t you",349
"and don t",348
"the way to",348
"can t get",347
"up with a",347
"in the future",346
"you re welcome",346
"a few days",345
"member of the",345
"that it is",345
"want to do",345
"and i can",344
"i do not",343
"i ll have",343
"ll have to",343
"of the first",343
"we ve got",343
"by the way",342
"is the only",342
"get out of",341
"i thought it",341
"the company s",340
"i ve seen",339
"one of them",339
"shout out to",339
"the world s",339
"director of the",338
"to talk to",338
"was in the",338
"went to the",338
"you didn t",338
"over the past",337
"and i will",336
"and it is",336
"it didn t",336
"president of the",336
"the only thing",335
"and of course",334
"7 p m",333
"in the country",333
"be a good",332
"front of the",331
"on the road",331
"said he was",331
"that was a",331
"a great weekend",330
"and if you",330
"away from the",330
"i just want",330
"just want to",330
"needs to be",330
"they didn t",330
"you re going",330
"d love to",329
"i ve ever",329
"that he was",329
"to find out",329
"out of my",327
"and i ll",326
"i was just",326
"know how to",326
"a series of",324
"i like to",324
"i love that",324
"there was no",324
"but i can",322
"i love my",322
"a few weeks",321
"and a half",321
"as a result",321
"i d be",321
"i know you",321
"in the united",321
"the idea of",321
"don t be",320
"to talk about",320
"30 a m",318
"what i m",318
"have to go",317
"is not the",317
"to do a",317
"to try to",317
"when he was",317
"come up with",316
"to say that",316
"a good day",315
"do you know",315
"in the house",315
"what s your",315
"much of the",314
"doesn t have",313
"he said the",313
"in a statement",313
"to do the",313
"you know that",313
"i m sorry",312
"i was going",312
"i would love",312
"a member of",311
"a pair of",311
"the bottom of",311
"to do that",311
"he s not",310
"thank you to",310
"to see if",310
"was the first",310
"we ve been",310
"to work with",309
"s not a",308
"a few years",306
"you ll be",306
"on my way",305
"the nation s",305
"to all of",305
"you can do",305
"because it s",304
"happy new year",304
"has to be",304
"i would like",304
"it s an",304
"no matter what",304
"of the game",304
"said it was",304
"the beginning of",304
"would have to",304
"did you know",303
"for more than",303
"know it s",303
"s hard to",303
"take care of",303
"this year s",303
"i would be",302
"we re not",302
"and in the",301
"in a few",301
"to get out",301
"you are a",301
"of the week",300
"s what i",300
"to look at",300
"you re in",300
"and i don",299
"i m trying",299
"now it s",299
"out in the",298
"it s about",297
"of the time",297
"sounds like a",297
"to keep the",296
"up on the",296
"be on the",295
"but i have",295
"rt if you",295
"t forget to",295
"to get my",295
"to take the",295
"have no idea",293
"in the third",293
"the name of",293
"to get back",293
"are you going",292
"have been a",292
"i get to",292
"i wonder if",292
"of all the",292
"s o to",292
"the kind of",291
"up with the",291
"wouldn t be",291
"are in the",290
"to deal with",290
"by the time",289
"of the city",289
"the opportunity to",289
"used to be",289
"a variety of",286
"there are a",286
"around the world",285
"i m the",285
"in terms of",285
"it can be",285
"to meet you",285
"but i am",284
"t know how",284
"will be in",284
"a lot more",283
"over the years",283
"so it s",283
"a group of",282
"for a new",282
"to be on",282
"new york city",281
"it should be",280
"want to get",280
"will not be",280
"you can get",280
"you haven t",280
"as far as",279
"for you to",279
"i m getting",279
"like i m",279
"out to the",279
"that was the",279
"have to say",278
"is the first",278
"a piece of",277
"and i love",277
"for all of",277
"i m really",277
"in the area",277
"know what i",277
"make sure you",277
"that is a",277
"time to get",277
"at least one",276
"get back to",276
"is the most",276
"of the state",276
"to get it",276
"a good time",275
"have a lot",275
"here s a",275
"i like the",275
"going to do",274
"middle of the",274
"to do so",274
"a year ago",273
"for the rest",273
"i can get",273
"you going to",273
"you will be",273
"in the state",272
"a m to",271
"i m pretty",271
"seem to be",271
"i d love",270
"s time to",270
"to have to",270
"at the moment",269
"doesn t mean",269
"don t let",269
"i m doing",269
"what is the",269
"any of the",268
"i m at",268
"no matter how",268
"the city of",268
"the other day",268
"in the back",267
"it looks like",267
"s a great",267
"that is the",267
"the amount of",267
"the cost of",267
"to have the",267
"by the end",266
"if i had",266
"out of a",266
"so much fun",266
"what kind of",266
"when i get",266
"with all the",266
"if i m",265
"know if you",265
"that you can",265
"the white house",265
"of course i",264
"the st louis",264
"half of the",263
"i can do",263
"i m looking",263
"to check out",263
"ve got to",263
"was a great",263
"for the last",262
"in a row",262
"see you there",262
"such as the",262
"that s all",262
"a few of",261
"because i m",261
"didn t even",261
"i have the",261
"in the game",261
"the start of",261
"been able to",260
"more and more",260
"one of our",260
"to see a",260
"8 p m",259
"all of us",259
"and then i",259
"happy birthday to",259
"and we re",258
"if i can",258
"some of my",258
"would be the",258
"10 a m",257
"for more information",257
"it isn t",257
"me i m",257
"out to be",257
"ready for the",257
"don t understand",256
"be a great",255
"don t see",255
"for the past",255
"i get a",255
"is that the",255
"know what you",255
"is trying to",254
"me and i",254
"that i had",254
"to see it",254
"you won t",254
"don t worry",253
"i did not",253
"lot of people",253
"t have the",253
"the people who",253
"to go back",253
"to watch the",253
"but if you",252
"he said i",252
"i think he",252
"it was so",252
"a matter of",251
"is such a",251
"it s really",251
"on the floor",251
"s a lot",251
"t know if",251
"that s how",251
"the time to",251
"was a good",251
"all of you",250
"based on the",250
"know i m",250
"over the next",250
"they want to",250
"ve got a",250
"i just got",249
"to be an",249
"to create a",249
"where are you",249
"happy mother s",248
"so you can",248
"thanks for sharing",248
"the right to",248
"a good thing",247
"but don t",247
"president barack obama",247
"to pick up",247
"11 a m",246
"and he s",246
"and you can",246
"feel free to",246
"they re not",246
"just have to",245
"and i had",244
"due to the",244
"every time i",244
"in my head",244
"the next day",244
"you know i",244
"just a few",243
"the use of",243
"to work on",243
"at the top",242
"first time in",242
"the last time",242
"the time of",242
"we ll see",242
"you and your",242
"9 p m",241
"hope you re",241
"i got to",241
"so we can",241
"to pay for",241
"to see how",241
"to win the",241
"when it s",241
"bit of a",240
"getting ready for",240
"had to be",240
"he is a",240
"is there a",240
"this is what",240
"you re the",240
"don t miss",239
"for some reason",239
"the ability to",239
"there are no",239
"what it is",239
"for the mention",238
"in the face",238
"just can t",238
"m trying to",238
"to do something",238
"to do this",238
"wish i had",238
"and have a",237
"it s my",237
"i can see",236
"is a very",236
"last year s",236
"over the last",236
"should be a",236
"the most important",236
"this is my",236
"for a long",235
"for the day",235
"hope you have",235
"how much i",235
"in a while",235
"just wanted to",235
"of the house",235
"the way i",235
"to come to",235
"up for the",235
"let s get",234
"more of a",234
"of the night",234
"the size of",234
"for the new",233
"it s also",233
"will continue to",233
"a picture of",232
"and there s",232
"at the university",232
"he said it",232
"if you need",232
"to tell you",232
"it it s",231
"way to go",231
"for those who",230
"may not be",230
"to use the",230
"a few more",229
"in the new",229
"it could be",229
"t think i",229
"all of my",228
"i was so",228
"isn t a",228
"the best of",228
"the other side",228
"when you have",228
"in the air",227
"let you know",227
"looks like a",227
"my way to",227
"that i ve",227
"you had a",227
"across the country",226
"i m thinking",226
"in the case",226
"it s only",226
"make sure to",226
"that there is",226
"the same way",226
"what s going",226
"being able to",225
"i could have",225
"that they are",225
"wait for the",225
"what is your",225
"who wants to",225
"as it is",224
"bottom of the",224
"in st louis",224
"a few minutes",223
"that you re",223
"welcome to the",223
"wish i was",223
"and i ve",222
"and they are",222
"don t feel",222
"for the ff",222
"he has a",222
"if you like",222
"have to get",221
"hope you are",221
"like to see",221
"to get some",221
"want to know",221
"you know you",221
"day of the",220
"i try to",220
"it won t",220
"of the way",220
"out on the",220
"people in the",220
"s one of",220
"the next few",220
"the time i",220
"they have a",220
"this was a",220
"to get in",220
"to listen to",220
"are you doing",219
"in the fourth",219
"there are some",219
"all of them",218
"come to the",218
"get to the",218
"in the process",218
"it s still",218
"the only way",218
"a sense of",217
"down to the",217
"happy mothers day",217
"if i could",217
"on the same",217
"she didn t",217
"that s just",217
"the team s",217
"way to the",217
"when you are",217
"could have been",216
"haven t seen",216
"i want a",216
"it was just",216
"the power of",216
"who don t",216
"10 p m",215
"and this is",215
"best way to",215
"it ll be",215
"ready to go",215
"really don t",215
"to the next",215
"a list of",214
"are looking for",214
"he wasn t",214
"so proud of",214
"that we are",214
"well as the",214
"and we ll",213
"but i ll",213
"forward to the",213
"in san francisco",213
"in the car",213
"it on the",213
"on how to",213
"right now i",213
"the second half",213
"to say i",213
"in the way",212
"more than 1",212
"thanks for your",212
"was on the",212
"wouldn t have",212
"you know it",212
"and all the",211
"getting ready to",211
"go to bed",211
"had no idea",211
"t even know",211
"able to get",210
"as you can",210
"i hate when",210
"it i m",210
"nothing to do",210
"the best way",210
"the majority of",210
"5 p m",209
"and i are",209
"and i just",209
"at some point",209
"didn t think",209
"i think they",209
"isn t it",209
"the first round",209
"you guys are",209
"4 p m",208
"hall of fame",208
"is part of",208
"it to be",208
"me in the",208
"s going on",208
"the federal government",208
"was a little",208
"could be a",207
"did you get",207
"i ve always",207
"love you too",207
"need to do",207
"on to the",207
"that we have",207
"that will be",207
"a good idea",206
"a lot to",206
"and one of",206
"and will be",206
"if i was",206
"in the final",206
"it s always",206
"last night i",206
"that this is",206
"that you are",206
"the last few",206
"they can t",206
"we had to",206
"and you re",205
"but i was",205
"can be a",205
"forward to seeing",205
"gonna be a",205
"i am in",205
"i had the",205
"in the early",205
"it was an",205
"or at least",205
"so if you",205
"thanks to all",205
"when you get",205
"will be on",205
"you ve been",205
"are trying to",204
"but there s",204
"can t do",204
"can t even",204
"he s been",204
"one of his",204
"people who are",204
"they need to",204
"we are going",204
"what happened to",204
"and we are",203
"don t do",203
"even though i",203
"for me i",203
"in the day",203
"of the people",203
"to become a",203
"will have a",203
"can i get",202
"get rid of",202
"i had no",202
"know what to",202
"out how to",202
"the other hand",202
"a few months",201
"be one of",201
"me and my",201
"that he had",201
"to me and",201
"what a great",201
"6 p m",200
"but you can",200
"on the ground",200
"really want to",200
"to find the",200
"along with the",199
"go to sleep",199
"so much to",199
"to have you",199
"what you re",199
"will be at",199
"you are the",199
"you get a",199
"you have any",199
"you have the",199
"can t find",198
"i like it",198
"if it was",198
"in a way",198
"parts of the",198
"so excited to",198
"that he s",198
"the state of",198
"time for a",198
"two of the",198
"all of our",197
"but in the",197
"the way you",197
"to me i",197
"was supposed to",197
"you in the",197
"but he s",196
"don t really",196
"on the phone",196
"she doesn t",196
"spread the word",196
"the lack of",196
"the story of",196
"were going to",196
"will be able",196
"back on the",195
"he wanted to",195
"in recent years",195
"isn t the",195
"it is to",195
"it s very",195
"it was great",195
"of the same",195
"t seem to",195
"and didn t",194
"had a good",194
"much for the",194
"the associated press",194
"the first half",194
"they have to",194
"want to make",194
"you for your",194
"at least a",193
"said he s",193
"to think about",193
"were able to",193
"have you been",192
"he wants to",192
"it makes me",192
"it would have",192
"not to be",192
"on the radio",192
"the chance to",192
"the past few",192
"this isn t",192
"working on a",192
"be at the",191
"do you want",191
"i know what",191
"i love this",191
"i m ready",191
"i was able",191
"it s good",191
"s not the",191
"t going to",191
"that he is",191
"to the public",191
"waiting for the",191
"a few hours",190
"as one of",190
"back of the",190
"don t wanna",190
"in los angeles",190
"m not a",190
"me know if",190
"this will be",190
"to start the",190
"you are not",190
"here s the",189
"i should have",189
"i tried to",189
"i ve heard",189
"in high school",189
"the department of",189
"the difference between",189
"the process of",189
"to the city",189
"two years ago",189
"are the best",188
"for the most",188
"give me a",188
"he did not",188
"keep up the",188
"love to see",188
"much as i",188
"s why i",188
"the death of",188
"all of this",187
"be the best",187
"for a great",187
"i love how",187
"is just a",187
"like it s",187
"little bit of",187
"m not going",187
"one of these",187
"the last two",187
"the world is",187
"this week s",187
"to win a",187
"and the other",186
"going to see",186
"he had a",186
"on the new",186
"shouldn t be",186
"that can be",186
"the history of",186
"time for the",186
"to know that",186
"to know what",186
"want you to",186
"who has been",186
"a good one",185
"all is well",185
"but i do",185
"i am the",185
"i go to",185
"in your life",185
"it as a",185
"place in the",185
"she s a",185
"the importance of",185
"what you think",185
"while i was",185
"and his wife",184
"and i know",184
"do the same",184
"i ll take",184
"need to go",184
"out of it",184
"so much more",184
"that there are",184
"to focus on",184
"up and down",184
"a fan of",183
"a result of",183
"but i ve",183
"he s the",183
"hit me up",183
"it s too",183
"last year and",183
"there s nothing",183
"this is an",183
"this is one",183
"to catch up",183
"to try and",183
"we have been",183
"why am i",183
"and now i",182
"are expected to",182
"each of the",182
"going to make",182
"i have never",182
"i look forward",182
"i still have",182
"in a large",182
"is what i",182
"she said she",182
"that has been",182
"the los angeles",182
"to do is",182
"way to get",182
"we ll have",182
"what the hell",182
"along the way",181
"and that is",181
"may have been",181
"to come back",181
"to come out",181
"up in a",181
"was trying to",181
"be part of",180
"but this is",180
"first day of",180
"here is a",180
"i got the",180
"ll be there",180
"people don t",180
"that you have",180
"the country s",180
"to be done",180
"to be more",180
"valentine s day",180
"can t help",179
"for me and",179
"is to be",179
"it was not",179
"now i have",179
"of the month",179
"they are not",179
"think about it",179
"are on the",178
"for at least",178
"for the shout",178
"forward to it",178
"great to see",178
"have you ever",178
"i see you",178
"is like a",178
"make it to",178
"on the back",178
"and for the",177
"because it was",177
"expected to be",177
"figure out how",177
"follow me i",177
"i ll get",177
"i m about",177
"of all time",177
"of the other",177
"thank you i",177
"that i would",177
"that kind of",177
"the world and",177
"time of year",177
"to be at",177
"to one of",177
"you know the",177
"and he was",176
"as good as",176
"but there is",176
"do not have",176
"have a wonderful",176
"know that i",176
"not sure if",176
"the age of",176
"the one who",176
"you get the",176
"you like to",176
"a bit more",175
"a trip to",175
"at least i",175
"in the kitchen",175
"let s see",175
"there have been",175
"thought i d",175
"up for a",175
"we are all",175
"you get to",175
"2 p m",174
"9 a m",174
"and there are",174
"he was the",174
"i love your",174
"i m here",174
"if you haven",174
"in one of",174
"in the us",174
"involved in the",174
"over to the",174
"that is not",174
"that s my",174
"to go out",174
"you know how",174
"you think you",174
"an opportunity to",173
"back into the",173
"check out our",173
"didn t see",173
"i really want",173
"if you do",173
"me if you",173
"not to mention",173
"out for the",173
"t make it",173
"t need to",173
"that s right",173
"awkward moment when",172
"can do it",172
"if there is",172
"is gonna be",172
"is that i",172
"more than 100",172
"reminds me of",172
"t have any",172
"thanks for all",172
"to all my",172
"to everyone who",172
"we ve had",172
"what did you",172
"will you be",172
"would not be",172
"a handful of",171
"hasn t been",171
"i hadn t",171
"in this case",171
"less than a",171
"that i don",171
"the hunger games",171
"them in the",171
"to be honest",171
"we are not",171
"you can find",171
"chance to win",170
"don t make",170
"have to wait",170
"in the right",170
"look like a",170
"on the first",170
"on the right",170
"over and over",170
"s the best",170
"was the only",170
"at one point",169
"cinco de mayo",169
"have a few",169
"i d rather",169
"i was thinking",169
"if you ve",169
"it may be",169
"now that i",169
"of a new",169
"of the top",169
"really need to",169
"so i have",169
"thanks to the",169
"you d like",169
"amp amp amp",168
"and out of",168
"be the first",168
"black and white",168
"but i will",168
"executive director of",168
"has not been",168
"have to make",168
"him in the",168
"in an interview",168
"in other words",168
"new year s",168
"not want to",168
"time in the",168
"to have been",168
"to the top",168
"wasn t a",168
"a ton of",167
"first time i",167
"going to go",167
"i made a",167
"i woke up",167
"if you were",167
"in a small",167
"is a little",167
"is that it",167
"m pretty sure",167
"might be a",167
"oh my god",167
"st louis county",167
"the first of",167
"the same as",167
"to the point",167
"up at the",167
"we have the",167
"what are your",167
"why is it",167
"will always be",167
"a look at",166
"and then the",166
"are a few",166
"but there are",166
"he is the",166
"he will be",166
"i should be",166
"if it is",166
"it might be",166
"of course the",166
"rt i m",166
"see you soon",166
"t do it",166
"t think it",166
"the course of",166
"the past two",166
"the supreme court",166
"they will be",166
"to give the",166
"vice president of",166
"you re doing",166
"but i know",165
"couple of weeks",165
"for the weekend",165
"i have had",165
"i m back",165
"i really like",165
"is a lot",165
"it in a",165
"it s almost",165
"of the country",165
"should have been",165
"the day i",165
"the face of",165
"the sound of",165
"to see that",165
"you follow me",165
"a copy of",164
"a total of",164
"and a few",164
"i have ever",164
"i m done",164
"in the fall",164
"known as the",164
"learn how to",164
"the heart of",164
"trying to make",164
"we re all",164
"when she was",164
"which is a",164
"who you are",164
"a long way",163
"back and forth",163
"excited to see",163
"follow me back",163
"for us to",163
"great way to",163
"it but i",163
"it s one",163
"s gonna be",163
"that i could",163
"the point of",163
"the side of",163
"wanted to be",163
"and lots of",162
"get to see",162
"goal is to",162
"in favor of",162
"in san diego",162
"is about to",162
"is so much",162
"it s pretty",162
"not sure what",162
"the way the",162
"there are many",162
"this is why",162
"to see my",162
"to the world",162
"try to get",162
"were in the",162
"a spokesman for",161
"do you like",161
"give it a",161
"how to make",161
"is going on",161
"it is so",161
"of the things",161
"said in an",161
"to stay in",161
"could not be",160
"family and friends",160
"for a little",160
"i hope to",160
"i just love",160
"i live in",160
"i m tired",160
"some kind of",160
"thought i was",160
"will be there",160
"you at the",160
"3 p m",159
"and that the",159
"and they re",159
"can t stop",159
"close to the",159
"in the nation",159
"last day of",159
"let s do",159
"me want to",159
"on the field",159
"some sort of",159
"that s awesome",159
"the center of",159
"the shout out",159
"this year i",159
"time of the",159
"to the state",159
"trying to figure",159
"follow me please",158
"head of the",158
"i got my",158
"i love to",158
"just a little",158
"left in the",158
"m in the",158
"made it to",158
"that in the",158
"that s it",158
"that we can",158
"the one that",158
"this time of",158
"those who are",158
"thx for the",158
"to those who",158
"when it was",158
"with a little",158
"you are so",158
"you aren t",158
"a very good",157
"and we have",157
"appears to be",157
"came up with",157
"come back to",157
"earlier this year",157
"for them to",157
"he has been",157
"i could be",157
"i m excited",157
"s a little",157
"see you at",157
"the obama administration",157
"to buy a",157
"to go on",157
"to say the",157
"washington d c",157
"we can do",157
"we love you",157
"you are in",157
"you re right",157
"a beautiful day",156
"a time when",156
"doesn t matter",156
"early in the",156
"give you a",156
"go to a",156
"going back to",156
"has been the",156
"how to get",156
"i know the",156
"i m very",156
"if there s",156
"in the top",156
"my best friend",156
"next to the",156
"on the internet",156
"on the side",156
"please don t",156
"stay tuned for",156
"there is nothing",156
"to build a",156
"to follow me",156
"who doesn t",156
"you would like",156
"don t go",155
"in honor of",155
"isn t that",155
"only a few",155
"r i p",155
"see you in",155
"t know why",155
"that it would",155
"that s when",155
"we went to",155
"well as a",155
"but they are",154
"do with the",154
"for following me",154
"have the same",154
"he was in",154
"here is the",154
"i just don",154
"i was not",154
"make sure that",154
"of more than",154
"over the weekend",154
"s just a",154
"s time for",154
"such a great",154
"whether or not",154
"why don t",154
"contributed to this",153
"declined to comment",153
"i m good",153
"i m hoping",153
"i was there",153
"off to the",153
"so excited for",153
"so many people",153
"soon as i",153
"talk to me",153
"this week i",153
"to go with",153
"wanted to do",153
"why can t",153
"would you like",153
"1 2 cup",152
"but at least",152
"didn t do",152
"for a couple",152
"he and his",152
"here in the",152
"i can say",152
"i have an",152
"i m happy",152
"not so much",152
"t get it",152
"that would have",152
"the way it",152
"think i ll",152
"to be one",152
"why are you",152
"all i can",151
"at this time",151
"i m watching",151
"i will never",151
"i will not",151
"it has a",151
"maybe it s",151
"said i m",151
"the value of",151
"to hear that",151
"version of the",151
"was at the",151
"went on to",151
"what you do",151
"because of a",150
"cant wait to",150
"don t believe",150
"even if it",150
"grew up in",150
"i m working",150
"in the late",150
"in the meantime",150
"is why i",150
"m about to",150
"no idea what",150
"of the last",150
"say that i",150
"the fourth quarter",150
"the things that",150
"think that s",150
"to get into",150
"to play with",150
"we are in",150
"and thank you",149
"as many as",149
"back to work",149
"doesn t want",149
"i really don",149
"it s gonna",149
"know you re",149
"me when i",149
"so i am",149
"so that s",149
"that we re",149
"the first place",149
"the need for",149
"they have been",149
"to change the",149
"trying to find",149
"what it s",149
"what you are",149
"you are going",149
"you re so",149
"and i would",148
"day to all",148
"even if you",148
"for him to",148
"i ain t",148
"in need of",148
"is also a",148
"it seems like",148
"miss you too",148
"out of town",148
"should not be",148
"that didn t",148
"that no one",148
"the first quarter",148
"the need to",148
"there are so",148
"to be there",148
"to do what",148
"to worry about",148
"you ll have",148
"and there is",147
"are so many",147
"best of luck",147
"don t give",147
"feel like a",147
"he had been",147
"listening to the",147
"live in the",147
"much of a",147
"of thousands of",147
"that s where",147
"that they were",147
"the future of",147
"the loss of",147
"to be back",147
"to live in",147
"to the new",147
"today is the",147
"told me that",147
"turned out to",147
"what you want",147
"you and i",147
"you like it",147
"be a part",146
"can t sleep",146
"don t mind",146
"going on in",146
"it s in",146
"it was like",146
"might as well",146
"might have been",146
"not in the",146
"the price of",146
"the whole thing",146
"wait to get",146
"what i do",146
"1 p m",145
"a man who",145
"addition to the",145
"check out my",145
"day in the",145
"doesn t make",145
"going to take",145
"here are some",145
"i guess it",145
"if you could",145
"in the room",145
"is all about",145
"is no longer",145
"out of his",145
"the best thing",145
"the way he",145
"to get up",145
"to the u",145
"wants to be",145
"was a bit",145
"we all know",145
"when they are",145
"with the new",145
"beginning of the",144
"for the support",144
"hope you had",144
"i love u",144
"i told him",144
"in new jersey",144
"is the same",144
"it s on",144
"ll be in",144
"not at all",144
"on the street",144
"ready for a",144
"s all about",144
"so i could",144
"the quality of",144
"the right thing",144
"the world to",144
"thing to do",144
"this year and",144
"when i saw",144
"years in prison",144
"you can make",144
"you think of",144
"all of your",143
"and you will",143
"at the beginning",143
"because they are",143
"chairman of the",143
"few years ago",143
"friends and family",143
"going to try",143
"i felt like",143
"i have not",143
"i was like",143
"if they are",143
"in the mail",143
"in the summer",143
"lot of the",143
"of one of",143
"of the past",143
"of the u",143
"said he had",143
"she was a",143
"the school s",143
"the world of",143
"this was the",143
"well i m",143
"what i was",143
"why do you",143
"and can t",142
"and had a",142
"and i hope",142
"and when i",142
"because it is",142
"for the best",142
"i just saw",142
"i want you",142
"if i don",142
"it s true",142
"just had a",142
"just need to",142
"love to hear",142
"m at the",142
"more than one",142
"need to make",142
"s kind of",142
"that don t",142
"the first to",142
"the regular season",142
"with a few",142
"an effort to",141
"and all of",141
"as i was",141
"better than the",141
"during the day",141
"i was on",141
"in my mind",141
"in the playoffs",141
"is a big",141
"it and i",141
"me it s",141
"none of the",141
