"w1","w2","rank"
"eat","vegetables",5
"eat","want",4
"eat","way",6
"eat","well",9
"eat","whole",6
"eat","will",8
"eating","breakfast",14
"eating","burritos",3
"eating","chicken",10
"eating","dinner",19
"eating","disorder",9
"eating","disorders",10
"eating","drinking",14
"eating","exercising",3
"eating","food",13
"eating","fruit",5
"eating","good",8
"eating","habits",14
"eating","healthy",13
"eating","hot",6
"eating","like",7
"eating","lunch",19
"eating","meat",5
"eating","much",12
"eating","one",11
"eating","outdoor",3
"eating","patterns",3
"eating","peanut",4
"eating","pizza",14
"eating","raw",5
"eating","really",3
"eating","restaurant",4
"eating","salad",6
"eating","sleeping",5
"eating","something",4
"eating","vegetables",4
"eating","vegetarian",3
"eats","pizza",3
"eau","claire",11
"ebay","got",3
"echo","park",14
"economic","benefits",8
"economic","crisis",34
"economic","development",122
"economic","growth",61
"economic","impact",13
"economic","meltdown",7
"economic","outlook",4
"economic","recovery",53
"economic","social",6
"economic","times",19
"economically","challenged",3
"economics","professor",7
"economy","added",6
"economy","better",4
"economy","big",3
"economy","can",7
"economy","future",4
"economy","going",6
"economy","real",3
"economy","see",3
"economy","still",14
"economy","will",23
"ed","asner",4
"eddie","van",3
"eden","prairie",6
"edgar","allan",11
"edgar","rice",4
"edge","cliff",4
"edge","just",3
"edge","one",4
"edge","seat",15
"edge","town",6
"edged","sword",5
"edible","plants",3
"edition","will",6
"editor","national",4
"editorial","board",24
"editors","agents",4
"edmund","burke",5
"educate","children",9
"educated","people",7
"education","advocacy",5
"education","center",11
"education","children",9
"education","community",7
"education","country",4
"education","department",22
"education","employment",3
"education","get",4
"education","important",7
"education","just",5
"education","learning",4
"education","local",3
"education","new",8
"education","program",10
"education","programs",14
"education","reform",16
"education","said",13
"education","self",3
"education","society",3
"education","system",35
"education","today",4
"education","week",3
"education","will",16
"education","without",5
"education","youth",3
"educational","programs",13
"educational","system",10
"educational","trust",3
"edward","norton",8
"edward","scissorhands",6
"eerily","similar",8
"ef","mm",3
"effect","april",5
"effect","just",4
"effect","long",4
"effect","much",4
"effect","one",4
"effect","people",6
"effect","positive",4
"effect","will",10
"effective","leader",4
"effective","team",3
"effective","use",4
"effective","way",17
"effective","ways",4
"effects","can",4
"effects","cocaine",3
"efficient","manner",7
"efficient","way",4
"effort","bring",5
"effort","can",7
"effort","get",11
"effort","go",6
"effort","know",3
"effort","make",14
"effort","part",6
"effort","put",14
"effort","really",4
"effort","will",16
"effort","worth",6
"effort","worthwhile",3
"efforts","bring",7
"efforts","create",3
"efforts","end",3
"efforts","help",4
"efforts","keep",11
"efforts","make",9
"efforts","raise",4
"efforts","will",8
"egg","carton",3
"egg","cream",6
"egg","face",6
"egg","hunt",25
"egg","hunts",9
"egg","nog",8
"egg","pour",3
"egg","roll",12
"egg","rolls",5
"egg","salad",15
"egg","white",10
"egg","whites",42
"eggplant","zucchini",4
"eggs","benedict",9
"eggs","can",4
"eggs","cheese",8
"eggs","easter",3
"eggs","ham",5
"eggs","made",4
"eggs","will",7
"ego","will",5
"egyptian","government",5
"egyptian","people",3
"ehud","barak",3
"eiffel","tower",17
"eight","children",5
"eight","days",23
"eight","groups",3
"eight","hours",25
"eight","minutes",18
"eight","months",42
"eight","nine",15
"eight","people",25
"eight","teams",6
"eight","times",21
"eight","years",105
"eighteen","months",4
"eighth","grade",16
"either","can",4
"either","case",9
"either","drunk",4
"either","end",13
"either","event",4
"either","fire",3
"either","get",9
"either","getting",5
"either","go",5
"either","going",16
"either","good",10
"either","got",10
"either","great",4
"either","just",17
"either","least",5
"either","like",10
"either","love",11
"either","make",8
"either","never",5
"either","new",6
"either","one",34
"either","online",3
"either","party",8
"either","person",7
"either","put",4
"either","see",5
"either","side",58
"either","team",10
"either","us",9
"either","using",6
"either","want",7
"either","watch",3
"either","way",181
"either","will",15
"either","win",4
"either","work",5
"el","camino",32
"el","dorado",21
"el","paso",62
"el","salvador",13
"elated","see",3
"elbow","back",3
"elbow","grease",5
"elbow","room",3
"elbow","way",3
"elbows","knees",3
"elderly","disabled",7
"elderly","man",12
"elderly","woman",10
"elected","leaders",4
"elected","office",16
"elected","officials",86
"elected","president",17
"elected","representatives",8
"election","barack",3
"election","campaigns",5
"election","day",57
"election","fraud",6
"election","going",3
"election","laws",5
"election","news",4
"election","november",7
"election","results",20
"election","time",8
"election","will",13
"election","year",40
"elections","board",7
"elections","will",7
"electoral","process",4
"electoral","votes",11
"electric","bill",5
"electric","car",13
"electric","company",6
"electric","guitar",14
"electric","light",5
"electric","power",8
"electric","shock",5
"electric","supply",4
"electrical","outlet",3
"electrical","system",8
"electricity","running",4
"electromagnetic","field",3
"electronic","cigarettes",3
"electronic","device",6
"electronic","devices",13
"electronic","music",9
"elegant","yet",3
"element","surprise",3
"elementary","school",162
"elementary","schools",34
"elephant","room",11
"eleven","days",3
"eleven","years",7
"eli","manning",27
"eligible","free",5
"eligible","need",3
"eligible","win",7
"elin","nordegren",3
"elite","team",5
"elizabeth","ii",7
"elizabeth","taylor",10
"elizabeth","warren",10
"elk","grove",13
"ella","fitzgerald",8
"ellen","degeneres",9
"ellen","page",3
"ellis","island",8
"elmore","leonard",4
"else","agree",7
"else","around",9
"else","bad",4
"else","came",5
"else","can",69
"else","cant",5
"else","comes",5
"else","coming",5
"else","cook",3
"else","done",6
"else","entirely",7
"else","even",6
"else","everyone",4
"else","fails",17
"else","find",10
"else","fine",4
"else","first",3
"else","found",4
"else","game",4
"else","get",14
"else","gets",6
"else","getting",12
"else","go",19
"else","goes",4
"else","going",49
"else","got",11
"else","great",8
"else","happened",3
"else","just",35
"else","know",16
"else","life",6
"else","like",30
"else","living",3
"else","love",7
"else","make",8
"else","makes",5
"else","matter",3
"else","maybe",7
"else","might",10
"else","mind",5
"else","name",6
"else","need",16
"else","needed",4
"else","new",12
"else","one",10
"else","people",7
"else","real",6
"else","really",15
"else","remember",4
"else","said",15
"else","say",12
"else","says",4
"else","shared",3
"else","show",3
"else","take",6
"else","though",5
"else","thought",4
"else","time",9
"else","understand",3
"else","use",7
"else","used",5
"else","want",18
"else","wants",12
"else","watching",15
"else","way",4
"else","will",69
"else","wonder",5
"else","work",4
"else","world",14
"elses","house",3
"elses","life",6
"elton","john",17
"elvis","presley",14
"em","just",4
"em","one",4
"email","account",11
"email","accounts",8
"email","address",140
"email","addresses",16
"email","also",8
"email","asking",5
"email","box",5
"email","calendar",3
"email","can",45
"email","comments",3
"email","exchange",4
"email","friday",8
"email","friends",3
"email","get",16
"email","information",6
"email","just",7
"email","list",15
"email","marketing",15
"email","messages",9
"email","newsletters",5
"email","one",6
"email","phone",5
"email","put",4
"email","questions",9
"email","saying",10
"email","send",12
"email","sent",25
"email","service",4
"email","spam",3
"email","subject",8
"email","text",6
"email","two",5
"email","us",92
"email","went",4
"email","will",55
"emailed","say",4
"emailed","us",5
"emails","calls",5
"emails","phone",8
"emails","send",3
"emails","sent",8
"emails","text",3
"emails","week",3
"embarrassment","riches",4
"embrace","new",3
"emerald","green",8
"emerald","isle",5
"emergence","new",3
"emergency","call",7
"emergency","department",14
"emergency","food",4
"emergency","management",38
"emergency","manager",21
"emergency","medical",10
"emergency","response",14
"emergency","room",52
"emergency","rooms",7
"emerging","economies",5
"emerging","markets",13
"emily","blunt",4
"emily","dickinson",10
"eminent","domain",17
"emma","stone",15
"emmy","award",6
"emmy","awards",6
"emotion","great",3
"emotional","abuse",5
"emotional","attachment",4
"emotional","impact",4
"emotional","intelligence",8
"emotional","mental",4
"emotional","support",7
"emotional","week",4
"emotionally","detached",3
"emotions","feelings",3
"emperor","clothes",3
"empire","state",30
"employees","including",10
"employees","volunteers",5
"employees","will",28
"employment","opportunities",7
"employment","training",3
"empower","people",6
"empty","bottle",4
"empty","egg",3
"empty","house",4
"empty","nest",3
"empty","now",3
"empty","space",9
"emulate","success",4
"en","masse",16
"en","place",5
"en","route",92
"enables","us",10
"encountered","two",3
"encourage","get",5
"encourage","others",14
"encourage","people",15
"encourage","students",8
"encourage","watch",4
"encourages","people",6
"encourages","us",3
"encouraging","people",5
"encouraging","see",3
"encouraging","words",8
"end","also",5
"end","another",6
"end","apartheid",3
"end","april",22
"end","around",3
"end","august",11
"end","beginning",7
"end","book",8
"end","c",3
"end","can",14
"end","class",4
"end","comes",5
"end","continued",4
"end","couple",4
"end","course",5
"end","day",181
"end","december",11
"end","decided",6
"end","end",13
"end","even",8
"end","evening",11
"end","every",9
"end","everything",5
"end","fact",5
"end","fair",3
"end","february",16
"end","first",36
"end","fiscal",6
"end","floor",5
"end","game",38
"end","get",5
"end","getting",14
"end","going",12
"end","good",8
"end","great",9
"end","hard",4
"end","high",5
"end","hot",4
"end","inning",13
"end","january",15
"end","journey",6
"end","july",9
"end","june",25
"end","just",23
"end","keep",7
"end","know",6
"end","last",40
"end","leaving",3
"end","life",20
"end","like",19
"end","line",10
"end","long",16
"end","love",9
"end","making",7
"end","march",16
"end","market",4
"end","match",6
"end","may",21
"end","monday",6
"end","month",79
"end","near",9
"end","new",6
"end","next",20
"end","night",21
"end","november",8
"end","old",3
"end","one",18
"end","others",4
"end","people",5
"end","place",3
"end","pm",4
"end","point",10
"end","post",16
"end","probably",4
"end","promise",3
"end","quarter",3
"end","rainbow",8
"end","rd",8
"end","real",3
"end","really",9
"end","relationship",4
"end","result",35
"end","results",6
"end","road",9
"end","rope",4
"end","s",4
"end","school",22
"end","script",3
"end","season",66
"end","second",7
"end","semester",21
"end","september",5
"end","set",4
"end","short",4
"end","show",12
"end","showing",3
"end","sight",9
"end","someone",4
"end","something",11
"end","still",14
"end","story",22
"end","summer",20
"end","sunday",6
"end","th",10
"end","things",5
"end","think",11
"end","though",8
"end","time",16
"end","today",10
"end","top",5
"end","tour",4
"end","trail",4
"end","trip",6
"end","trying",3
"end","tunnel",18
"end","two",8
"end","us",8
"end","use",4
"end","users",6
"end","using",5
"end","want",5
"end","way",16
"end","week",60
"end","weekend",10
"end","will",31
"end","win",3
"end","without",5
"end","work",8
"end","world",51
"end","year",136
"end","years",7
"endangered","animals",4
"endangered","species",21
"ended","another",3
"ended","buying",5
"ended","getting",13
"ended","going",9
"ended","happy",3
"ended","just",5
"ended","last",12
"ended","late",3
"ended","march",10
"ended","night",5
"ended","one",6
"ended","season",7
"ended","soon",5
"ended","two",4
"ended","us",3
"ended","using",8
"ended","way",4
"ended","well",4
"ended","working",5
"ending","day",8
"ending","game",4
"ending","time",4
"ending","will",4
"ending","year",5
"ends","april",8
"ends","end",3
"ends","may",4
"ends","meet",20
"ends","nov",3
"ends","one",9
"ends","pm",7
"ends","sunday",5
"ends","tonight",8
"ends","will",10
"enemy","people",3
"energizer","bunny",8
"energy","attract",4
"energy","boost",3
"energy","company",7
"energy","conservation",6
"energy","costs",10
"energy","development",7
"energy","drink",14
"energy","drinks",19
"energy","efficiency",36
"energy","focus",4
"energy","get",5
"energy","going",6
"energy","good",4
"energy","just",3
"energy","level",7
"energy","love",4
"energy","make",5
"energy","management",7
"energy","needed",6
"energy","needs",7
"energy","prices",14
"energy","production",10
"energy","resources",8
"energy","room",3
"energy","source",8
"energy","sources",13
"energy","team",4
"energy","use",11
"energy","used",4
"energy","will",16
"enforcement","agencies",25
"enforcement","officers",17
"enforcing","law",6
"engage","community",3
"engage","conversation",6
"engagement","party",6
"engagement","ring",12
"engaging","way",3
"engine","light",7
"engineering","society",3
"engineering","students",4
"english","class",23
"english","language",33
"english","literature",7
"english","love",3
"english","major",10
"english","muffins",6
"english","one",5
"english","project",4
"english","said",4
"english","spanish",20
"english","springer",3
"english","teacher",26
"english","today",5
"english","translations",3
"enhanced","interrogation",5
"enhanced","security",3
"enjoy","beautiful",21
"enjoy","beer",5
"enjoy","benefits",5
"enjoy","big",4
"enjoy","books",4
"enjoy","can",11
"enjoy","coffee",6
"enjoy","day",77
"enjoy","delicious",10
"enjoy","dinner",10
"enjoy","every",25
"enjoy","fact",5
"enjoy","family",5
"enjoy","free",8
"enjoy","fruits",4
"enjoy","good",15
"enjoy","happy",11
"enjoy","helping",3
"enjoy","home",9
"enjoy","just",6
"enjoy","last",9
"enjoy","learning",6
"enjoy","life",17
"enjoy","looking",8
"enjoy","love",7
"enjoy","new",10
"enjoy","nothing",4
"enjoy","now",4
"enjoy","one",6
"enjoy","party",4
"enjoy","race",3
"enjoy","reading",21
"enjoy","say",3
"enjoy","season",3
"enjoy","show",16
"enjoy","silence",4
"enjoy","sitting",5
"enjoy","special",6
"enjoy","spring",6
"enjoy","success",3
"enjoy","sun",12
"enjoy","sweet",3
"enjoy","taking",4
"enjoy","things",7
"enjoy","time",25
"enjoy","watching",11
"enjoy","well",7
"enjoy","will",6
"enjoy","wine",4
"enjoy","without",3
"enjoy","work",9
"enjoy","writing",8
"enjoyed","article",11
"enjoyed","day",8
"enjoyed","eating",4
"enjoyed","fun",3
"enjoyed","hot",3
"enjoyed","listening",5
"enjoyed","looking",5
"enjoyed","much",16
"enjoyed","playing",6
"enjoyed","reading",18
"enjoyed","recent",3
"enjoyed","seeing",14
"enjoyed","sitting",4
"enjoyed","time",12
"enjoyed","visit",10
"enjoyed","visiting",6
"enjoyed","watching",6
"enjoyed","working",13
"enjoying","company",4
"enjoying","every",10
"enjoying","first",8
"enjoying","great",10
"enjoying","holiday",3
"enjoying","music",6
"enjoying","nice",9
"enjoying","time",13
"enormous","amount",9
"enough","able",7
"enough","act",3
"enough","allow",9
"enough","already",15
"enough","appreciate",3
"enough","attention",9
"enough","away",4
"enough","back",6
"enough","believe",4
"enough","big",5
"enough","buy",6
"enough","can",15
"enough","cash",3
"enough","convince",6
"enough","cover",14
"enough","credit",7
"enough","cut",5
"enough","day",9
"enough","done",4
"enough","draw",3
"enough","drink",6
"enough","drive",12
"enough","eat",9
"enough","energy",11
"enough","enough",24
"enough","even",7
"enough","every",3
"enough","evidence",18
"enough","excitement",4
"enough","find",9
"enough","follow",5
"enough","food",6
"enough","free",4
"enough","future",4
"enough","get",71
"enough","getting",4
"enough","give",18
"enough","go",30
"enough","going",6
"enough","good",17
"enough","got",5
"enough","handle",9
"enough","hard",3
"enough","hold",11
"enough","hot",4
"enough","hours",8
"enough","house",3
"enough","interest",6
"enough","just",21
"enough","keep",41
"enough","know",30
"enough","last",5
"enough","least",3
"enough","leave",5
"enough","let",12
"enough","live",5
"enough","love",7
"enough","make",70
"enough","meet",7
"enough","money",61
"enough","much",5
"enough","need",19
"enough","never",4
"enough","notice",6
"enough","now",17
"enough","one",22
"enough","order",4
"enough","pay",10
"enough","people",51
"enough","person",4
"enough","play",12
"enough","pull",7
"enough","put",10
"enough","really",7
"enough","reason",6
"enough","remember",10
"enough","right",13
"enough","room",15
"enough","run",7
"enough","said",25
"enough","satisfy",10
"enough","say",9
"enough","see",18
"enough","space",13
"enough","still",9
"enough","stop",13
"enough","students",3
"enough","support",10
"enough","sustain",6
"enough","take",21
"enough","tell",5
"enough","think",20
"enough","three",4
"enough","time",106
"enough","times",5
"enough","understand",6
"enough","us",11
"enough","use",7
"enough","vote",6
"enough","votes",12
"enough","want",13
"enough","well",4
"enough","will",32
"enough","win",17
"enough","without",7
"enough","work",11
"enough","yet",6
"ensure","every",3
"ensure","good",5
"ensure","safety",11
"ensuring","safety",3
"enter","contest",9
"enter","leave",7
"enter","new",8
"enter","next",4
"enter","win",43
"enter","world",6
"entered","contest",9
"entered","new",6
"entered","room",4
"entered","store",6
"entered","us",6
"entered","win",21
"entered","world",4
"entering","country",4
"entering","house",6
"entering","world",3
"entertaining","watch",4
"entertainment","event",3
"entertainment","industry",14
"entertainment","system",3
"enthusiastic","supporters",3
"entire","body",11
"entire","building",4
"entire","career",12
"entire","cast",7
"entire","city",12
"entire","class",11
"entire","collection",3
"entire","community",15
"entire","country",10
"entire","day",31
"entire","family",27
"entire","generation",9
"entire","group",5
"entire","home",5
"entire","house",8
"entire","human",3
"entire","length",4
"entire","life",48
"entire","month",14
"entire","new",5
"entire","night",5
"entire","office",3
"entire","paper",3
"entire","people",3
"entire","race",4
"entire","room",7
"entire","season",28
"entire","second",4
"entire","series",7
"entire","show",6
"entire","situation",6
"entire","summer",5
"entire","team",11
"entire","thing",9
"entire","time",25
"entire","video",3
"entire","wall",4
"entire","wedding",4
"entire","week",18
"entire","world",26
"entire","year",26
"entirely","appropriate",4
"entirely","different",30
"entirely","new",15
"entirely","possible",10
"entirely","sure",14
"entirely","true",4
"entrepreneurial","spirit",6
"entry","deadline",4
"entry","fee",13
"entry","level",10
"entry","point",4
"environment","can",7
"environment","live",3
"environment","one",5
"environment","right",3
"environment","will",8
"environmental","activists",4
"environmental","destruction",4
"environmental","impact",21
"environmental","issues",7
"environmental","protection",52
"environmental","science",9
"environmental","sustainability",6
"envy","many",3
"epic","battle",5
"epic","failure",3
"epic","proportions",6
"epic","show",3
"epidemiological","studies",4
"episcopal","church",16
"episode","also",3
"episode","new",7
"episode","saw",3
"episode","season",13
"episodes","minutes",6
"episodes","now",3
"equal","dark",3
"equal","greater",3
"equal","opportunity",18
"equal","parts",18
"equal","pay",11
"equal","rights",17
"equally","good",4
"equally","well",13
"equipment","can",5
"equipment","ready",3
"equipment","supplies",3
"equipment","will",5
"equipped","handle",5
"erectile","dysfunction",7
"eric","clapton",10
"eric","johnson",4
"ernest","cline",3
"ernest","hemingway",10
"error","message",8
"error","will",3
"errors","get",3
"ers","game",4
"escape","back",4
"esl","teacher",4
"especially","age",5
"especially","best",4
"especially","big",8
"especially","california",4
"especially","comes",7
"especially","compared",7
"especially","considering",19
"especially","final",4
"especially","first",9
"especially","get",7
"especially","getting",4
"especially","given",9
"especially","good",14
"especially","got",4
"especially","high",6
"especially","interested",3
"especially","involves",4
"especially","just",5
"especially","kids",8
"especially","last",7
"especially","like",15
"especially","likes",3
"especially","love",18
"especially","middle",4
"especially","music",6
"especially","need",4
"especially","new",5
"especially","now",17
"especially","one",22
"especially","ones",8
"especially","parents",4
"especially","people",7
"especially","pleased",4
"especially","right",4
"especially","since",74
"especially","small",3
"especially","someone",6
"especially","something",5
"especially","time",6
"especially","true",14
"especially","two",3
"especially","used",4
"especially","want",5
"especially","women",5
"especially","young",8
"especially","younger",4
"especially","youve",5
"esperanza","spalding",4
"essay","writing",3
"essential","elements",3
"essential","especially",3
"essential","make",5
"essential","oil",11
"essential","oils",10
"essential","part",8
"essential","services",6
"est","will",5
"established","new",7
"estate","agent",15
"estate","agents",7
"estate","investor",7
"estate","market",13
"estate","planning",13
"estate","sale",6
"estate","sales",9
"estee","lauder",5
"estes","park",9
"estimated","million",57
"estimates","cost",5
"et","al",53
"etc","also",11
"etc","one",7
"eternal","life",19
"eternal","sunshine",4
"ethical","standards",13
"ethics","violations",3
"etta","james",17
"eu","also",3
"eugene","oregon",5
"eureka","moment",4
"euro","will",3
"euro","zone",18
"europe","asia",11
"europe","great",3
"europe","still",4
"europe","will",10
"european","style",3
"european","union",59
"eva","green",3
"evacuation","area",5
"evan","turner",12
"evans","chris",3
"eve","celebration",4
"eve","new",6
"eve","party",4
"even","able",9
"even","add",9
"even","adult",4
"even","afford",5
"even","agree",10
"even","alive",4
"even","allowed",5
"even","already",7
"even","amazing",11
"even","another",4
"even","anything",8
"even","arent",11
"even","around",3
"even","art",4
"even","asked",10
"even","attempt",7
"even","aware",7
"even","babies",3
"even","back",9
"even","beat",6
"even","begin",16
"even","believe",14
"even","best",21
"even","better",225
"even","big",16
"even","bigger",36
"even","bit",11
"even","black",5
"even","blame",4
"even","born",7
"even","bother",18
"even","brief",6
"even","brighter",4
"even","brought",8
"even","busy",5
"even","buy",8
"even","came",12
"even","can",13
"even","cant",13
"even","care",28
"even","case",3
"even","casual",5
"even","close",61
"even","comes",6
"even","coming",5
"even","complete",4
"even","confusing",4
"even","consider",21
"even","considered",11
"even","count",6
"even","country",5
"even","couple",5
"even","create",4
"even","cross",3
"even","cute",3
"even","day",14
"even","days",9
"even","deal",6
"even","degree",3
"even","difficult",11
"even","doctors",3
"even","dog",7
"even","earlier",6
"even","easier",9
"even","eat",10
"even","emotionally",3
"even","engineers",3
"even","expensive",5
"even","explain",6
"even","family",6
"even","famous",3
"even","fast",3
"even","faster",7
"even","feel",26
"even","felt",5
"even","fewer",9
"even","find",16
"even","first",13
"even","fit",4
"even","five",6
"even","following",5
"even","food",3
"even","form",3
"even","free",6
"even","friends",6
"even","fruit",5
"even","full",6
"even","fully",3
"even","fun",12
"even","game",8
"even","gave",8
"even","generous",3
"even","get",99
"even","gets",11
"even","getting",6
"even","girl",5
"even","give",22
"even","go",49
"even","going",27
"even","gone",6
"even","good",29
"even","got",60
"even","gotten",10
"even","great",9
"even","greater",29
"even","happen",9
"even","hard",5
"even","harder",26
"even","healthier",3
"even","healthy",4
"even","heard",19
"even","heart",3
"even","help",7
"even","high",7
"even","higher",20
"even","hit",14
"even","hot",3
"even","hour",3
"even","hours",7
"even","house",4
"even","husband",3
"even","imagine",19
"even","important",18
"even","impressive",9
"even","interested",3
"even","interesting",6
"even","invited",4
"even","issue",5
"even","just",68
"even","kept",4
"even","kids",10
"even","knew",12
"even","know",328
"even","knowing",9
"even","knows",7
"even","larger",9
"even","last",10
"even","learned",6
"even","leave",10
"even","left",9
"even","less",45
"even","like",49
"even","likely",7
"even","listen",7
"even","little",37
"even","live",14
"even","lived",4
"even","longer",12
"even","look",19
"even","looking",9
"even","loss",3
"even","lost",6
"even","low",8
"even","lower",11
"even","made",37
"even","make",53
"even","makes",6
"even","making",12
"even","man",7
"even","many",9
"even","matter",10
"even","may",6
"even","mean",12
"even","means",21
"even","mention",12
"even","met",9
"even","middle",8
"even","might",4
"even","million",4
"even","minute",3
"even","missed",3
"even","mom",6
"even","money",8
"even","mother",7
"even","much",10
"even","music",3
"even","name",9
"even","named",4
"even","need",26
"even","never",13
"even","new",23
"even","news",3
"even","nice",6
"even","normal",5
"even","nothing",7
"even","notice",22
"even","noticed",6
"even","now",49
"even","offering",5
"even","old",10
"even","older",10
"even","one",56
"even","ones",5
"even","open",9
"even","opened",8
"even","outside",6
"even","parents",6
"even","part",4
"even","pay",8
"even","people",22
"even","perfect",5
"even","person",5
"even","phone",3
"even","pick",9
"even","playing",8
"even","possible",14
"even","pretend",3
"even","provide",3
"even","put",18
"even","quickly",3
"even","quite",5
"even","reach",5
"even","read",22
"even","realize",25
"even","realizing",3
"even","recognize",6
"even","regular",4
"even","remember",35
"even","remotely",15
"even","right",15
"even","room",6
"even","running",4
"even","s",8
"even","said",20
"even","saw",11
"even","say",29
"even","second",8
"even","see",32
"even","sell",5
"even","sent",7
"even","set",9
"even","short",6
"even","show",11
"even","signed",4
"even","simple",10
"even","sit",6
"even","slower",4
"even","small",24
"even","somehow",3
"even","someone",10
"even","something",10
"even","sort",3
"even","sounds",3
"even","spell",6
"even","start",16
"even","started",27
"even","states",6
"even","stay",7
"even","still",22
"even","stop",5
"even","stranger",7
"even","stronger",8
"even","summer",5
"even","sun",3
"even","sure",25
"even","surprised",6
"even","take",20
"even","taken",5
"even","taking",6
"even","talk",28
"even","tell",15
"even","things",14
"even","think",57
"even","though",984
"even","thought",20
"even","throw",6
"even","time",28
"even","times",6
"even","tiniest",5
"even","tired",10
"even","today",26
"even","told",10
"even","took",12
"even","touch",4
"even","traveling",3
"even","tried",14
"even","true",5
"even","try",33
"even","trying",18
"even","turn",6
"even","two",12
"even","understand",11
"even","us",14
"even","use",18
"even","used",12
"even","using",8
"even","wait",6
"even","want",47
"even","wanted",5
"even","wear",9
"even","well",6
"even","white",5
"even","whole",7
"even","will",14
"even","wins",3
"even","winter",5
"even","within",7
"even","without",36
"even","words",5
"even","work",21
"even","working",8
"even","worry",5
"even","worse",62
"even","worst",7
"even","worth",11
"even","write",10
"even","wrote",6
"even","year",16
"even","years",22
"even","yet",13
"even","younger",6
"evening","also",7
"evening","first",5
"evening","friends",5
"evening","get",7
"evening","gown",7
"evening","hours",9
"evening","just",10
"evening","last",4
"evening","like",3
"evening","meeting",4
"evening","news",11
"evening","one",6
"evening","pm",3
"evening","sun",5
"evening","together",4
"evening","weekend",3
"evening","will",12
"event","also",12
"event","april",3
"event","big",4
"event","called",10
"event","can",9
"event","center",6
"event","charlotte",5
"event","coming",10
"event","december",4
"event","features",7
"event","first",6
"event","free",10
"event","go",5
"event","held",23
"event","help",3
"event","hosted",6
"event","just",12
"event","la",4
"event","last",23
"event","like",11
"event","may",15
"event","much",5
"event","one",8
"event","organized",6
"event","people",5
"event","pm",11
"event","put",4
"event","saturday",6
"event","since",7
"event","takes",5
"event","taking",5
"event","thursday",6
"event","today",19
"event","want",6
"event","weekend",12
"event","will",104
"event","year",9
"events","around",10
"events","can",10
"events","events",5
"events","far",3
"events","first",3
"events","go",4
"events","going",11
"events","happen",6
"events","happening",10
"events","help",3
"events","include",6
"events","just",5
"events","like",20
"events","made",4
"events","may",8
"events","one",6
"events","open",4
"events","people",8
"events","planned",8
"events","promote",3
"events","set",4
"events","soon",5
"events","special",3
"events","take",5
"events","week",9
"events","will",23
"eventually","became",18
"eventually","become",9
"eventually","find",5
"eventually","found",10
"eventually","get",18
"eventually","go",6
"eventually","got",21
"eventually","just",5
"eventually","led",8
"eventually","people",4
"eventually","realize",3
"eventually","will",26
"ever","able",18
"ever","actually",10
"ever","admit",3
"ever","anything",7
"ever","ask",11
"ever","asked",10
"ever","attempted",5
"ever","attended",5
"ever","back",7
"ever","beat",3
"ever","become",6
"ever","bought",12
"ever","built",7
"ever","call",6
"ever","called",9
"ever","came",13
"ever","certainly",3
"ever","change",8
"ever","changed",4
"ever","changes",4
"ever","changing",6
"ever","choose",3
"ever","coming",10
"ever","consider",8
"ever","created",15
"ever","done",56
"ever","encountered",5
"ever","even",17
"ever","ever",35
"ever","every",5
"ever","expect",3
"ever","expected",8
"ever","experienced",9
"ever","feel",30
"ever","feeling",4
"ever","find",25
"ever","first",8
"ever","forget",16
"ever","found",9
"ever","game",6
"ever","gave",7
"ever","get",114
"ever","gets",7
"ever","give",10
"ever","given",10
"ever","go",35
"ever","going",37
"ever","gone",6
"ever","good",16
"ever","got",27
"ever","gotten",7
"ever","grace",3
"ever","great",6
"ever","happen",27
"ever","happened",35
"ever","happens",6
"ever","hear",22
"ever","heard",83
"ever","held",3
"ever","hit",6
"ever","hope",20
"ever","hurt",4
"ever","imagined",7
"ever","invented",7
"ever","just",29
"ever","know",32
"ever","known",24
"ever","learn",9
"ever","leave",9
"ever","let",24
"ever","life",8
"ever","like",13
"ever","lived",11
"ever","local",3
"ever","look",16
"ever","loved",12
"ever","made",69
"ever","make",20
"ever","many",4
"ever","match",4
"ever","mentioned",5
"ever","met",54
"ever","needed",11
"ever","one",22
"ever","open",3
"ever","part",4
"ever","pick",3
"ever","planned",4
"ever","play",13
"ever","played",13
"ever","popular",3
"ever","produced",6
"ever","put",18
"ever","read",47
"ever","really",24
"ever","received",13
"ever","recorded",7
"ever","run",6
"ever","said",26
"ever","sat",5
"ever","saw",18
"ever","say",22
"ever","says",7
"ever","see",43
"ever","seeing",5
"ever","seems",8
"ever","seen",227
"ever","sent",6
"ever","set",4
"ever","since",171
"ever","slightly",4
"ever","sold",7
"ever","spent",7
"ever","stop",19
"ever","take",13
"ever","talk",9
"ever","talked",7
"ever","talks",5
"ever","tasted",12
"ever","tell",13
"ever","thanks",9
"ever","think",42
"ever","thought",33
"ever","time",16
"ever","today",6
"ever","told",18
"ever","tried",39
"ever","understand",8
"ever","undertaken",4
"ever","us",4
"ever","use",13
"ever","used",13
"ever","want",50
"ever","wanted",32
"ever","wear",8
"ever","went",13
"ever","will",28
"ever","win",6
"ever","witnessed",11
"ever","wonder",21
"ever","wondered",11
"ever","work",9
"ever","worked",10
"ever","write",7
"every","action",8
"every","american",12
"every","angle",4
"every","area",8
"every","aspect",34
"every","bad",7
"every","band",4
